,userName,date,rating,review,title,isEdited,Company_name
49,Calamitee,2020-04-23 00:28:08,1,"Tried it for the first time today and I’ll probably never use the app again. Every keystroke took an incredibly long time to register, and you’re left wondering if it didn’t take. So you press it again and then multiple keystrokes register. I kid you not, between the time I started placing an order for pick up and finishing, it had to tell me twice that my pick up time slot was no longer available and it made me repeat steps multiple times. What a royal pain in the neck to use. I hope it gets updated soon. The corona virus causes people to do a lot of take out vs eating in.  Just driving there and ordering would have been faster. Argh.",So bleeping slow,False,Panda Express
50,Mary ipad2,2020-07-09 00:30:03,3,"So simple to order! Get to the check out, add a new gift card, click the store gift card, and receive an error that PIN isn’t required and purchase will NOT process. I went to full site to order, same issue.  Something is wrong with your site/app. Had to pay with my credit card instead. Also, there is no place to add my gift cards to my account so they are available when I make purchases. Please fix this. It should be basic functionality","Easy to order, won’t accept gift card payment",False,Panda Express
51,Swanoop,2020-04-25 21:59:20,1,"Simply put you can’t place an order. Says my email is invalid when it isn’t. Change another email, says “something went wrong” during checkout with no way to know what to do to fix the problem. App crashes when you remove items from your basket. I say I want food in 30 minutes app says “something went wrong, we need more time to make your order” I call restaurant and they say it will be ready in 10 minutes. 

This is purely bait and switch. App has deals they won’t honor via phone or at store “deals are online only” and you cannot place an order online  

Seriously folks who built this app? Fire them.",Zero stars,False,Panda Express
52,D_buggs,2019-07-19 18:07:41,3,"Seems most of the time, the cashier has to take orders, confirm the online orders, and make the food for the online orders.  Cashier properly shouldn have to do all that because then it's a delay for us picking up online orders.  I think it would be better if someone was dedicated to doing the Online Orders only to speed up the option.  Last time I ordered,  took an additional 15mins to get my food after the scheduled pick up time.  Ridiculous.  Other then that, everything else is fine.  Wish Panda also did BBQ Pork Buns, but that's not serious.",Online Ordering could be improved.,False,Panda Express
53,CL0000,2021-01-30 19:15:30,2,"Why is steamed rice not an option in the app? It’s always available at every store location I go to but never an option on the app for any of these same locations. I don’t care for the fried rice here. Because it’s not available on the app and I can’t order ahead (at a place that you typically have to wait an additional 15+ minutes for a side to be cooked), I continue to find myself just going to ChopChop rice instead or elsewhere when I’m in the mood for this food genre. If y’all ever decide to fix this feature, I’ll start eating at Panda Express again.",Can’t order steamed rice on the app,False,Panda Express
54,LKS$12345,2020-04-17 01:55:03,1,"Blocked entrance allowing one person helped at a time wouldn’t have been problem except employees allowed one Lady whose order was not ready to wait inside blocking others from getting orders that were ready sitting on tables getting cold.
If her order was not ready ask customer to step outside & wait so they can give out orders to those prepaid &ready for pickup.
I waited 4th person in line 6ft apart outside watching my bag sit on table ready 25 minutes.
Very disappointed even after us in line asked lady to step outside so others can see if our pickups were ready. Employees allowed Lady to ignore courtesy for others blocking pickups.",Idiocy Covid-19 line waiting outside.,False,Panda Express
55,TTrayKJ,2020-12-17 03:23:45,1,"App seems like the bare-minimum, thrown together. Missing a lot of basic functionality and doesn’t seem like there’s a real system established on the in-house end.
Ex: I’d ordered through the app but it would have been faster just going through either the line or drive-thru.

It took maybe 10 min for me to drive down after placing my order, not quite 5 min standing in line to tell them I was there for a mobile order, told it would be about 3 minutes but then waited for at least 10 while 4 sets of in-person orders & the drive thru were kept moving.

So, using their app offers no advantages in time, there are no offers/deals/coupons/rewards so you’re not saving any money, doesn’t allow you to see/order from their full menu, and doesn’t seem to make anything any easier for the staff. 

I can’t think of a single reason you’d want to use this app.   ...other than you lost your CreditCard and wanna pay using the app...",No reason to use this,False,Panda Express
56,Tamzapowerhouz,2020-03-10 17:34:24,1,"I use restaurant apps frequently as I am a working and busy mom. Not only was my order not ready at the allotted time for pick up, it wasn’t even in their system. I came through the drive thru to get my order and was treated like I had the plague. I was told I was holding up “her line” because my order wasn’t in the system yet. So I went around and drove around again only to be told my order still was not showing up. Then they were directed by the manager to give me some canned answer about not distributing mobile orders through the drive thru. Why when every other restaurant can somehow figure it out? It was a waste and an annoyance to use the app.",Treated rudely because I used app...,False,Panda Express
57,Shibby_Dude :D,2019-04-20 16:51:21,4,"I love me some Panda Express and eat there a ton. This app is nice and convenient because it seems I either get a lot of complicated people in front of me or I have to wait forever for food to cook. With this app, it’s always ensured to be ready whenever I get there with no hassle. 

But have you guys ever thought of starting a rewards program? As much as I eat there, it would be nice to get free things here and there to know my loyalty is appreciated. Just a thought. That would make this a five-star app",Thought of a rewards program?,False,Panda Express
58,Loubash,2019-12-10 01:05:10,1,"I ordered the plate with Beijing beef. After coming back to work I open my food to find out I only have noodles! The app says I only ordered noodles, so I thought I messed up though I do remember vividly ordering the beef. So I go through the same process making my selection as I did before. Again I choose beef. Then when I looked at my order, it says I only ordered noodles. I look at my receipt that I got in store and it too also says I only ordered noodles. Why is the app asking me what entree I want if it’s only going to give me the side? Not only was my order missing items, but the item it did have was cold! Cause this inconvenience I was not able to eat, or get my money back.",Online order mess up!,False,Panda Express
59,codeman1703,2019-12-11 20:37:07,3,"The app works good, it just needs an option to submit a survey or review your order. My local Panda Express is always out of something on my order, so they don’t make it until I get there. This most recent order they were out of Coke. I wanted to get reimbursed for the drink on my order and they said they’d have to get a manager and were running around clueless. Then I decided to just take the cup and fill it with Cherry Coke. Terrible idea. Their cherry coke was not mixed right or almost out too. Please let us submit our reviews through the app!!",Needs an Order Survey/Review Function,False,Panda Express
60,schjtcbn,2019-12-27 19:20:46,5,"Ordered online. Picked up in drive through. Are the egg roll and shrimp and was full! Egg was basic. The shrimp were large, coated in a tasty coating. The greens are kale and broccoli and not overcooked. My favorite was the noodles which were al dente and mixed with a sweet sauce and veggies. Another new favorite is the chicken with green beans. Beans are fresh and not overcooked. Mixed with a tasty sauce in bits of chicken. Couldn’t eat it all. Service was fast, even in drive through! I’ll definitely go back!",Well worth it!,False,Panda Express
61,Varmentr,2020-05-17 22:19:58,2,"Have tried using this app multiple times and have issues the past few times making it impossible to place an online order.  Twice now it takes me all the way through and then rejects my payment information and then cannot connect to the app.  Today it also did not offer all entrees available at the Polaris location.  I called them to confirm they offered the entree and had it available and they did.

App is easy to navigate but not much good if I can’t use it to order food (it’s primary purpose!).",App doesn’t work,False,Panda Express
62,KevinNV,2020-05-20 20:23:43,1,This app has let me down numerous times. Order hasn’t been ready when it’s said it’s supposed to be more than once while I watch walk-up orders get served before I do even though I ordered 20 minutes earlier than them. Won’t let you choose stuff like no ice in the soda or even add a comment or customization request anywhere. And today it decided that the “place order” button would just trigger it to come up with a new delivery time without actually placing an order. Made me drive across town and waste diesel and time. Panda Express will be losing most of my business because of this app’s shortfalls.,App left me hungry,False,Panda Express
63,srviper,2020-04-23 19:07:10,1,"Trying times i know. First world problems, I get it.  But when you get tired of cooking 3 meals a day for 5 people and cleanup you like a break.  Other food apps not a problem. This panda so doesn’t work well.  Cannot go to restaurant to order in person, you can only order through the ap.  

I cannot enter credit card info for payment and it’s only way to move forward with order. Cannot pay on site and cannot send in order because it doesn’t like my card number.  Tried several times and had second person try it on different device.   

What a mess, Panda.   Fix the ap.",Horrible execution of app,False,Panda Express
64,Love eating,2021-02-07 06:49:34,2,"Often times the app is glitchy. Today it didn’t offer any option to order white rice. So I ended up ordering a side of just Orange Chicken instead of the plate of Orange chicken with rice. When I arrived they said they have plenty of white rice and everything looked fine on their end. But I didn’t sense any urgency on their part to correct the issue or notify someone that their app isn’t working. So it comes down to this, if I didn’t happen to have some leftover white rice at home, I would have passed on Panda and gone to other restaurants with better apps.",App is very buggy,False,Panda Express
65,x78089,2020-03-29 18:34:11,1,"This morning the app was not properly charging cards, so I called the restaurant.  They confirmed this and said to come in and they would give me the $20 deal in the drive thru.  When I arrived they told me this wasn’t possible.  I finally got the app to work and pulled in to be told they needed 10-15 minutes to get the ticket and make the food. I wait, pull back around and they then proceed to tell me that it hasn’t come in yet and they cannot do anything until it does.  Your company and app are garbage.  There is no option to check in and get food made in a timely manner.  I am done with this.",Never coming back to Elizabethtown Panda!!!!,False,Panda Express
66,Not such a fan any more!,2020-06-06 02:14:16,1,"So, I normally do not write reviews, but I have
been a fan of Panda Express for years. I know it is a challenging time, but the last 2 times I have ordered via your site it has been a lousy experience with the last order being not even available ( Fremont, CA ...Walnut & Fremont Blvd)and them telling me the restaurant was closed at 6:43pm! So my cc was charged and I had no food! The kid at the door said. I don’t know what to tell ya...but we’re closed....and shuts the door. My last order in CV was missing the three appetizers and no fortune cookies....what the heck?....The restaurants don’t answer their phone....I’m not going to drive back.",Disappointed Panda Fan,False,Panda Express
67,Bill Logsdon,2020-03-29 01:19:31,1,"I placed an app order and drove 30 miles to pick up what was supposed to be a large teriyaki chicken and a large order of noodles.  When I picked up the orders in the drive through the orders were placed in bowels instead of the boxes. I was told they were out of boxes. 

When I got home it was obvious the bowl of noodles was not full and it didn’t go nearly as far as normal. I am very displeased as I was still charged full price for the boxes and then shorted on food after driving all that way.  

I realize things are difficult right now but there is no excuse for not providing the product you charged for.",Very displeased with today’s order!,False,Panda Express
68,SavvyCatJones,2022-02-18 20:49:27,2,"I can’t use it, or even their web site, because it’s still lacking essential elements. While you can have spring rolls as one of your items, every store tells me, the app doesn’t give that option. And since they changed the kids meal to fruit slices instead of a cookie, you can’t say you want the cookie instead. We eat Panda as a treat, so anything goes. We aren’t looking for healthy on those infrequent visits, so this is a non-starter. I want to select the meal, I want to select the side, I want to select the drink, and I want to select the dessert—cookie.","I would use it, but...",False,Panda Express
69,NOT...HAPPY!!!!,2020-04-16 02:21:29,1,"Made and online order and went to side door to pick up.  Customers in front had online order and were asked if they did.  When it was my turn I was skipped over twice for customers that order at the door, and even after the 2nd person, I asked Yanira why I was skipped twice and not helped.  She replied very very rudely that I needed to let her know why I was there.  Also, the order was completely wrong, not worth getting fixed after this.  If you want to be treated like crap, especially during these times, for a basic meal that is incorrect...go to this Panda Express!!!!",Horrible and Unorganized and EXTREMELY RUDE,False,Panda Express
70,Pandapowerx5,2019-05-31 01:34:44,3,"I always went in person to order my food since I never noticed the online order. Today I finally tried it and it was bad. What’s the point of adding the stuff into the food if it’s out of order when I get it. For example, I got white steam rice with orange chicken and grilled chicken with a side of grill chicken (bigger plate) special instruction (3 sides of teriyaki sauces). The side was orange chicken and I didn’t care but I hated was that I didn’t get my sauces. So I’m uninstalling the app just because I rather go in person and get my order right.",Do they even read special instructions?,False,Panda Express
71,BrendaR79,2020-10-03 01:30:29,1,"Every single time I try to use this app to order my food it fails! Every. Single. Time. It let’s me get all the way to the end and then will not let me place the order. It says there’s a missing *Required field but every single time I try to click on that field it will not pull anything up. Not only does it not pull anything up to allow me to type whatever it is that’s missing, it doesn’t even tell me what is supposed to be in that *Required field, it’s just a blank *Required field! I have tried uninstalling and reinstalling the app and it STILL. NEVER. WORKS. This app is absolutely useless!",App is USELESS!,False,Panda Express
72,Idoiqs,2019-10-15 03:22:23,2,"The only positive things I can say about this app is that it will help you locate restaurants and will provide the menu for those not familiar with what is available.  I do not recommend using this app to place an order.  Panda Express has a horrific system in place for online/app ordering.  When you submit an order, it seemingly goes to a central location to be processed before it is pushed out to the store.  It can take in excess of 30 minutes between your submission and the store receiving your order.  You are better off ordering in person at the restaurant.",Don’t use app to place orders,False,Panda Express
73,Awsh109,2020-12-29 02:52:30,4,"Placed my order 45 minutes before pickup, and showed up a little later than that. I still had to wait another 25 minutes to actually get my food. They ran out of something I had ordered but the last of it ( baby scoop sized that it was) found its way into my plate. They gave me a free fountain drink and upgraded my side so I’m happy and will love on. Their food will forever taste good so I will continue my ventures there.",Time management needed,False,Panda Express
74,The Bob's M'Dad,2021-07-06 04:57:04,1,"This app scheduled my order to be ready at 6:18pm onJuly 4, and my order was ready at 8pm on July 5,26 hours later!  While 26 hours may seem a bit long to wait for a “fast food” order this was actually because this nearly useless app completed the order, and yes, charged me, without being able to tell me that the store had decided to take the holiday off, so when I drove the 20 miles to this location I was greeted by a closed store.  Management filled the order the next day with no apology or extra items, so rest assured, they are looking out for you the customer!",New World Record!,False,Panda Express
75,wb6vpm,2021-01-31 02:52:03,3,"Overall, it is a decent app, with a few glaring issues. 

1. No Apple Pay support, so I have to leave a CC on file to be able to use the app, which leads into #2. 
2. If I change my account password on the website, it doesn’t automatically log the account out, which it should kill all active logins as a security precaution (since most people change their password due to account comprimisation).","No Apple Pay, doesn’t log out of password changed",False,Panda Express
76,Mind_Trickx,2020-04-24 03:26:37,1,"This is is pretty garbage at the moment. The favorite of a menu item feature doesn’t work, the app itself hangs and freezes constantly, during the hangs if you tap something too many times it will go crazy, multiple times I have had issues ordering where it won’t let me put an order in due to the time/date selection being wonky and having all times grayed out so I end up just calling my order in. Hopefully this is fixed soon as I tend to go here a lot and it is frustrating every single time I open this app.",Doesn’t work well at all,False,Panda Express
77,Waco Bob,2020-04-18 21:56:55,3,"The app works fine for me up to the pick up time. It says the pick up time will be displayed in the cart area, which it does. The pick up time remains the same up to the time you pay for the order. Suddenly anywhere from 10 - 20 minutes is tagged on to the pick up time. While I understand orders may be added to the line as I am paying, it seems odd when every time the pick up estimate changes AFTER I pay for the food.",Order ready times,False,Panda Express
78,manga_star_,2019-05-24 20:19:53,1,"First, app lets you set 7 character password, web forces 8. Then when you pick HALF Fried Rice the order shows “WHITE Fried Rice”. Guess what you get when you pick up your order? WHITE STEAMED rice. Dumb. Then the app would not process my card. Triple checked details. Everything correct. Tried to process again, app said “having problems connecting”, closed and re-opened app and of course, order gone. Went online and ordered via web. No probs with card but still had the dumb rice thing. Plus after placing order, screen never changed. But email came with order placed. Kind of screwy and took way too long. Could have stood in line in less time.",Dumb,False,Panda Express
79,sydgjo,2020-09-13 20:51:40,1,"So I thought I might download the app to order ahead for dinner, but was surprised when there’s no option for their tea? Their drink options are only soda products and bottled drinks. So there’s no point in ordering ahead if I’m still going to have to order my drink in-store.

Also the app doesn’t seem very functional? Like it took me a minute to figure out how to add something to my cart because it appears that you can only check out once you select your entree. Also wasn’t convenient to add a drink on to the order. It’s 2020, no reason for apps like these.",Don’t include every option?,False,Panda Express
80,Jsower,2020-05-18 04:46:40,5,This Panda Express was excellent. My order was done on time and I received exactly what I ordered and received my sauce and all my item I requested. Just a few days ago I ordered from another Panda Express #0643 and it was terrible no sauce and my drink came in a bottle that I could not open because I had no bottle opener and no cookie and I was not happy with service.,Very Good Service,False,Panda Express
81,StaticK20,2020-06-29 23:26:46,1,"The conveniency of using the app is great, that is until someone was able to order from my account from a different state. Not sure how they did it but they were able to order from my account under my name with my credit information. So developers please implement a 2-step payment verification before an order can be completed. I've have sent a email but have yet to receive a response from P.E Customer Service. I won't be using this app anymore until there are extra precaution added.",Someone was able to order from my account.,False,Panda Express
82,Mz Moody619,2020-01-04 15:18:41,1,"I live in San Diego literally two exits away from the Mexico Border. I placed an order and went through it the way it was set up. Made sure to select the Panda Express that is literally the next exit up from my house. For some reason after hitting confirm order, my order literally jumps all the way to another location almost 25 minutes away from me. To even get my money back and canceling the order was a pain. It takes 2 to 3 business days to get your money back through the people that control the app. Don’t use it. Your food order might end up in another state.",My order went to another location,False,Panda Express
83,bpladdict020,2021-08-22 21:19:09,4,"I use a lot of fast food apps bc I’m a fatass american and this is up there as one of the better ones. There is still room for improvement though. 

I wish there was a way to validate free entree redemption codes from surveys through the app. In the past I’ve had to go inside or use the drive thru to do that which I don’t want to do because I wanna grab my food and go.",One of the better fast food apps,False,Panda Express
84,PeripaticCat,2020-11-20 19:57:43,3,Smooth and organized app. The online order system is a little unorganized. There needs to be a spot in the store where they leave online items. If you order pickup in the app you have to wait in line anyway bc they haven’t filled the order. Or let you opt to pickup in drive thru. The store I go to accepts Apple Pay on the inside but I don’t always have time to go inside or want to with the pandemic. Please accept Apple Pay in the app.,Please accept Apple Pay,False,Panda Express
85,ReporterMan,2020-05-11 01:51:27,3,"The last two times I’ve ordered from the app the quoted time for pickup changes dramatically before and after you pay. Tonight I ordered at 7:45 when the app said the pickup time would be 8. Once the payment processed it said “order ready for pickup at 9.” Feels a bit like a bait and switch as I wouldn’t have ordered if I thought it would take over an hour. Besides this, the app functions as it should.",The app itself works well except...,False,Panda Express
86,Arghlee,2020-04-28 21:22:17,2,"Took me about 10 minutes to submit an order because this app is slow.  You push a button to make a selection and it freezes for about 10-15 seconds before it starts working again.  When enter addresses it let you enter 4-5 letters/numbers and it freezes for 10-15 seconds then it allows you to enter another 4-5 digits then it freezes again.  This keeps going until you’re done entering all your info.  

Not a good app. Panda needs to change developer.",Very slow!,False,Panda Express
87,Rashael7,2020-03-26 00:00:26,1,"Can’t ever use this app. It ALWAYS gives me some kind of problem. Now I try to open it and says I need to update to another version yet when I try, it doesn’t do anything. I deleted the app and reinstalled and still does the same thing. On past “usages” it won’t take my order b/c of some stupid problem they have with the time. Sure is a shame you can’t make a better app than this. I’ve just given up altogether. Another less place to be able to get anything from and living in a smallish town there aren’t many choices anyway. Really irritating.",Always crap,False,Panda Express
88,Mbephx,2020-02-03 02:12:44,1,I’ve used the app twice and both times I arrive at the time my confirmation app tells me and they do not have my food ready. Tonight I placed an order at 6:27 and was told in Panda’s confirmation email to pick up at 6:45. I arrived at 6:50 (long line at the drive thru) and they had no idea. I had to hand my phone to the drive thru kid to go over my confirmation email only to be told I had placed the order 5 minutes ago and I should go around and drive through in 5 minutes. When I did I was asked all the same questions again and they just made my order. Ridiculous.,The Restaurant Has No Idea You’re Coming,False,Panda Express
89,lori in gilbert,2019-09-14 04:31:27,4,"Portions are definitely smaller when you order on the app. I don’t know if it’s because you aren’t standing right in front of them when they scoop, but the container was at least 1/3 less when ordering thru app and just picking it up. Also, double check you have the right pre-paid take-out order. More than once I have been given someone else’s order even when I verified the name.",Portions are definitely smaller,False,Panda Express
90,Ballshark,2020-02-28 18:31:13,1,"Stores aren’t able to even start your order until the time shown when u order. Usually 10-15 min. With any other restaurant app I use, I can literally place the order on their app as I’m pulling up to the drive through and they have the order and prepare it right then. I just pulled in to a PE 3 minutes after placing my order and was told I had to park until they got the order receipt into their system. They couldn’t even start my order until they received it from their internal system. I won’t be using this app again until they fix this deficiency.",Delay getting order to store,False,Panda Express
91,Mcpaiz,2020-01-18 04:58:48,1,"What a useless app! You would think the point of making a mobile order is to avoid lines and not waiting for your food but not with this app! 

I always pick up my food 5 minutes after the time the app tells me my order will be ready to give them time but that’s not enough! Most days I wait 20-45 mins. I see the line they have and is gone. Another one forms and is gone, everybody gets helped before the mobile orders! 

Why have mobile orders if the people who get in line get their food faster?? Completely useless! My honest advice, avoid this app or get in line. It’s a lot faster!!",Useless!,False,Panda Express
92,will not take name,2019-02-11 03:27:13,4,We put in our order on line and when we arrived they were out of chow main really and then had to wait for they order behind everyone else only to find out they had to cook string beans and we had to wait again   It is now 30 minutes after they said it would be ready and we are still waiting. Last time at the panda. No wonder the place is empty,Out off food for the night at 7:45,False,Panda Express
93,Dan Catlin,2020-05-17 22:25:03,2,Tried to place an order for next available but that was actually too quick Sinai tried to add five minutes and it kept making me change the time but wouldn’t accept any time I put in - just gave an error to reselect the time. Finally killed the app and started over and again chose next available and it said the time I had wanted so I placed the order then it gave me a confirmation for 25 minutes later than it said at checkout. Not fun.,Bugs are frustrating,False,Panda Express
94,RudeColdLiars,2019-12-21 18:48:53,1,"West County Panda- cold food. Except on weekends during peak hours. I work at the mall so my food is mostly cold ALL the time. Also placed order for honey sesame chicken and they told me the promotion was out when two other locations I've called and spoken to managers have said they still have it for about 2-3 more weeks then it will be out. So instead of making some freshly new they told me a lie. Also I placed order on app and WAITED 10MIN! On my 15MIN BREAK!!! This is upsetting & poor customer service. That day I had no food for my ""lunch"" -I didn't work the required hours to get a 30min break. So I only got a 15 that day. And thanks to Panda At West County no Food.",West county Panda,False,Panda Express
95,skys15,2019-06-27 02:45:43,3,"It is so strange to me that many apps don’t use Apple Pay. My frustration is that I have to put my credit card information into each individual app, plus you would think the apps wouldn’t want to have to deal with that security information and just let that be dealt with in Apple Pay. Overall the app is nice, but I wish there was a rewards program built in and that you could see past purchases (which may be an option I haven’t checked).",No Apple Pay?,False,Panda Express
96,Nicksr1983,2019-03-20 22:44:03,1,"When you order online or on an app and you walk in and everyone in line is served and then people that walk in after you are served and gone before someone asks if you have been helped, makes this concept completely pointless. If I’m standing in the line for online pick up and you ignore me or wonder what I’m doing then this process needs to be re-evaluated. I thought the first time I tried the app order and this happened, it was just a one time mistake. But then it happed again. They didn’t even start making my food or look at the order until I said something.",Horrible,False,Panda Express
97,dreamynizing,2020-11-18 04:04:54,1,It’s a great way to see what options to buy. But don’t order from the app just go to the store. You order the app and they give you a 20-30 min time when it is done. I get there early and they cannot find my order. I show them the order on the phone and they said I had to wait 5 min before the promise time to pick up. There is no one in the store or the drive through. Just me. I park in a stall and there are 5 people inside just standing around. Next time I’ll just come to the store and won’t bother with the app.,Don’t order with the app!,False,Panda Express
98,El Dorado Jim,2020-05-19 19:00:55,1,"Panda Express restaurants are pretty famous for not being ready for lunch (e.g. you show up at 1130 and half the food isn’t ready), for being under staffed and other basic failures. So it was no surprise for me that the app is also not customer friendly.  Can’t use Apple Pay so you have to enter your card payment info AGAIN.  You have to enter your address to use a credit card (even though you do not in person).  And many other little things that make ordering unnecessarily inefficient.  It’s disappointing but not surprising.",Basics missing.,False,Panda Express
99,a95jm,2019-12-27 03:09:42,3,Panda’s food is always delicious and I’ve only had one bad experience with online ordering: the order timing was not accurate in that circumstance. I arrived to the restaurant on time (the time specified that the order would be ready) to pick up my order but it had not even been started as the chow mein was not ready. Employees were taking from the new chow mein when it did arrive and the order was still not filled. Quite a long time after I was kept waiting to pick up.,Timing,False,Panda Express
100,NotDirtyDan,2019-07-09 19:01:47,5,"I installed the app because there was a T-Mobile promotion and I wanted to get some food. Once I opened the app, it wouldn't let me ""continue as a guest"" nor ""sign up"". Fam I just want some food.

UPDATE: Turns out the reason the app wouldn't work was because a lot of people were signing up at the same time as I was. App works great and looks fantastic. I was too quick to judge. My b",Doesn't work - UPDATE,False,Panda Express
101,Mel's ipod,2019-02-13 17:33:59,1,"On 3 occasions I’ve used the app to place my order at the Normal, il restaurant. Not once has it been ready upon arrival. Today...I placed the order at 10:50 asking that it be ready by 11:15. I arrived at 11:30 to find a partial amount of my order sitting off to the side. I was told it would be a little longer as they were waiting for more Beijing Beef. I’d understand more if the restaurant was packed and the line out the door. However, you open at 10:30, order placed at 10:50, no line and only a handful of customers. Very poor service for something that is supposed to be a time saver. 🤷🏻‍♀️",Food never ready on time,False,Panda Express
102,Cohn41,2018-09-05 00:45:41,3,This would be such an amazing app if I could just order drinks. I go to Panda at least once a week and a huge reason for that is your China Mist Iced Tea. This app is so convenient when ordering my food items but for some reason I can’t order drinks on it? I go to the drinks and all I get is a blank white screen with that little tool bar asking if I have any food allergies? I don’t know if this is because I have an iPhone but as soon as that is fixed I will be very pleased with the app.,Cannot order drinks?,False,Panda Express
103,susan is beey dissappointes,2020-04-15 21:56:59,3,"I was trying to place an order and it would not go thru I called the store she was like it because we have to many orders try later  really later I’m here now  
After 1/2 hr I finally got it to work after I had to delete the order and start over  it was because they must have been out of the one item why didn’t it just tell me that 
They should get fixed  very aggravating 
Thank you
Susan",Placing a order,False,Panda Express
104,ScooterD73,2019-12-29 02:37:58,4,"Always great at this location! Great staff really pleasant and always friendly. I’d have given 5+ stars but the portion sizes are shrinking. Other than that, I’ve been to the rest and this ones the best! Hands down in cos this is the best Panda Express in the inland empire! Do yourself a favor a eat here! You won’t regret it and if you don’t like it I’ll donate to the charity they ask about here! 
Cheers",If you love this type of food and Panda Express.. get here! To this location!,False,Panda Express
105,steven-collins,2020-02-03 22:50:29,5,This location is great. Recently I was in the area and I had online ordered a pickup at this store and the estimated wait time was unexpected. Due to this occurrence I went in the store and asked the manger and the register worker if we could resolve this issue. They pleasantly greeted my request and completed it with perfection and a smile. I hope to see these workers and this store again.,Awesome Group of People,False,Panda Express
106,SF Paul,2021-05-05 22:58:03,2,The app is fine the service just cannot deliver a equal to or better than experience than showing up randomly to order whatever might be available. Ordering by the app takes longer than going in and getting the order assuming what you want is available. It seems to be a constant problem that they don’t have enough food no matter what time of day it is and people waiting and waiting. I’m not waiting anymore.,Deleting the app,False,Panda Express
107,CasualCommenter,2020-05-26 02:19:01,1,The app asked if I wanted the soonest available pickup time of 7:05 p.m. I said yes then placed an order for one plate. I entered in my credit card info and finished. It said my order would be ready at 7:30 p.m. I didn’t want to wait so I go to Panda Express and ask for my order. They don’t have my order because they don’t print it out until close to pickup time. I can’t cancel my order because there is no manager on duty. They refuse to make the order until it prints out. My only option is to wait outside in record heat. Unbelievable!,Promised Time Bait & Switch,False,Panda Express
108,Lariosbm,2020-05-09 23:56:58,4,"At the end of check out after putting all your card info you have to click the payment button again to get a new pick up time. Because then it will say something went wrong, the app should just give you a new time after you make a payment, I thought I put in the wrong card information...",Good App,False,Panda Express
109,Jasmin0723,2020-03-26 23:08:27,1,"It’s takes a while for the actual app to load, after it too 10 minutes to put in what I wanted, then I wanted to add more and the menu didn’t load. Then I had to put contact info and kept saying that it couldn’t prices it or something and I had to keep trying to put in the same info. And at check out it came up a couple of times that payment couldn’t be processed, and until now after putting in my order I can’t even track it because the tracker takes forever to load.",Very slow app,False,Panda Express
110,mihoj74,2020-01-06 02:14:42,1,"I had placed an order for 5 bowls. When I got there at the time it said it would be ready, they hadn’t started the order yet. The lady said they lost the receipt and didn’t know what was ordered yet she was able to simply print it out. Then a man hands me the orders and said everything is there correctly. I get home and that isn’t the case. 1 was supposed to be 1/2 white and 1/2 brown rice and the other one was supposed to be white rice. Both came with fried rice and they don’t like fried rice. I also asked that this time they don’t forget the fortune cookies and chop sticks, guess what..they did.",Online order incorrect and late,False,Panda Express
111,Mehlody,2021-09-22 23:29:22,1,It’s pointless to order from this app unless you have them take it directly from your credit card. It wont allow you to use gift cards from it unless they are $20 plus. You can’t order anything under $10 for delivery and it won’t add gift cards together either. I have $8.80 on one and $10 on another and can’t use either. Cashiers can’t use the app either with your gift cards on them because it won’t display the full number. Guess we won’t be eating at Panda Express any time soon.,App needs fixing,False,Panda Express
112,LA App User,2021-02-07 01:08:19,1,The app does not work. When you start to plan your menu it will not continue past the first step. Even the website is no good as soon as you can get your food as far less time than driving across town and standing in line that’s negating any benefit of ordering online or through the app. I must agree with other critics that their pricing model is unfair. They make the website and app difficult to use and walk and you pay more the app and website you have to wait. This is ridiculous,"Bad app, bad service",False,Panda Express
113,Dot41,2021-09-14 00:13:59,2,"Love to order Panda Express and then pick it up. I used to have no problems doing this with this app, but the latest update has messed up. No more family packs on the order screen, so I try to order a la carte. No matter which menu item I click on, it won’t get ordered without a size, but there is no where that I can select a size! Why did you update an app that worked just fine to one that doesn’t work?",Latest update ruined a good app,False,Panda Express
114,Samson's Mum,2020-05-31 00:45:08,2,"To start, the food was cold and it didn’t take long to get here. I paid $1.25 “EXTRA” for shrimp in a plate only to get a tiny box containing some veggies, eight dried red peppers, and four shrimp. That’s NOT EXTRA, that’s a quarter per shrimp, then some.  It wasn’t even a whole part of the dish, plus, it had fallen over in the bag and gotten grease all over everything else in there.  I’m so disappointed in that. I’m used to spicy, but that’s too much. Frankly, I really miss the Eggplant Tofu, that is a delicious dish.","Panda, You Can, And Have, Done Better",False,Panda Express
115,Jeff_the_nerd23,2021-10-28 17:25:34,1,"My order got cancelled TWICE! A driver called me and refused to even speak on the phone. I said, “Hello” multiple times and never got a response, just call drops and I was called by this stranger twice! 
I called the store for a refund and stated the app is not giving me the option for one and they said they couldn’t help me. I’m still waiting to be contacted by the app and nothing! This has been a constant thing with Panda Express now. Might as well not even do delivery if there’s ALWAYS going to be a problem! It’s extremely ASININE!","Order Cancelled, No refund!",False,Panda Express
