,title,review,rating,userName,date,isEdited,developerResponse,Company_name
38,"Credit card charged, but no order processed","I created a mobile order with the app, entered my credit card information and placed the order. When I got to the drive through window to pick up my order, I was told that they have no record off my order. I showed the manager the pending Wendy’s charge on my cre”dit card activity on my phone. She just shrugged and repeated that they had no order, so I left without the food that i had ordered and paid for. My order history on the app also does not show the order at all, so I’m 100% sure I did not inadvertently place the order at another store. However, but my card was charged. I don’t have the time to  spend talking with Wendy’s Customer Service to try and get a $6.50 refund, so in future I’ll just avoid both Wendy’s and their app. I would definitely recommend steering well clear of Wendy’s app which has not been fully tested and is not ready for prime time.",1,Dirk de Vos,2021-03-30 15:51:41,False,,Wendys
39,Can’t order lettuce wrap anymore,"They removed “add lettuce as a bun” option, now with update they changed it to just “lettuce”. Been using app for a long time to order lettuce wrap to replace bread bun, they removed that option and only let you add a slice of lettuce… ummm I want the lettuce on both sides of the sandwich not just the bottom part. Who changed this and why? Even in the store now the employees look confused and don’t know how to put a piece of lettuce on both sides of the burger, now they only put a slice of lettuce on the bottom of the burger, what good is that? When you put the option to “ADD lettuce as a bun” again then I will change my review and when you also train staff around the world how to add 2 pieces of lettuce again instead of one piece I’ll give a better review, staff somehow forgot what add lettuce as a bun means, I guess we can blame the pandemic for making everybody forget simple easy things, it’s really rough out there guys!",1,Keithy21,2021-12-19 22:37:26,False,,Wendys
40,The best fast food app,"With all the other fast food apps they have so many broken aspects. Not to name names, but others won’t let you add payment, won’t select a restaurant if you aren’t close enough, menu glitches, etc. Wendy’s has constructed a fully functional easy to use food app with great offers and reward systems. You can order food way ahead of time. If you don’t show up you get refunded on your digital account. I only use the app since I collect points every time and if you save long enough you can get top menu items. They give you a bunch of offers for free saving $10 in several trips. Really great. Had to say something nice about it.",5,374?/!' fed axaa ah,2021-03-06 14:14:47,False,,Wendys
41,Buggy & some options unavailable or hard to find,"App looks nice and generally functions well. There is currently a bug I am experiencing where it does not show me what I have in my bag/cart, only the total. I recently tried to place an order and it only showed me my total, which was much higher than it should have been. I suspect this is because it had saved the previous order I had in progress, but I couldn't delete my previous items, again, because it didn't show me the items I had in my bag. Force closing and reopening the app did not fix it.

Additionally, it is not intuitive with regard to how to find customization options (e.g. no tomato on this burger), and customization isn't even available for drinks (e.g. no ice). There's also no notes section as a workaround.

For these reasons there is no reason for me to continue using the app.",2,Jaleiely,2020-06-10 19:13:16,False,,Wendys
42,Wendy’s Gimmick 💀,"First, lets talk about the fact that every time you open the app, you are immediately stricken with a terms & policy agreement.  You cannot proceed further if you do not agree.  Never agree to something where you do not know the terms; that’s stupid.  Second, the app is slow and wastes time.  It’s dumbed down with an animation of a Frostee, that gets annoying after a while because he’ll interfere with your order until you at least hit the close ‘X’ button twice.  Finally, and this is probably my biggest gripe..the orders DO NOT even register half the time!  This can easily lead to a confrontation at the drive-thru window, where people are getting angry for no reason at all.  Utterly preposterous the way I’ve seen some local Wendy chains being run.  Other places are worse however, but this is the real gimmick behind the reward system.  Gotta keep pushin’ out the trash. Enjoy the ‘food’. ☠️",1,romanumeralz,2022-01-05 15:32:14,False,,Wendys
43,Lots of free food!! App isn’t user friendly,"Took a few try’s to get the hang of it. For example if you want a Diet Coke you have to hit the coke freestyle button to find it, otherwise it just looks like you can only order lemonade. I had no idea what freestyle was-it’s a bunch more options!  Please add an option for ice preferences on drinks. I prefer no ice. Thanks!

One more issue-it took me quite a while to figure out how to use the rewards. I thought that just by adding the rewards I would get the item. Instead you must also add the item. I lost quite a few rewards this way because it deducted the reward even without adding the item. :(

Love that I can choose curbside! Even if you don’t order through the app you can open it when paying & have the barcode scanned for points.",3,Mommysarah,2021-07-16 18:57:54,False,,Wendys
44,Horrible,Sometimes this works sometimes it doesn’t. It depends on the restaurant and the day. It’s ridiculously touchy as it used to work great with loading funds and letting me pre order now it stopped and it won’t let me use rewards even with over 900 points. The restaurants don’t have any ability to help and when you call app support they don’t know what to do either. They ask you your account info and reset it for you then say make sure you have the most up to date version. I do and I have deleted and reinstalled the app many times and logged out and logged back in and changed the credit card on file and even with plenty of money available it won’t let me use the card. The only thing the app is good for it seeing the menu before getting to the restaurant. Otherwise don’t waste the space on your phone.,2,ddwells2681,2021-03-21 13:41:46,False,,Wendys
45,Yep that just happened to me,"App is good but it would be better with apple pay or the ability to use credit cards in mobile pay.

I didnt have my credit card as I step out with my son to drop off some xmas gifts before the snowstorm. With COVID Walmart, grocery store, target, etc all turned to phone pay anyways.

I went by wendys order my food, offer and keychain frosty. Got to the window said I didnt have my card but was using mobile and ask if it would work. Lady wasnt sure. It took my offer coupon (great), my remaining gift card balance (great) but did not take the remaining balance from the card (bad). Had to drive out without the food while my son asked about his frosty. Now I just need to see if my money goes back to the gift card in the next 24 hrs along with my unused offer.",3,Mandysb2342,2020-12-16 22:19:56,False,,Wendys
46,Weak,"I should’ve clicked the “no” button on the pop-up asking “are you loving the app?” Yeah, no. It’s slow, and freezes up frequently during the course of trying to place an order. When it opens, it says hello with my name, but then it asked me to sign up for an account. Obviously, I already have one or it wouldn’t be calling me by my first name. Nevertheless, I tried to sign in, only to find my password didn’t work and I hadn’t saved it anywhere. So I clicked on forgot my password and waited basically an eternity for no email to show up and give me an option to change my password. Not loving the app so far. I’ve wasted more time trying  place an order than it would’ve taken to get in my car and drive down there, place the order, wait in line and pick it up.",3,snoochie1,2021-05-10 18:44:49,False,,Wendys
47,Worst Food App out there,If I could give this app no stars I would. This app is terrible. Not only does it flat out not work but no matter what I’ve tried in order to get credit for my purchased doesn’t work either. Really disappointed because Wendy’s used to be my favorite but they need to update and figure out why their stores are going downhill. All of the Wendy's around me are full of slackers and people who don’t do a very good job at representing Wendy’s. Really stunned at the fact that the corporation is slacking and allowing their stores to become utter trash. Glad I have a Chick-fil-A in the area because I will no longer go to Wendy’s due to the poor service and no help whatsoever on the app by employees. I talked to the manager at the store today after many unlucky mobile order attempts and she had no idea. Really sad to say in the least. Hope change comes soon. Sad to have ruined my childhood favorite.,1,Katniss Mellark the FIRST,2020-12-30 03:19:17,False,,Wendys
48,Mrs Tiller,"I am a great customer of Wendy’s and they have permanently deleted me from the Wendy’s app.   I have contacted you everyday for over a week and was told a supervisor would contact me.   A new manager kept scanning my app.   I know I should have read the terms and conditions but as a training supervisor he should have known not to scan my app but once.  All I am asking is to reinstate my 2394 points and reactivated my account.   I eat at Wendy’s at least twice a day.   Please contact some of the managers at either Collinsville or the Ridgeway, Virginia Wendy’s.   They will all tell you we are one of there best customers.   So I’m hoping the next time I check my app that it is active.

Sincerely 
K. Tiller",5,1197player,2021-11-23 16:39:21,False,,Wendys
49,Couldn’t get a refund...,"So I was traveling and ordered through the app at one of their locations, but when I go inside the guy tells me that the order was “web failed”  and said he would not give me my food yet my card was charged for the food.  I had to pay again in the store because I had to get back on the road and he then tells me to call the app... so I call the number in the app only for them to tell me that the Wendy’s I just left will call me so I can get a refund, what???  When they do contact me days later, they can’t give me the refund to my card but can send me a check...

This app is useless and you risk the chance of not getting your food even if you are charged, only to have to go through the hassle of phone calls and checking mail, what a joke.  Instead of giving me my food and dealing with it themselves, he tells the customer to go through the hassle...",1,neil78b,2020-08-24 19:42:59,False,,Wendys
50,Horrible overall experience.,"I downloaded this app for a free chicken sandwich, and in the end it wasn’t worth it. The  mobile app’s UI, while aesthetically pleasing, is slow and unresponsive. (On my iPhone11.) It was difficult getting the app to recognize an offer. When I went to submit the order, I got several different errors. I had to restart my order several times to get it through. (My card information was correct the whole time.) When I arrived at the restaurant, the staff told me half of the items I ordered were not available. It took a good while for us to substitute items, frustrating the person behind us. (We got yelled at.) Somehow, the new order was still messed up. We got different items than expected, and my sandwich was somehow watery. Even when I went to lodge a complaint, that page was glitchy, and there isn’t any indication that the message got sent.",1,Kyle SR - Kashton1,2020-04-27 02:02:38,False,,Wendys
51,Excellent service,"I went 2 the Wendy’s on Poplar n Farmington n as ALWAYS, I received great fast n efficient customer service. My food was fresh made 2 order as I requested u can believe tht it was hot w/all the condiments n the service u get @ the drive thru n this was my first time trying 2 use my Wendy’s app n I couldn’t get it 2 wrk so the young lady called 4 the Mgr w/o me asking n I really really appreciated tht n tht the Mgr gave me my Senior Discount so tht was just a great experience so Thts why I’ve NEVER had a problem @ this restaurant. 💯= A++ SERVICE n I will continue 2 go 2 this location even though I’m closer 2 the one Thts in Cordova. Keep up the Excellent Job n very clean location outside whn u drive up.❗️😎",5,MsBonnie J.,2020-09-01 21:27:59,False,,Wendys
52,"App does not Match store menu, no customer service","Trigger warning - this review will be upsetting to anyone who likes getting what they pay for and doesn’t think they should have to spend hours of their life to get a refund when a company screws up. 

My experience illuminates a bunch of reasons not to use this app. I can only assume there are more. 

1. I ordered a pub burger but the store couldn’t make it. They charged me before the store told me they couldn’t make it. The store   could not reverse or refund the charge. 

2. There is no way in the app to dispute a charge or request a refund on a particular order. 

3. I called the number from the app and was on hold for over an hour and a half before I was finally told I would get a refund in 7-10 days.  

4. I had not gotten the refund 14 days later so I tried the online feedback/complaint form. Two more weeks later and I have never received acknowledgement of that, much less a refund, much less an apology. 

Look, mistakes happen. That’s why companies have and need legit customer service. I hate that this experience has turned me into a complainer over 8 bucks, but what is with this garbage customer service?  How much does this business model benefit from people getting annoyed and just letting them keep their money?",1,tredeux,2021-09-15 16:35:08,False,,Wendys
53,Easy ordering,"Absolutely enjoy the ease of ordering and having it ready when I arrive. Common sense in an uncommon time. The staff at the north Wendy’s in Bismarck ND have been absolutely kind and cheerful every time I go. Thank you for the kind hearted employees working hard to help make fast food still an option. In a time where graduate isn’t easy to come by, I definitely appreciate the employees at that location!! During this time Wendy’s employees deserve a thank you too Most people take it for granted. The staff deserves extra pay for sticking with it during the risk. I wish there was an option to tip on the app.  Keep up the great work! 

Thank you, 

Christina L. Harmon",5,BlueAngelEyes_,2020-04-09 03:47:35,False,,Wendys
54,One star is too many,Ordered through the App today. They had us pull forward. You would think they might notice us waiting. And waiting. And waiting. I finally went inside and absolutely could not get one person to acknowledge me. The second time I asked to speak to the manager he appeared. He said they “lost” our order. I was rightfully not happy at this point. After almost an hour the manager Kevin told us they were kind of busy today. I told him to give me my money back. He gave it to someone else to give to me. Not one kind word was spoken to me. Not one word of apology. The manager was trained poorly and the young lady working the front cash register was fairly new and needed assistance several times. I cannot recommend the Wendys on Broadway Extension in Edmond Oklahoma.,3,JEHx4,2020-08-06 18:15:57,False,,Wendys
55,extremely disappointed with this franchise i had lived with all my heart,"twas 6:00PM, it was dark, cold, and i was miserable. I sat on a bench with my skateboard, wanting something to eat more then anything, i check my bank account, it says “Current balance: $3.25” I then go on the gram and see that Wendy’s is giving out free frostys with their medium fry orders. So i reluctantly order medium fries and start skateboarding to Wendy’s, so excited to have some fries and a Frosty. It was now 6:30PM. I arrive and the doors are locked, theirs employees but none of them seem to notice my short figure through the window. The drive through is packed. So i stand on the mobile order area for 25 min. I begin to feel my body numb from the cold so i give up and have my walk of shame up to Chick-Fil-A. I sit there defeated and tell my self, Never……never again will i enjoy the beauty that was Wendy’s after this incident. I rest my case",1,jeuaoevnshshwis,2022-01-30 00:33:16,False,,Wendys
56,Works for me,"I haven’t updated it yet and probably will not for a while after reading other reviewers. I love using this app especially since my kids prefer Wendy’s over other fast food burgers near us. I have had problems with my mobile order not showing up as paid when picking up at a particular location but I still like using the app.

Update:
I had to update as I could not go  any further without it. So now all the offers are for mobile orders only. McDonalds did this and I stopped using them. However, McD has since changed this. I prefer to place my order through the pick up window since it’s easier to customize my order. I will have to stop using Wendy’s until this is changed.",4,CSCP1972,2020-03-18 20:13:52,False,,Wendys
57,App is extremely inconvenient,"This is not a review of the app’s function as I find that most features are actually very good. Reward system is great, and I have no complaints about that. The app itself however is very broken. It constantly crashes and every time I want to open it, I have to delete it and reinstall it just for it to open on my iPhone 12. Not sure if it’s an optimization problem or what, but it’s super inconvenient. The payment system for mobile orders is also broken. Submitting a payment usually results in an error and I’ll have to back out, re-enter what card I’m using and how much driver tip and cvv, and then it might error out again after that. Best to just use the scan at restaurant feature for the best results. Needs some bugs worked out to be perfect.",2,Tyler Hager,2021-05-24 11:06:42,False,,Wendys
58,Completely useless,"This was easily my worst experience with a delivery app in my life. While placing the order I kept getting errors but there was no explanation about what the errors were. I finally was able to place the order after three tries. 

Nearly an hour later and 25 minutes after my order was scheduled to arrive, I received a text that my order was cancelled. No attempt to contact me to change whatever issue there was. So I went into the app to reorder but the reward points and offer I used were still redeemed from my previous order. I went to the contact section to write a complaint and when I pressed submit, nothing happened. I hit submit again, nothing. No error message, just a page that sat there. So not only can I not order food on the app but I also can’t inquire about why I can’t order food on the app.",1,marsupial311,2021-02-15 06:30:57,False,,Wendys
59,“Order isn’t in our System”,"For the second time I’ve tried to order on the Wendy’s app. Everything goes thru and my card shows a pending payment. When I get to the drive-thru and wait the 30 mins, due to long lines, it takes to get to the speaker I’m told by the cashier that my order is not showing in their system but there’s a charge to my card. I’m not able to cancel it due to an error until I HAVE TO order without using any of my coupons or the deals on the app. Both times the cashier has been rude and snippy over it like it’s my fault the order isn’t showing up. I’ve worked in ff so I know how busy places get but if I’m to use an app that doesn’t connect my order but will still try to charge me should I be the angry one and not the employees? Deleted the app after the repeat performance. I’d give a 0 if I could.",1,SoupaScary,2021-12-13 19:19:34,False,,Wendys
60,BBQ Cheeseburger!,The pretzel buns are nasty! Please please please bring back the BBQ Cheeseburger! It’s the only burger that I never had to special order to be able to eat from Wendy’s! Always been a fan but not now that you’ve taken the best burger you ever made! BBQ Cheeseburger!!!!!!!!! Don’t care for any of your salads but I order the one that’s easiest to take off all the nasty fruit that you think needs to be on a salad! I order salads now because they will take things off burgers but won’t serve me a cheeseburger w/just BBQ sauce & pickles! The onion strings were excellent addition to the BBQ cheeseburger. I can’t get them anymore either! Your salads aren’t that great either.,5,wendyssucks,2020-11-10 19:57:16,False,,Wendys
61,Does not refund money,"The app was at first convenient and easy to use. However I do not understand why there is a cancel order button if they will not reverse the charge of an order not picked up. I went to a Wendy’s restaurant to pick up my mobile order through drive thru. They proceeded to tell me that they were out of fries. I did not want the alternatives offered and asked if they could remove it. I was informed that they had no control over the mobile order! So I saw the cancel option and decided to cancel the order all together. To this day, almost 30 days ago. I have not received a refund from my cancelled order that I did not pick up. As well as I’ve tried to contact support from this app multiple times and no one bothers to respond or anything! The chat doesn’t even queue you to a rep.  So I will NOT use this Wendy’s app anymore.",1,Tiacay,2021-04-19 02:34:18,False,,Wendys
62,Crispy Fries for; FREE…YES PLEASE..,What can you say.  Love how user friendly the app is. You can easily order how and what you want quickly. You can pick it up inside or around the pick up window.  You can scan the app from the window during pick up to accrue points from purchases you mak. Doesn’t take a long time to get a “treat” from Wendy’s. Loveto get the surprise texts that offer discounts or little treats. You get offers from Wendy’s with this app that you will not get if you don’t have it. Who doesn’t want a treat especially when it could be a free one? So; what are you waiting for?,5,I want that mom,2022-01-04 22:59:17,False,,Wendys
63,Employees not trained and charge you twice,"The app is good but Wendy’s has not adequately trained their staff. I ordered and paid through the app but when I picked up my food the asked for payment again.
I explained I had paid through the app and they did not understand—I was told the app didn’t actually charge for orders and you still had to pay.
So today I’m disputing the expected double charge on my credit card.
Wendy’s also doesn’t have a mobile order parking spot option so you end up having to get in the same long lines to either go through the drive through or coming inside anyway; kind of defeats the purpose of mobile ordering. 🤷🏻‍♀️",4,JenniferLaurenS484,2020-11-01 17:15:07,False,,Wendys
64,Good but could be great!,"Where are the ‘offers’ in the new update? Did you guys remove coupons from the updated app?? I can’t find them. 

I like the Wendy’s app, but some basic improvements could make it even better. 

One, let people save more than one credit card in their payments without making them type the whole number out, to streamline the mobile ordering process. Currently, you’re only able to save one card. 

Second, let there be a way to distinguish between personal and door dash orders. The way it is now, every mobile order that comes through on the app looks like a door dash order to staff, and stickers are placed on bags and drinks to deter tampering. Super annoying if it’s your own food on a personal order. 

And third, I think just a little place at the bottom of the order for ‘notes’ I think would be very helpful. Here customers could make requests for things that aren’t a menu item on the app, like extra napkins or light ice in their drinks. 

Just a couple suggestions :D",4,sirfartzalot711,2021-11-26 16:00:33,False,,Wendys
65,Don’t Bother.  There is probably a McDonald’s nearby.  Their app works fine.,"Don’t bother. There is probably a McDonalds
‘S nearby.  Their app works fine.  

App won’t accept my password. Tried to recover a few times over a weeks time, but never got the e-mail to reset.  Tried calling a few times but gave up after long holds.  Tried the text route to reset.  Two days later got a return text saying previous text is now closed.  No explanation or follow up.  I have more time to stay on hold today.  Been waiting 27 minutes now.  They just told me 9 people are ahead of me. Not looking too promising.  If I can’t preorder & pay for  fast food using an app, I skip that restaurant.  So that means I eat at McDonald's, Burger King, Sonic, Taco Bell, White Castle, and Chik-Fil-A instead of Wendy’s when the fast food urge strikes.  Dave Thomas must be rolling over in his grave.",1,Suffolk Marc,2020-10-15 18:17:40,False,,Wendys
66,App won’t  let you place an order with the latest update,"Downloaded the update and now the app is completely broken when it comes to checking out.

My experience- Live chat wasn’t working so this problem was never solved. The new app update will not let me check out. It says “your order is already being processed”. Additionally, the total like was $15 off (not that I could complete my order). So instead of being able to use my offers and rewards points we needed up having to pay full price and have an absolutely miserable experience with the app. This has NOTHING to do with the location (they are great!) and everything to do with this misleading and broken app.

Also the feedback option on this app doesn’t work either! Recommend avoiding this app until they fix it.",1,JonShirley,2021-06-04 00:45:24,False,,Wendys
67,Breakfast.,"I put in a breakfast order this morning. The app said “place order before 10:22 for breakfast items” so I think to myself ‘ok, I’ll place it and head over!’ I end up placing the order at 10:19 and after placing it, only then does it say “pick up your order by 10:22”. First of all, why 10:22? When I look it up it says 10:30 is when breakfast ends...So I rush up to Wendy’s (I live about 5min away) drive up to the speaker and say I’m picking up my mobile order but apparently the app auto cancels it after 10:22 even though it said I paid and wouldn’t let me manually cancel before leaving the house...Needless to say I’ve given up on Wendy’s breakfast. As we normally only do something like this on our days off and sleep a little later than normal..",2,Brimox,2020-08-16 14:38:22,False,,Wendys
68,Horrible,"App wouldn’t allow special offer. Had to delete it after trying twice. Third try paying for the sandwich (instead of getting it free), Visa declines with a fraud alert. Got that squared away and finally paid. By this time we were in the store. Order isn’t showing up. After awhile I asked, “What if it never shows up? I’ve got my receipt here, we paid, I assume you’ll give me our food?” The answer shocked me: “Nope. There’s nothing we can do if it doesn’t show up.” It went back and forth with some claim how being in the store when you click pay is a problem; But I have seven kids here hungry and I paid; But that’s the app—it’s outsourced, nothing Wendy’s can do; But I’m a customer (who paid), and they’re all Wendy’s to me...
They stuck to their guns. And lost a customer for the future as often as I can help it.",1,Ohdannybay ,2020-07-04 01:01:41,False,,Wendys
69,Please update your app,"Update needed for mobile orders! ASAP! I went to go pick up my order and the app says all we need is you at the drive thru! When I get there, I was told I was to come inside because all mobile orders have to be picked up inside. Those workers are confused! I personally ordered thru the app & I do NOT work for any delivery companies. My order was even sealed with the delivery stickers. Well that’s not the problem, the problem is they insisted I come into the store to get my mobile order while all the cars that went straight to order from the drive-thru, well... was able to pick up at the drive-thru window. Does that even make any sense? Can you please have something that distinguish a personal mobile order from Uber, DoorDash, etc.",2,DD addicted2,2020-11-28 20:37:41,False,,Wendys
70,App always selects multiple salad dressing when changing the default,"For the most part, the app works great, but I’ve found one area that always doesn’t. If I change the default salad dressing for any salad, the cart will show that I selected “no” for the default, then it shows that I added a different one….until it finishes updating the pickup method and payment option. Then, for some reason, it removes the “no” from the default dressing. Therefore, the location always thinks I want two different types of dressing - the default that I can’t get rid of and the one I actually want. Fix this and I’d call it a 5-star app. Thanks!",4,Kane,2021-09-28 17:11:23,False,,Wendys
71,"Can’t order, only crashes, limited phone support = USELESS APP","For the second time this year I gave this app another chance. Again, I lost 30 minutes of my life!

Buttons like “Proceed with order” become unresponsive for no reason. Then the whole app crashes and/or your selected items disappear. All without explanation. And phone support is only open until 8 pm EST. I live in Hawaii, so that means that if I go for dinner after 2 pm, nobody will answer. 

So I go directly to the store and let the cashier know I’m having trouble with the app. Of course, she can’t fix it, and it seems as if she’s heard those complaints before. So I order directly at the counter. It’s irritating that I can’t get the lovely “REWARDS” offered on the app. But more irritating that I lost 30 minutes of my life—for the second time this year.",1,MillionMonkeys,2021-08-28 02:15:27,False,,Wendys
72,Too many technical glitches,"Couldn’t even get through the registration process without receiving multiple error messages. First a message repeatedly saying e-mail address/password were having a problem, even though they appeared to go through the first time. Then, after hitting Forgot My Password – nothing happened. No follow-up. To add insult to injury, upon trying to enter my birthday, it repeatedly said “please enter a valid response” yet even though I had to put in a date as normal. This prevented with the registration process from completing. Worst, when it directed me to a customer service phone number to call, I did so – only to have a recorded message say “we’re sorry but we’re closed” despite being within the normal calling hours. NOT a good sign, all around! I promptly deleted the app.",1,Eric in Cleveland,2021-05-29 00:09:44,False,,Wendys
73,"Good App, But It Doesn’t Work","I downloaded this app yesterday and I thought it was really cool. There were a ton of coupons to use and all of the current offers were listed out. It is a very helpful app. Well after I used it I got rid of it so I could download another app faster. This morning I thought about getting Wendy’s again and decided to download the app again. Well now every time I try to sign in so I can look at the deals, the app crashes. I have space on my phone. The only reason I got rid of it before was to make another app download faster but I have space on my phone. That being said, I don’t think my phone was the problem. The app just crashes.",3,Hgherurugffh,2021-11-10 09:44:32,False,,Wendys
74,Notifications are out of control,"Why are you sending me notifications about the app being out of date when I am fully up to date and tapping the notification just dumps me in the Wendy’s app with nothing related to the notification? …nothing about the update, nothing about the current version being out of date… nothing. It’s like you just wanted to disrupt your user base to inflate your daily active user count. Not cool.

Like most people I have automatic updates turned on but even if I didn’t then it’s because I wanted to manage that myself (usually to see the change log with each new version). The only appropriate way to notify me is when I launch the no-longer-supported version of the app or just let me check for App Store updates when I feel like it.",1,CZroe,2021-10-01 14:49:08,False,,Wendys
75,Garbage app from A to Z,"Your UX team did a fantastic job with designing the experience. Your development team did an absolutely awful job implementing that experience. I suspect that Wendy’s didn’t offer enough $$$ in the contract to the programmers because it’s difficult to find a feature that actually works in this app. Payment never works, editing items never works (pickles show up as the bun, remove it in this glitched state and you get crash or unexpected behavior), mobile orders sometimes take 20+ minutes to place due to not functioning correctly. Your executives should download the app and give it a try themselves. Then you should hire me because I could write this app from scratch, multi platform,  using Ruby or Rust or something. Better be ready to pay me though because I’m not cheap",1,SOLOMON GRUNDY BORN ON MONDAY,2021-05-05 21:39:46,False,,Wendys
76,Great deals on one of the least reliable apps on the store,"You can save a lot of money with this app, there are even days and you can get free stuff from it. But unfortunately when you use the app it’s super glitchy, the coupons don’t get applied, the coupons have to be applied in the right order, and then when you finally are ready to order you can’t submit your order because it has a glitch. If it worked every day it would be one of the best apps in the App Store but since it only works one in every four times that you try to use it, it’s a complete waste of time. Every morning when you want to use it and you think you’re going to get some bomb food at a bomb price, you you end up getting frustrated and paying full price and wasting your time.",1,DanielLoudly,2021-03-01 13:20:29,False,,Wendys
77,The app is cr*p,"I downloaded it and had the app for a while, and was able to make a few fine orders through the app but then suddenly ever since September whenever I’d do an online order to try an use a coupon that’s only for mobile purchases, the order would keep saying there was an error and again when I’d try it, an error. My WiFi was fine, my service was fine, my phone was fine, my information for my card payment was fine and checked multiple times but the app would say error BUT STILL CHARGE MY BANK ACCOUNT then the people in the drive thru or inside at the register, would say they don’t see my order and wouldn’t give me my food. I deleted the app, and had to go through a bank dispute for my money that they took out multiple times but would keep saying “error.” The app is dysfunctional.",1,Justine Christie,2019-10-08 00:47:28,False,,Wendys
78,No way to refund orders if they’re out of something,"In addition to the privacy concerns discussed elsewhere, a major limitation of this app is that you can’t get refunded for items they can’t fill. Their soda machine was down, and we had to go through the app itself afterwards to get “refunded.” Scare quotes because they add a coupon to our account for $3 that didn’t refund the whole amount of 2 large drinks and doesn’t stack with other (better) coupons that are freely available. We could go through a second time to ONLY get sodas and essentially pay $1.50 for sodas that we’d paid for weeks ago, but that’s a whole lot of waiting for something that should have been made right immediately with a the very least a full refund to our credit card.",1,King Zog,2021-12-21 17:28:47,False,,Wendys
79,"Works ok for ordering food, good luck if you need to cancel or refund an order.","App is a bit clunky for ordering but usable. Real issue is if you have to cancel your order, or the location is out of what you order, you have no option to cancel or refund. And it can take WEEKS trying to get a response while they keep your money, and then however long the actual refund takes. Location can’t refund due to using the app, app has no option, and customer service is lackluster not answering emails/texts/phones. Have to be loud on Twitter to even get a nominal review of the situation. 

Terrible, terrible, design to not have refund or cancel option. Don’t spent anymore through the app than you are willing to completely lose for an indiscriminate amount of time.",1,Obskera,2021-04-24 02:01:36,False,,Wendys
80,Convenient,I’ve been using this app for a few months now. I have really enjoyed the convenience. I can go through the entire menu and not be concerned about holding up the line in drive-thru or at the register. I don’t have to store a credit card which allows me to make a purchase with whichever card I want to use. And I get offers every day. It’s so easy. And I can choose whether I want to pick up my order or have it delivered. No worries over the accuracy of my order. It’s right there for the store to see and fulfill.,5,All icksRTaken,2020-07-22 20:51:51,False,,Wendys
81,App Stopped Working Late February 2022,"App worked okay for a long time (“okay” = sometimes it wouldn’t let me get to the order screen, but I found a way around it by clicking and holding on the app icon and selecting “Order”). However, when I tried to use it on February 23, 2022 it had logged me out and would not let me log in again. Error message is “Error: An account could not be created. Please contact Customer Care. Contact information can be found on our website or in the Help & Feedback section of our app.” This is when I’m trying to *log in*, not create a new account. I tried again today (March 7) and I’m still getting the same error. I’ve tried

- Creating a new account. Got the error “‘login’ is not formatted correctly.”
- Uninstalling and reinstalling the app (didn’t fix it).
- Tried creating an account again, but same error.
- Tried using the “Live Chat” feature in the app. It said I was #1 and an agent would be with me shortly, but after 5 minutes no agent joined.

If Wendy’s reads reviews, do you have any idea how to fix this?",2,3n8,2022-03-08 00:51:23,False,,Wendys
82,Good - drink options need customizing by store,"This app is good enough - it does the job... descriptions are not the best (for example what comes in a “biggy bag” - one has to go ask google cuz the app doesn’t tell you)... 

Biggest problem is with the drink selections - my store has mellow yellow and does not offer orange soda. The app offers an orange soda option but does not display the mellow yellow option - so to get what we want we order the drink that doesn’t exist so they can’t pre-make it... and have to ask for what we want outside of the app. 

The first try I wanted orange soda and they gave a mix of mellow yellow and fruit punch - to match color🤣😂🤣creative but not what was allowed to be ordered in the app! 😂",3,katelynnmn,2020-09-22 15:08:49,False,,Wendys
83,"Good, but...","I think that Wendy’s has a wonderful selection of food. The quality is unlike any other fast food place I have eaten at. The only problem I have with Wendy’s is the expense. The cost is a little much, but I do enjoy the food very much. Edit: After consulting with a few friends, we have come to the conclusion that Wendy’s is very well priced. Thank you so much Wendy’s. Your food is delicious and fills me with contentment. I wanted to make this as a joke, but I really can’t clown on Wendy’s. I hope everyone has a great experience at Wendy’s as well. Have a good day.",5,byebyeguy123,2021-05-12 21:20:13,False,,Wendys
84,Needs vegetarian option,"So, Wendys is a GREAT fast food place. My favorite even. But I can’t drive yet so I have to have my parents take me. And my mom is vegetarian and my dad doesn’t like Wendys. But if there were vegetarian options like a veggie burger or veggie nuggets or something, I would come here more. And maybe like a small salad with your food or you can buy just a medium salad. Then we could come there more because my mom and dad would be happy with the food choices. I am not complaining, but that is my suggestion.",5,Maddy1610,2021-06-25 23:18:10,False,,Wendys
85,Impressed upgrade but yet to test,"I gave this app a star a while ago. I was scrolling for choices before I decide on which.  I am impressed to see the calorie and prices adjusted as I customize the burger.  A major improvement here.  So I gave this a three star.   Before I give it an additional star, I will check to see how easy and intuitive the reward part of the app.  Lastly the digital Frosty key chain was so disappointed.  I should have bought for physical key chain so I can get Frosty and one of the deal offer.  I cant do that with digital version.  If they improve the reward program and fixed digital key chain, I would give this app a 5 stars.",3,jekdjdiwid,2021-03-02 16:54:42,False,,Wendys
