,title,review,rating,userName,date,isEdited,Company_name
79,App Is Useless,"I love their ice cream, and occasionally use coupon offers, but this app is horrible.  Every time I open it, it asks for the email and password to login - what’s the point of having an app?  Also, when I click on “contact us” it just goes back to the main screen, so obviously they don’t want feedback or questions.",1,Game addict 67,2019-07-15 16:55:13,False,Baskin Robbins
80,All good,My one request would be a way to rate flavors so i can track my favorites through that app.,5,Davidthygod,2019-11-11 01:42:17,False,Baskin Robbins
81,Needs help,"This app is not user friendly in the least. It crashes often, you have to sign into it every single time, it doesn’t even give an option to save your user name. I love having a new Baskin Robbins in my neighborhood but this app leaves a lot to be desired.",2,GlendaSBall,2019-07-21 23:28:35,False,Baskin Robbins
82,It gets the job done,It’s an app that’s straight and to the point. from paying with gift cards and coupons to finding locations.  Just would love to see the option to merge gift cards amounts to one.,3,Gatortech94,2018-05-20 17:54:21,False,Baskin Robbins
83,Ability to merge gift card balances,"Would be nice if you can add an option to merge the gift card balance, similar to feature available in Dunkin' Donuts mobile app. It's a sweet feature to manage the balance in one card than to have multiple cards...",2,avpmahesh,2018-07-10 20:30:46,False,Baskin Robbins
84,Needs basic updated features!,Give the option of merging card balances! I have 6 different gift cards now and should not have to scan multiple cards just for 1 purchase! Makes me not wanna ask for gift cards from you guys as gifts!,2,Juiicy™,2018-06-20 01:18:21,False,Baskin Robbins
85,Missing Apple Wallet support,"Can’t add BR cards to Apple Wallet and that’s a shame. Another app that has to be opened (with it’s multiple steps and loading times) to use it’s payment card. Add Apple Wallet support with geolocation to offer it in the lock screen, please, and then I will consider going more often to a BR.",2,willyps,2018-04-17 14:54:06,False,Baskin Robbins
86,Need to combine gift cards,"Baskin-Robbins, we really need a feature that allows us to combine all our gift cards like Dunkin’ Donuts or Starbucks app. Also why do I have to keep logging in when I open app after some days",3,SAMs99,2019-06-24 17:34:02,False,Baskin Robbins
87,Payment issues,What the hell is the point to offer an App if you cannot even use it. Most stores don’t have WiFi and the few stores that my internet works at doesn’t take the gift cards through the app. Either update the app or train your employees how to take payment through the app.,1,Purple People Eatter,2019-10-20 02:25:00,False,Baskin Robbins
88,Please Merge,"I hope that on the next upgrade they install a merge balance option, it’d come in handy... ohhh and also if their barcodes could be compatible with their in-store scanners... other than that it’s okay to use",3,Cano9109,2018-10-24 03:03:41,False,Baskin Robbins
89,Birthdate automated error,"There was an error on my birthday. I tried to correct it, but it keeps on changing to the day before that date automatically.",3,Wei4Green,2020-04-21 03:45:20,False,Baskin Robbins
90,No coupons anymore,"Use to be able to get a lil bit off with the deals section having coupons but that is no longer the case only advertisements for new flavors or stuff all without discounts 
I’m deleting this app!",1,timtfarren,2020-08-21 22:13:39,False,Baskin Robbins
91,Gift card balance merge option,"Hello, I didn’t see any option to merge the balance from one gift card to another gift card. Why can you add that option. Your other brand, Dunkin’ app allow us to merge balance from one card to another.",2,nivas chaudhary,2018-07-10 22:48:10,False,Baskin Robbins
92,Not a very good app,Plain and simple this app is not very good.  Card reload is disabled and you can not combine your cards which is annoying.  Please learn from your counterpart over at Dunkin Ds their app is far superior compared to this one. Even you have have to take theirs and reskin it with a Baskin Robbins theme it would surely work better than this one.,1,SKABBED,2018-09-19 06:33:48,False,Baskin Robbins
93,Trash,"I selected a site and when I click order it doesn’t have the option for normal ice cream or shakes. It only says cakes, diy, novelty, or quarts... there is also no option to search and the app is super cluttered. Useless since I have to do everything I’d do in the app in person afterward.",1,ClockJoule,2020-06-03 00:56:30,False,Baskin Robbins
94,Hate logging in every time,"I visit BR regularly (at least 1-2x a month, more in the summer) but not often enough to remember which email and password go with this app and it’s incredibly annoying to have to look it up every. Single. Time.",2,An iPad novice,2018-08-20 03:34:37,False,Baskin Robbins
95,Broken login,"App won’t let me login when it used to leave me logged in. It can tell my credentials are valid because it correctly errors with a wrong password, but a login attempt with correct credentials swirls and comes right back to the same screen. I have saved gift cards I want to use. ☹️",1,bobkobberfig,2019-07-13 01:00:32,False,Baskin Robbins
96,Don’t bother.,"App is totally useless, doesn’t let you see menu or order ice cream. And don’t trust the payment card to update in real time. It may show a balance when in reality you don’t have any $ left.",2,scrappingnnp,2021-01-22 17:36:02,False,Baskin Robbins
97,Can’t merge balance of gift cards,"This app is pretty pointless. The whole point of having is so that I can use it to pay without having any inconvenience, but it’s so bothersome to pay when I can’t merge the balances of different gift cards!!! Horrible app. Please listen to other users and fix this issue!",1,Charrlit,2018-08-15 04:15:39,False,Baskin Robbins
98,Worse app you will see on apps store,"Could not believe a company like Baskin and Robins will have a application like this. Thats a shame on companies reputation. Guys if your developers are not working properly just out source the job to some cheap company, trust me they will make a better application than this one. Worse performance app.",1,Arfi Alam,2018-07-11 05:13:58,False,Baskin Robbins
99,App and browser website are terrible,"The interface is intuitive, but in both the app and browser website it crashes when trying to process the order. BR needs to figure out the 21st century. For now I’ll be calling the local store by phone maybe...",1,DanMiltonster84,2019-09-06 16:18:33,False,Baskin Robbins
100,Good app,"Overall, this is a helpful app, but I would like to see a link to the nutrition info on it, as well, if you would, please. Thanks.",4,The Sheepdog,2019-03-31 18:04:55,False,Baskin Robbins
101,Piece of garbage,"This app is garbage. You should be able to order from it to your local store. At the very least be able to call your store from it. It gets one star only because it has a good visual menu. But that takes you no where, you can’t order from it.",1,Mackie Tile,2017-10-06 03:54:18,False,Baskin Robbins
102,Worst Giftcard App Ever Used,I only Have this app because of T-Mobile Tuesdays. You cannot merge cards so it’s embarrassing when you have to use like five different gift cards. Plus there’s no point in downloading this app because there’s no point reward system or anything like that. Fix the app and I’ll fix my review.,1,WixIsntThatGoid,2018-06-19 18:47:41,False,Baskin Robbins
103,Worthless,"I downloaded the app so my son could pick his ice cream before we went to Baskin-Robbins but nothing on the menu is coming up. Hopefully it’s just a bug and will be fixed soon but until then, it’s just a waste of storage space.",1,VannDmn,2021-09-17 19:02:08,False,Baskin Robbins
104,App won’t update Gift Card Balance,The app is great except for it won’t update the gift card balances. It keeps showing the old balances so it’s hard to know what is on any of my gift cards.,2,Gurl8999,2020-09-12 15:05:51,False,Baskin Robbins
105,Need to be able to merge or transfer card balances,Need to be able to merge or transfer card balances to 1 card. This app is so behind on the times. So stupid that I have to pay for a $15 purchase and have them scan of my T-Mobile $2 gift cards 7 to 8 separate times.,1,Jaehealy,2018-12-26 23:49:26,False,Baskin Robbins
106,Could be better,This app would be so much better if there was a rewards incentive for members. This would make me more inclined to visit the shop more frequently.,3,Kevinkhabbaz,2019-08-11 00:03:05,False,Baskin Robbins
107,Request,Please add an option to merge gift card balances. Thank you in advance!,5,melgv,2018-09-18 17:19:28,False,Baskin Robbins
108,Coupon,Came in and tried to us a coupon.   Accidentally hit done before employee could scan it and he wouldn’t give us the discount.,2,chickenjh,2021-01-24 02:39:34,False,Baskin Robbins
109,Gift card not credited,I bought a gift card with an offer of you buy $20 then $5 will be added to my account. I received the notification that I will get$5 but I never received the $5 in my baskin robin account. Not sure what is going on,1,kprashant,2021-01-14 23:01:02,False,Baskin Robbins
110,Gift Cards,The balance remaining on the card does not update! You have to go to the transaction history in order to see the redemption amount and subtract those amounts to get the true balance amount left on the card!,1,80RM,2020-10-24 04:36:57,False,Baskin Robbins
111,Pointless,Can’t preorder. Find an item of interest then call the closest store only for the phone to ring a million times when finally someone answers but act clueless when requesting what seems to be a “standard item”. Don’t install. Delete. Waste of time and energy.,1,Momma.Cass,2019-04-13 18:39:48,False,Baskin Robbins
112,Can’t merge balance,"It’s a great app with promotions and coupons and store location.
Only disappointment is that I can’t merge my old card and new card. Wish they have merging capability.",3,coco9019,2018-07-10 23:10:03,False,Baskin Robbins
113,Unable to login for months,"I have a lot of gift cards stored in the app but have been unable to use them because I cannot login to the app. It has been this way for months. Error communicating with server. A01. 
Fix it.",1,HiddenCurrents,2020-05-24 08:45:43,False,Baskin Robbins
114,You can’t trust this app to work when you need it,"I can’t log in anymore, therefore all of my gift card balance is lost. It doesn’t matter how many times I reset my password. It used to work ok. Maybe I should never have updated to the latest version.",1,Lts4Lf,2019-07-31 16:18:55,False,Baskin Robbins
115,Never download this app,I really can’t check my gift card that I’ve received so I can’t really know how much money there really is in my card unless i go to the actual store and find out,2,helo123456789013573,2019-05-04 02:53:59,False,Baskin Robbins
116,Login?,"Downloaded, changed password, tried 6 times to get phone verification to work. Still failed. Closed and reopened and just spinning now. We don’t live near any BR but we are currently traveling and would like to stop. I have an envie for a peanut butter chocolate cone.",1,Ann MB,2021-02-20 19:31:52,False,Baskin Robbins
117,Not letting me log in or get to my gift cards,"And another app that you can’t effectively give feedback to, even though the app is completely broken right now. I can’t login, it access my gift cards. Really? Can you please hire people that actually can program?",1,muenchuwe,2019-11-04 02:02:02,False,Baskin Robbins
118,WORST APP EVER,I clicked x on a deal but then the timer started and I got there 10 seconds too late and they just said oh well! I showed them I had the app and told them what happened but they asked me to pay even though you can see I only brought a dollar for tax. It should be no stars,1,perosn49,2019-08-13 04:45:36,False,Baskin Robbins
119,Updated but still no gift card merge,App was just updated today to “improve gift card usability” but STILL UNABLE TO MERGE GIFT CARDS!!! Their Dunkin’ app has been able to do this for a long time now.  BR programmers need to pick up the phone and ask Dunkin programmers how to get it done. Heck just copy their app and rename it BR. Cmon it’s 2019 for Pete’s sake!!!,1,LSU_tigerTX,2019-03-19 05:54:07,False,Baskin Robbins
120,App Glitch,Unable to fix glitch when the app freezes.,4,Glitch0021,2019-08-18 18:18:58,False,Baskin Robbins
121,Balance transfer,"Please allow balances to merge from multiple cards.  It would be way more convenient to use just one card when paying vs multiple cards.  Other retailers (Starbucks, Dunkin’ Donuts, etc) has this function, why can’t BR do the same?",1,SGT2020,2018-09-23 14:16:47,False,Baskin Robbins
122,Super slow app,It takes 5 minutes to load app and even then it takes another to login which then it will crash a few times before it allows you to finally log in.,1,ExenieWeenie,2018-08-11 07:54:38,False,Baskin Robbins
123,DON’T use for e-gift cards!!!,I have 7 gift cards that when scanned I am told “It says can’t read barcode” by the cashier who stands there until you give up and pay cash. It’s a total scam! The app even says the amount of money on each card but it won’t let you use it. DO NOT USE THIS APP TO PURCHASE GIFT CARDS BECAUSE ALL THEY ARE DOING IS STEALING YOUR MONEY!!!,1,Tonibologna87,2018-05-23 23:23:08,False,Baskin Robbins
124,It looks nice? Doesn’t function tho,"It looks pretty at a surface, but apparently you need a baskin robins card to do anything and I can’t even put gift cards in as the payment method :/",2,Raptor the Eagle,2021-03-26 20:12:28,False,Baskin Robbins
125,Buggy,Won’t allow me to log on via Facebook anymore. And when I changed my account info through the web page I am able to log on but still not able to log on through the app.,1,RbrtM,2019-11-15 18:59:46,False,Baskin Robbins
126,Always makes me login,It’s annoying having to login all the time.,4,BellaLunaMommy,2019-10-05 02:26:32,False,Baskin Robbins
127,Glitches,I don't understand why you can't transfer total amounts to other cards.... I have a bunch of two dollar cards when they should be together. And also freezes all the time and wouldn't let me even sign in this morning,1,tinybeanie04,2018-07-11 00:37:54,False,Baskin Robbins
128,No gifts cards on the app,"Their website said I could order mobile gift cards if I get the app, so I got it. Can’t see anywhere how to order a gift card. Good expectations blown.",2,Chazapps,2020-09-02 22:48:16,False,Baskin Robbins
129,why can’t i merge my cards!?!,my only gripe with the app is that i can not merge the card balances. i often get the weekly tmobile baskin robbins deals but its frustrating that i have multiple low balance cards when it would me much easier to be able to put them all in one card. this would also make check out a while lot easier since i wouldn’t have to scan a bunch of different cards,2,kittydot,2018-07-11 00:25:36,False,Baskin Robbins
130,Worst App,"Literally the worst app I’ve ever downloaded. Made an account, added a gift card, tried to add another, then the app crashed. Tried to login again and it doesn’t let me login at all. Then I opened it an hour later and I was logged in...but now with a $0 balance.",1,cmusicfan05,2018-07-10 16:42:48,False,Baskin Robbins
131,Can’t login,"This app only occasionally worked in the past with hit/miss luck even when it did work if the particular Baskin Robbin branch would even accept the coupon when shown in-app. One branch in particular where ANY coupons from ANY app or source ARE NOT ACCEPTED include the Baskin Robbins at Northgate Mall, Seattle.",1,LegoZebra,2018-11-06 17:07:10,False,Baskin Robbins
132,My favorite ice cream place,"My wife, grandkids, and I love Basking Robins ice cream variety and the great coupons and special offers, an excellent motivational factor.",5,Tired of scams too,2020-03-01 19:10:09,False,Baskin Robbins
133,The scooper,Everything is good but the portion of d scoop is extremely small,5,luluchuchi,2021-02-26 19:52:10,False,Baskin Robbins
134,Tie this to the Dunkin app!,I’ve had the Dunkin app for several years now. It is exceptional. I just downloaded the BR app and am very unimpressed. Why can’t this app be as good as the Dunkin app? Or better yet combine the two!!,2,CBS FANATIC,2020-07-12 16:48:18,False,Baskin Robbins
135,Please update,"I used to use the app to redeem reward. But nowadays since I changed my phone, I can’t log in manually or through Facebook. Guess I’m not going to BR anymore since I’m not paying full price",2,Bokimu,2019-12-01 03:32:24,False,Baskin Robbins
136,Absolutely terrible.,"My $20 gift card was taken away from this ridiculous app when I wanted to add all my values to one card. You have also ""temporarily disabled"" the reloading function, which seems this app close to useless payment-wise.",1,x Jenn,2018-08-21 20:14:11,False,Baskin Robbins
137,Coupons,"The first store I tried to use the pay function, it didn’t work. According to the employee it happens frequently.

Why do you have only 5 minutes to use a coupon? I thought 05:00 was 5 hours. Even then WHY??? I’m logged in.",1,Iowachick22,2017-11-10 22:21:42,False,Baskin Robbins
138,App doesn’t show show Ice Cream Flavors!,"This app use to be good when they had all Ice Cream Flavors on the App, BUT for whatever reason…. They took the Ice Cream flavors off?? WHAT THE HECK!! I’ll keep the App in case the app mysteriously puts the flavors back on, but come on Baskin Robbins!! ADD THE FLAVORS OF YOUR ICE CREAM BACK ON OR YOUR APP IS USELESS!!!",2,Mcgoron23,2022-03-19 15:04:56,False,Baskin Robbins
139,When the pandemic began,"Your ice cream is overpriced for quality offered. 

Usually only worth going to when have special deals. Only time the ice cream is worth the bargain. With the pandemic’s arrival this brand of ice cream went downhill. Not for quality but service.",1,open ambush,2020-12-15 22:46:22,False,Baskin Robbins
140,Logging in,Everything’s fine just constantly having to log in is annoying asf,3,MinaJoy081606,2018-05-22 20:59:19,False,Baskin Robbins
141,Too Many Gift Cards without ability to combine them,The app is lacking the ability to merge your existing gift card balance into another gift card.  A necessity since they partnered with T-Mobile and give out weekly gift cards.,1,booo :-(,2018-06-19 17:17:42,False,Baskin Robbins
142,App doesn’t work,My app hasn’t worked for months - can’t reload it and have been waiting for a fix!,3,kaosmart,2018-04-21 13:44:39,False,Baskin Robbins
143,App does not work,"I recently signed up for a rewards account on the Baskin-Robbins website, downloaded this App, and the App returns a communication with network error. Bad job Baskin-Robbins, please fix this app.",2,Scott611,2020-04-19 09:17:23,False,Baskin Robbins
144,Not very intuitive,Found it difficult to navigate with sections not clearly defined. Deleted and went in store to complete purchase.,2,Stripedcub,2021-02-01 16:45:59,False,Baskin Robbins
145,Not able to order,"Tried multiple times downloading the app on the iPhone and it does not give me the option to order - see just the pics 
This needs to be corrected",1,ARR1963,2020-02-08 13:53:53,False,Baskin Robbins
146,Pointless,This app is pointless. Anytime I want to redeem an offer they make you print out a barcode… what’s the point of the app then! So annoyed and frustrated will not be coming back to any BR location.,1,ayyojackie,2022-03-16 22:26:07,False,Baskin Robbins
147,Card merge feature,"Please add card merge feature, Dunkin Donuts have this feature and it saves lot of time managing those cards vs one card where you can merge all your balances.",2,PiyushGA,2018-09-06 11:14:03,False,Baskin Robbins
148,Horrible experience,This app is really horrible. It suddenly logged me off on the app. And then i just couldn’t sign in using my credentials. It displays no error message. My credentials are correct as i signed in using the same on the website,1,priyankareddy,2019-11-11 09:09:52,False,Baskin Robbins
149,Terrible on an iPhone 5,"App does not let me stay logged in, I have to reenter my email and password every time. Will not let you paste the gift card number from T-mobile. Also keyboard covers field you want to type in.",1,98765one2three,2018-07-10 13:09:29,False,Baskin Robbins
150,Mediocre and behinds it’s time,App is terrible compared to Dunkin’ Donuts app. And why can you still not merge gift cards? Dunkin has had this feature for more than a year. App needs to be cleaned up and the ability to merge gift cards needs to be added.,1,MRIVAS7500,2018-07-04 16:21:32,False,Baskin Robbins
151,App won’t connect/log me in,"The app won’t let me log in. I can log in on the website, but not the app. Because of this I can not access any local deals via the app. Please fix, thank you.",1,Serpiginous,2020-05-22 21:30:16,False,Baskin Robbins
152,Pointless,What is even the point of this app? Every other food app I have gives me the option to order from the app. On this I can only browse the menu and create a card. Waste of space.,1,Sgudehy,2019-06-03 01:04:08,False,Baskin Robbins
153,Virtual gift card,"Wish they would allow merging of gift cards already.  I get promo cards from T-Mobile and am not able to merge so I have to give the cashier multiple cards
To scan on my app.   Very annoying.",1,Mermaid knight,2018-09-10 01:35:06,False,Baskin Robbins
154,Should be able to merge card balance,"If you have more than one card, you should be able to merge you balances to one card",2,alexdwjr,2018-07-10 06:27:08,False,Baskin Robbins
155,Allow users to merge balance,"There needs to be an option where users can merge balance. If there were multiple cards linked on the app, there is no option to merge the balance.",1,Whydoineedtowriteareview63838,2017-10-31 10:57:25,False,Baskin Robbins
156,Merge gift cards,Can you add support for combining gift cards??? It’s a hassle for both the customer and cashier when you are paying with several cards.,2,Andy4real ,2018-06-22 20:16:48,False,Baskin Robbins
157,Poor,Please make a app and website that are actually user friendly. Also it would be great to see current flavors at a selected shop.,1,Reviewingreviewer,2021-06-16 01:38:33,False,Baskin Robbins
158,You stupid dumb idiotic pathetic damming pieces of trash.,I am so sick of you ugly freak idiots lying 🤥 to me. I’m done with that. You deleted a lot of good flavors like the mudslide. Now me and my son have to eat chocolate and more. This is really stupid. I think you dumb dammites deserve a one star ⭐️ rate.,1,waasu#xj,2020-06-29 18:57:28,False,Baskin Robbins
159,Phone Number Required,Why do I need to provide a phone number to get ice cream coupons for an account that is already set up with my email?,1,weaselgopher,2021-05-12 20:35:33,False,Baskin Robbins
160,Combining gift cards,It would be nice if allowed combining of gift cards on the app.  Sometimes the app would just crash,3,Lick women's vaginas,2019-07-16 15:29:48,False,Baskin Robbins
161,Can’t log into account,I have many gift cards on my account and I haven’t been able to log into my account for months. Always an error communicating to the server... please fix,1,los.anjealous,2019-12-28 23:49:20,False,Baskin Robbins
162,Can’t login,"I am able to login through website, but not able to login through this app.",2,brsu3ks,2019-11-28 16:40:18,False,Baskin Robbins
163,Need better option,"This apps need to have an option to merge gift cards, have so many different t-mobile $2 BR gift and want to merge them into one..",2,tom88my,2019-03-20 00:41:40,False,Baskin Robbins
164,Bug Infested App,Coupon deal disappeared immediately after updating. Won’t open anymore. New version should be squished and thrown away.,1,The X-Termin8or,2022-01-22 19:28:45,False,Baskin Robbins
165,Time to fix this app,"The FB link doesn’t work. I have reset this account numerous times. I can log in on the website, but the app won’t get past the log in page. So frustrating.",1,victorey,2019-12-01 00:55:34,False,Baskin Robbins
166,Reasoning,"I needed to be updated!!  I now am!!
Maybe this is why I haven’t been receiving  specials and my birthday cone Ice cream.
Thanks for the update!",3,JohnnieJo,2020-12-08 15:40:18,False,Baskin Robbins
167,Combine cards,I have multiple gift cards from here but it’s frustrating not being able to combine them all on the app,2,hdidnfkdlsm,2018-04-17 19:36:09,False,Baskin Robbins
168,No price on items,The images look really nice but nothing I click shows a price or a way to order. So disappointing!!,2,Fag1561831662373;,2018-07-18 05:37:34,False,Baskin Robbins
169,inconvenient,"This app makes you relogin every time you open the app. Also it keeps changing my birthday date, I wasn’t able to get my free scoop because of the screw up. It’s very inconvenient as a whole.",1,nic_simp33,2019-07-21 22:51:52,False,Baskin Robbins
170,Why can’t you merge gift cards,All I want from this app is a way to conveniently pay with an e-gift card. It does not deliver. Seriously just let me merge gift cards and pay with them and I’ll be completely happy with the app.,1,Fluffy the fluffster,2018-05-23 04:20:36,False,Baskin Robbins
171,Works everywhere except INSIDE the store,"Every single time ive tried to use this app while inside a store ive had to go outside to activate an app. no, this isnt because of my service, as other apps DO work inside. Uninstalled.",1,Dcypoe,2020-02-21 03:31:35,False,Baskin Robbins
172,App is trash,"Birthday is wrong and you can’t fix it.

Won’t let me log on. I’ve already reset my account several times because it never recognizes the password

This app is trash",1,eatlasagna,2019-08-25 20:48:09,False,Baskin Robbins
173,"Useless App, don’t bother unless you want cake","So can’t order a scoop, can’t order a milkshake, can’t order anything contactless, can’t order anything personal. So let’s infect the world.",1,RABird,2020-07-03 02:14:09,False,Baskin Robbins
174,DO NOT WASTE YOUR TIME WITH THIS,"App doesn’t work, you can’t log in, sign up w/ facebook or email, constantly crashing/error messages, totally useless and a waste of time. Baskin Robbins, please join us in the year 2019 and create a functioning app.",1,your friendly neighborhood bob,2019-10-23 12:03:33,False,Baskin Robbins
175,App won’t let me log in to access my gift cards.,Please get this fixed. I have numerous gift cards on your app and I cannot access them.,1,Dr.brochacho,2020-05-30 22:06:31,False,Baskin Robbins
176,Not even sure why this exists...,"Downloaded this and most of it doesn’t do anything. Can’t find prices, it wouldn’t order anything, couldn’t add to the shopping cart. What’s the point?",1,random nick16369842,2019-09-05 01:48:55,False,Baskin Robbins
177,Card errors?,I went to baskin Robbins to pay with my gift cards which are loaded on the app. I got my ice cream but when it was time to pay I waited a long time before the cashier said it wasn’t working.,1,Brightlikeadiamond,2018-08-11 23:21:14,False,Baskin Robbins
178,jumping through hoops,Why do you make your customers login to the app every time? It makes the app very difficult to use.,1,eye see eyes cream,2020-10-14 23:03:41,False,Baskin Robbins
179,Logs me out all the time,"EVERY time I go to use this app, it has logged me out. Super annoying. It’s 2019 and the developers can’t figure out how to keep us logged in to their app. Makes me never want use the app.",1,HeRatesApps,2019-08-26 16:25:39,False,Baskin Robbins
180,Conchitad,"I have my favorite flavor and 
I visit this store about 1 per month.",4,conchitad,2020-01-02 03:02:54,False,Baskin Robbins
181,Can’t merge gift cards,"Not many options in the app. Can’t order for store pick up. Can’t merge gift cards, so when paying at the store need to show each card one at a time.",1,<3Music<3God,2018-09-18 13:45:53,False,Baskin Robbins
182,This app is TRASH.,"You have to be a complete moron to design an app like this. Everything is completely counterintuitive, with multiple redundant features and absolutely no idea how to build simple UI architecture. Fix this, Baskin Robbins. Your ice cream is good, technology not.",1,Ic3Cre@mLover,2018-07-10 16:46:59,False,Baskin Robbins
183,TERRIBLE!!!,"Get locations of stores and pictures of cakes. That’s. It. No information about the cakes, can’t order the cake, no price, serving size, ingredients, etc. THE most worthless app that has EVER had the privilege of being on my phone.",1,New Fan Today,2018-04-14 12:30:45,False,Baskin Robbins
184,Terrible app nothing works,Tried to order DIY kit for family night and nothing worked. Wasted of time don’t waste time and download,1,LVMcKc2010,2022-01-12 23:29:40,False,Baskin Robbins
185,Cannot e-gift via text,Baskin Robbins’ website specifically says this app is used to send e-gifts via text message but thar is not possible. I am so disappointed.,1,GoldenLadyBug328,2020-09-04 20:05:52,False,Baskin Robbins
186,Ok,I think they should add a point system type of thing like other nation wide food company,2,something no one chose😩,2020-08-28 00:16:58,False,Baskin Robbins
187,Merge balance,"The products are delicious. However, the app is complicated. Can you add the merge balance function? It’ll be awesome.",3,Julia.NN,2018-06-19 16:24:19,False,Baskin Robbins
188,Missing so much,"You cannot transfer balances of card to other cards, I’ve never had it work seamlessly at a store (their registers won’t accept scan)",1,3chiles,2018-09-19 03:42:11,False,Baskin Robbins
189,Good luck,"This app needs an update almost daily. It rarely loads and when it does, it’s a waste of time. I need my sanity more than the ice cream, so this app has to go.",1,SmithPeeps,2022-01-17 00:47:42,False,Baskin Robbins
190,App log in broken,"You used to be able to log in to your account via the app, but no longer.  Just hangs on the login screen.",1,firsttimemwc,2019-08-18 15:51:54,False,Baskin Robbins
191,Gift card problems,Still can’t add gift card to gather so I have like eight cards be nice if you could just do that you know Dunkin’ Donuts does that,2,cetmike,2019-03-19 00:12:58,False,Baskin Robbins
192,Lame,Useless. None of the stores around me list their flavors- and the ones that do only list 11. So what’s the point if you can’t see all the flavors?,1,oldsmirk,2021-03-14 01:23:29,False,Baskin Robbins
193,Can’t login,"Had to create account online, because it didn’t work on app. Still unable to login on app.",1,MrAgtang,2020-06-10 18:36:03,False,Baskin Robbins
194,Wrong dates,The App has all our Birthday dates wrong and doesn’t allow to change. Very Frustrating.,1,Anna Myka,2020-05-17 21:23:28,False,Baskin Robbins
195,Horrible waste of time,"Can’t log in, reset and it works in a browser, app still can’t log in after many tries. So not worth the trouble.",1,SodaPop678,2019-03-06 19:28:21,False,Baskin Robbins
196,Need to fix app,Need to put merge card available in the app. I have 10 cards that can’t merge together so purchasing ice cream in store is a hassle. Reload money in app is always down. Please fix it.,1,Win of Crosswords,2018-04-24 22:24:59,False,Baskin Robbins
197,App is broken,"Tried to redeem my birthday ice cream but every time I refreshed the screen, the days went backwards and I never was able to recieve anything.",1,R8NDOM,2020-05-08 19:26:06,False,Baskin Robbins
198,Doesn’t let order from app,Kind of useless.. no way to place order. Same facility had Dunkin Donuts which I use mobile order all the time.,1,Rpmstock,2019-11-01 23:42:51,False,Baskin Robbins
199,Updated but nothing changed .,Same issues no ability to merge balance .,1,Technology 2122,2019-09-16 13:53:14,False,Baskin Robbins
