,date,userName,review,title,rating,isEdited,developerResponse,Company_name
43,2018-04-15 21:44:15,DavidOrta,"Today I spent $24 dollars for an $8 order. I use food apps all the time and this app is by far the worst at picking up my location...I only order in two locations and every single time it picks the wrong location...other apps see where I am and what locations I most commonly use and when I place the order it’s always in the right location...today I had an order go to an Anaheim location, and San Pedro location (West St). The problem is I wanted the order to go to the San Pedro location on Western (which is the only San Pedro location I ever visit). I have never visited the one on West. I even tried to cancel the order and the person on the phone said they didn’t know how this could be done and unfortunately they could refund me...long story short two locations today got $8 from me and I am not picking up the food. Spent $24 today and I only wanted to spend $8. This app by far has the worst location intuition of any food app I have ever used. Thanks Subway for the fun day! My recommendation for anyone using this app is to diligently check the location even if you go to the same location every single time!",Worst location intuition app,1,False,"{'id': 3164132, 'body': 'Hi there- so sorry for the inconvenience. Please share more details with us at (833)-778-2929 or appfeedback@subway.com- so we can make this right. Please mention or have ready the restaurant location, date/time you placed the order, and your user name when contacting us. Thank You.', 'modified': '2018-04-17T19:03:22Z'}",Subway
44,2020-06-06 20:23:18,RaydeeRoweee,The woman at the subway I go to is horrid. I thought it was only me until a guy came to pick up an order and told her have a nice day and she ignored him. Then she treated my husband the same way. Everytime I go in I wait 20 mins for her to acknowledge me or if she does she will say “hold on I’m doing online orders” she was nice my 2nd time ever going in because I left her a 15$ tip my first time even tho she was terrible thinking maybe she is having a hard day maybe she had a death in the family. So the next time she was polite to me but that was the day she didn’t even acknowledge the other customer or tell him to have a nice day. That woman should not have a job in customer service but that is neither here nor there thank you to whoever made this app and saved me from spending another min with this wretched woman!!,Save me from the evil lady at Western Lights plaza,5,False,,Subway
45,2020-06-20 21:57:18,Slfoshee,"I agree with gentlemen’s comment from two years ago.  The app may work sometimes all the way through the order and customizing your sandwich.  When it came time to pay, I found my current default payment information had expired.  There is no way to edit your default payment with new expiration date and cvv so I was forced to re-enter all my payment information again and save as default payment.  After hitting “place my order” again I received a strange error message “Uh-Oh, error on property ‘update’ and on undefined.”  Have no idea what this meant as I tried to enter the payment information four times with same error after hitting place my order.  After four attempts I had to use the old fashion way of calling it in giving my order over the phone.  Apps are supposed to make it easier and more efficient not cause you to waste your time.  There is no way to contact developers thru the app except coming back to App Store to leave a review as your website wastes your time again giving no way to submit issues.  Pretty sad!",Does not accept payment,1,False,,Subway
46,2020-06-16 19:43:41,Queen Endermen,"Our order was not processed on time. The app said it was ready for pickup. The app was wrong. The store had not even begun to process or make the order when we arrived. 

We had to leave because we could not wait any longer. The employee was fixing customers sandwiches who had just walked in the store instead of fixing our online order that had been placed over 20 minutes before. 

For a refund, we were told by the employee that they could not refund our money and that we had to call customer service. But the employee did not have the customer service number. 

There is also no way to request a refund on the app or anything to troubleshoot should an order go unfulfilled. 

When we finally found a number using Google (because the Subway website does not list a number), we got an automated message saying that app order issues can only be handled by sending a message through the website. Which is ridiculous. 

Perhaps a troubleshooting tab on the app. Or a way to request a refund through the app. Anything but having to go to your website and click through to find the right form. 

We did submit an inquiry on the website. Five days later, no response. And certainly no refund. 

An overall horrible experience. We just wanted food on time. Or perhaps an easy way to get our money back when the store failed to get the order ready on time. The app, the website, and any resemblance of customer service from Subway all failed.",Works Great If Order Is Correct - Good Luck If Not,1,False,,Subway
47,2019-12-14 01:45:18,Leti Jo,"I’ve previously tried to have my barcode scanned in the store to earn points only to be told either the scanner doesn’t want to scan it, doesn’t work, or some other reason. Today was the first day I made an order on the app and went to pick it up. Not only was my husband’s order wrong but the female employee was not even trying to see my phone to verify that my order did indeed include a 3rd FREE footlong sub. I mean...absolutely REFUSED to look and even MAKE the sub! It was paid for ahead and everything. The other employee there did look at my phone and verified that there was in fact a 3rd sandwich in my order but ended up having to pay for it out of pocket himself?!?! He shouldn’t have had to have done that for my order to be made as the promotion was for Buy 2 footlongs and get 1 footlong free. The woman who refused to look at my phone then said that I shouldn’t place the order online anymore and just show them the offer in the store. I don’t know what the heck is going on but this app is more of a hassle than anything for the few times I’ve actually tried to use it.",Always have problems in the store,1,False,"{'id': 12775794, 'body': 'We apologize for any inconvenience this caused. Please contact us by tapping ""Contact Us"" in the app menu, at (833)-778-2929 or by email at appfeedback@subway.com- so that we can make this right! Please mention your concerns, the restaurant location, and your user name while contacting us. We look forward to hearing from you. \r\n', 'modified': '2020-01-07T16:42:35Z'}",Subway
48,2021-10-10 01:57:40,Syracuse R,"This review involves the remote ordering and delivery on the app. The process is very poorly designed. I expected that the app would be like ordering at a Subway shop but it is not. You cannot order things on the app like you can in a store - they restrict the available vegetable toppings and actually don’t allow you to add certain topping that you can normally just choose and point too. Secondly it’s a very limited choice of condiments. No Chipotle or Sriracha. No Ranch?!? Seriously. Items normally available at the store (like the toppings and chips that I know were at that Subway) were not available. Also at payment time it crashed and told me my payment didn’t go through, and I would have to clear the cart and start over, but it still charged my card. And the order did go through. But if I had redone it as the app said, I would have had 2 meals...Very disappointed in the app and it’s lack of selection to be able to create the sandwich I want. That’s exactly why I appreciate Subway. Don’t like the app at all.",App needs work - NOT like ordering at a Subway shop,1,False,,Subway
49,2021-02-26 20:26:06,CMitchell95,"Although the experience of pushing a few buttons and in a matter of minutes enjoying a good sandwich is incredible, I must review this app relative to other companies achieving the same functionality. This app is clunky and full of disruptive popup ads. It frequently gives errors and long load times. The favorites function is unusable. Also, don’t add a gift card to your payments because if it isn’t enough to cover the tab it doesn’t allow you to use an additional payment option to finish the order. So, if your gift card is worth $10 but your order is $11, you can’t use your gift card at all. A waste. Also, you don’t get notified about any progress of your order through the app. You’ll get an email when your order has started to be made. Emails aren’t instant so it’s often that you’ll never know when your order is ready. Hope this helps both Subway developers and customers.","Good potential, poor implementation in a time that’s needs this function.",2,False,,Subway
50,2019-08-01 05:19:03,Oriana fish,"Update: I tried to edit this right away when I realized it was a user error (aka my fault!) but apparently the edit didn’t save since I just received a response. The type if sandwich I was selecting was on...a ciabatta bun? Or something and apparently only came in the 6 inch option. It was not an issue with the app! Sorry! 

So I went to order subway which I’ve done several times without issue. This time it made me update before ordering. My son wants a 6 inch sub—it took me a minute to figure out where the 6 inch option was as I had to remove my sandwich and start over (it wouldn’t let me edit the size after I started customization). Anyway so I got it in the bag but then when I went to make my sandwich, the foot long option was completely gone. I tried a few different things, closed the app and restarted it and still, it won’t let me make a footling sandwich. I am pregnant and hungry and aughhhh! Haha please fix.",Please fix,4,True,"{'id': 9947129, 'body': ""Hi there, please contact our support team by tapping 'Contact Us' in the Menu, at (833)-778-2929, or by email at appfeedback@subway.com. Have your app version, device type, and the steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!\r\n"", 'modified': '2019-08-01T05:19:03Z'}",Subway
51,2020-06-04 05:33:13,lexi lee rae,When i tried to make an account and half of the keyboard was cut off and it was also at the top of my screen. Went to safari to make an account because i thought “small bug for creating accounts” but no it’s the same for signing in. I’m deleting the app and seeing if anything changes in a month. I also really only got the app so i can count my calories because the website on safari wouldn't let me build a sandwich due to it being midnight and they’re closed. But i thought to myself that the app will probably let you order ahead and it doesn't. It also doesn't let you order as a guest. 1/5 stars because you tried and i’m sure its hard to keep up an app but you're a big company you should do better for customers and your employees. I say employees as well because i read a review that its been hard for stores to get orders from online/from the app. Maybe take those options away for a while and figure out how to make it better for your employees? Apps are very convenient but not when they aren't working.,Not letting me sign in,1,False,,Subway
52,2019-12-14 21:59:23,Kelanix,"I downloaded the app because the regular online ordering failed miserably. And it was even worse. It took me 10 minutes to find the fine print to add/customize normal toppings. Next, the site kept telling me my local store was closed, when a phone call verified it was very much open. Next, after that ordeal,  despite trying three(!!) methods of payment, every one failed, returned a random error and then I’d get logged out, forcing me to log back in and do it all over again. Same problems each time. Lastly, all the hmHelp or Contact Us links threw up a 404 Not Found error.  Wonderful. 

So I download the app. At least this one shows my local store as open, but while attempting to build a sandwich, I notice that if you try to add multiple toppings from a category (i.e. cheese), it removes the one you’ve already selected.  So if you want cheddar and swiss on that sub, you’re apparently out of luck. I gave up after this. So who knows whether the app would have had the same payment glitch. I won’t be finding out anytime soon. Tonight just became pizza night. 

It’s 2019, guys. Fix your tech.",Awful experience,1,False,"{'id': 12775730, 'body': ""Hi, there. We are sorry to hear that this has been your experience. You can contact our support team by tapping 'Contact Us' in the Menu or at (833)-778-2929. If you can, have your app version, device type, and steps to reproduce any errors ready- so we can investigate and address these concerns for you. Thank You!\r\n"", 'modified': '2020-01-07T16:38:22Z'}",Subway
53,2021-12-09 17:46:12,Cassie Lesinski,"So I ordered my sub off of the app to be delivered, when I clicked finish and pay the sun hadn’t saved what I wanted done to the sun so it just added all the sides of lettuce, spinach, tomatoes, etc, it wasn’t the same bread I picked, it wasn’t toasted or had the cheese or bacon I added. I called the store and they said there was nothing they could do because that’s what came over on the app. Then my food was delivered without a drink. The store wouldn’t come back and deliver my drink OR give me a refund, the only way I could get a refund was if I went to the store and by that point I may as well pick the drink up myself. I asked if they could give me a refund for the major inconvenience of having to pick up my order when actually I got it delivered and they said there wasn’t anything they could do other than give me a coupon… which was expired. I’m extremely disappointed with the app. It’s supposed to make everything easier when it really just messed my order up for the same price. If I get subway again I’m just going to go into the store.",Wrong Order,1,False,,Subway
54,2017-09-23 12:10:24,Cmarrs619,"I used to live in California, and in California there is a special Subway app specifically for that state, which I hadn’t understood at the time since I first started using Subway apps when I moved there. Having moved to NC, I noticed there is no longer a delivery option. Why does subway not deliver outside of California? Or if it does, why not in any location anywhere near the southeast US? I’m not talking about catering, I don’t need to order dozens of subs for some event. I just want to order a few subs for lunch and get them delivered to me while I continue working the whole time. Is there a reason why only California seems to deliver for individual orders?
Also, on both apps you cannot make any special requests except through notes. Yet 80% of the time the workers do not see the notes. So I have no way to order multiple cheeses with the app, I can’t ask for a little extra toasting (since the breakfast sandwiches are always, at every location, still cold with normal toasting).

 The app is very limited in general with little real customization through the customization option.",Missing some things here,1,False,"{'id': 1351067, 'body': 'Hi there. We are working on ways to improve the app experience - we would love your feedback to understand how to make the process easier for you. Please reach out to us at 1-800-888-4848 or via email at appfeedback@subway.com. Please also indicate the locations where you are having concerns with your special instructions, so that we may reach out to the local teams with some coaching. Thank You.', 'modified': '2017-09-25T12:56:43Z'}",Subway
55,2020-04-21 17:31:23,lstigsyhb,"During the pandemic I get several ads for this “Family Takeout Deal” for the buy one, get one free footlong and you’d think every store would offer this right now. Actually finding a Subway that offers this is so impossible that it’s ridiculous and I live in a major city. I even called the location closest to me and asked if they did the family take out deal and the employee just says “uhhh what is that..?”  REALLY? Their employees don’t even know what’s being advertised. They just pick and choose which locations will actually give you a discount and you have to take the time just to track it down if it even does exist. Because the “deals” section in the app is completely blank, I have to go through to choose a location, pick 2 subs, and wait until the end to see the cart only to find out that that location doesn’t do the discount.... I use to work for Subway before this app and things were a lot easier then. You’re driving business away when you advertise a BOGO and then your company’s employees know nothing about it",Terrible App,1,False,,Subway
56,2020-02-29 18:58:53,xXHOBOKICKER3Xx,"I got this app because I go to subway about 2-3 times a week, and I saw the BOGO coupon today and clicked on it, the coupon said “BOGO discount automatically applies in cart” so I was like okay awesome, so I clicked on it and it was not clear with directions on how to use it, plus I went to order my subs, and it NEVER applied the coupon, and I asked about the coupon in the store that I went to pick my subs up from, and they said “you already paid for it and we can’t give you a refund because your money didn’t come to us, it goes straight to headquarters” So now, I will not ever spend my money at subway until they get this issue fixed, and I spend a ton of money at subway, so beware of this if you use this app, because it is a total scam, and plus at multiple locations, I have had the workers skip out on some of the ingredients meaning that I told them a lot of pickles and they gave me 6 for a foot long, and I asked them for a lot of olives, and they gave me 6 of them (FOR A FOOTLONG), I have complained multiple times, but nothing has changed.","This app is a scam with its deals, so beware when buying your food",1,False,,Subway
57,2020-09-29 13:27:03,Kelldilldan,Normally this app works great. However yesterday I tried to use it. I ordered my food and pressed place order. It got stuck there. The money was pending out of my account but I never got an order confirmation and when I went to the store that was supposed to have my order they said they never got the order and there was nothing they could do. So I went and took out the cash from my account because they guaranteed me that the money would not actually go through. So I paid in cash and this morning my account is now negative with a $25 over draft fee and soon to be more overdraft fees because I have other things coming out of my account. There is no number or email or anything to contact someone to get my money back even though the people at the subway store I ordered from said there was. All they can say is they have nothing to do with the app and I can contact someone on the app. But I can’t and now this little mistake is gonna cost me $100 in overdraft fees. That’s RIDICULOUS. Thank for stealing my money and costing me more!,Stole my money,1,False,,Subway
58,2021-06-21 23:09:53,Angelcrash,"I have used the app multiple times to order pickup, but my last experience made me remove it from my phone completely.  I ordered and went to pick up my food, but the location had ran out of most of their food so they could only fill part of my order.  Then they could not refund me and said I had to dispute the order via the app.  The Subway app doesn’t offer dispute options.  It took multiple messages to their customer care, who didn’t get back to me until two days later, to get a refund.  After their social media customer care told me it was the location that had to refund me.  The manager at that location told me the app doesn’t link to the locations at all.  It’s worth the extra few minutes to order at the location, cause now I’m waiting for a refund that won’t come in for at least a week.  Don’t use the app!  If anything is messed up on the order or at the location, you’ll be waiting days and going through Subway’s hoops of digital customer service.",WARNING-The app doesn’t connect to the stores,1,False,,Subway
59,2020-11-13 20:11:55,SkareKrow25,"I’ve had nothing but problems from the local subways, usually long (we’re taking an hour plus) waits because they refuse to hire enough people.  I thought I could give the app a try.  So I put together an order for the sub meals, being given several errors along the way slowing me down. I press the checkout button after spending about 15 minutes putting the order together, and then it comes up with “ we’re sorry, this location can’t take your online order right more”. Frustrated already, let’s try the other subway in town. I put that order together only to find out they aren’t honoring the current deal and it would cost almost $20 more for my order. Of course complaining to the store does no good. Last time subway forwarded my complaint to the store owner, who simply said to send him anyone I knew who might be wanting a job(this was after an hour long wait for a phone order placed hours prior).  I give up, deleted the app. Forget subway and their horrible service, there are better options.",Simply horrible,1,False,,Subway
60,2019-01-31 16:25:34,SlomoinNipomo,"I use your app several times a week. I see several issues:
1) if I leave the app open after a purchase scan it consumes 80% of my iPhone 6s battery, this has happened several times so I have to quit the app after ordering.

2) the scanning at purchase for payment and reward points is unreliable.  The interface given the cashier to use a linked credit card must be clumsy because I often have to rescan multiple times. This may be a training issue, a human interface design issue and/or a technical problem. I can’t tell from my side of the counter. But it is a problem.

3) the thin ribbon entitled “show card” is above the screen horizon and harder to find than necessary.  The button/ribbon should be visible all the time and taller to make it easier to find and then select. The scrolling adverts are of no consequence to me. I always order the same sandwich in person.  The subway joke of the day is a waste of space. I just want a simple screen to pay and get points. Put all the clutter elsewhere.

4) what’s with the free cookie reward? I apply the reward but the clerk either does not see the reward or ignores it. I shouldn’t be eating cookies anyway but why offer in the app if there is no intention to serve it?

Fix these issues and my rating changes to 5.",Battery drain,5,False,"{'id': 7299929, 'body': ""Your feedback is really important to us and we're always looking for ways to improve your experience! Feel free to reach out to us at (833)-778-2929 or via email at appfeedback@subway.com."", 'modified': '2019-02-14T16:17:57Z'}",Subway
61,2020-04-29 04:54:36,valshay901,"I placed a Order Online. Picked up order & got home & realized the Manager made our Subs wrong. I called & she talked to me as if I was a dog. She was yelling & over talking me. Stated she was remaking sandwich nor refunding even tho my order was wrong. The Manager was extremely racist, rude, unprofessional, unsanitary & the most rude person I seen in my life. She told me to leave before she call the police & told us to get up out the chairs and stand up. The police came & tried to talk to her about refunding me since the food was incorrect & I no longer wanted the sandwiches. She said NO. She was touching surfaces & picking up things off the floor not washing her hands then she kept touching everybody food as if she was trying to get customers sick. The Manager was completely violating COVID19 regulations. The food was never ate & I’m stuck without a refund. I will NEVER IN MY LIFE visit subway again with RUDE RACIST UNPROFESSIONAL Managers like her. SHE NEEDS TO BE FIRED. The location on the Subway is 4405 Elvis Presley Blvd in Memphis, Tennessee.

This happened April 28, 2020 around 1:17pm","Racist, Rude, Unprofessional Manager at 4405 Elvis Presley in Memphis Tn",1,False,,Subway
62,2021-10-18 17:04:16,Wildweilder,"UPDATE: since the last update, the app only allows you to pick a sandwich and add to cart.  There is no longer a way to select 6” vs. footlong or to add/remove ingredients!  Had to call my local shop to submit a pick up order!  Please fix this.  That is a major error…

————————————————————

The way this app walks you through ordering is very intuitive and actually fun. Pay through the app. Then, just walk in the store and pick up. Easy and quick. And if you do the traditional in-store order, having both rewards card and payment method in the app puts everything in one easy place. But if you want to pay cash or a method not in your account, you can do that, too. The only thing I don’t like is it only gives four protein options for the kids meal. If you want to get one that’s not built in, like tuna, it won’t let you customize the protein, and you’ll still have to order in store. Could use a tad more flexibility in that respect. Still, great app!",Can’t Customize Sandwiches!,2,False,"{'id': 25814459, 'body': 'Thank you for your feedback. After selecting a sandwich, you should be able to scroll down past the product image to select the bread and toppings. If this is not working for you, we would like to investigate further. We encourage you to visit https://www.subway.com/en-US/ContactUs/GuestCare to provide additional details about this experience.', 'modified': '2021-10-21T14:28:25Z'}",Subway
63,2018-02-15 10:48:34,Prissy S,"So far I’ve had a superb experience while using this app! I’ve only had it for a week and have placed a order from it on two separate occasions within that time. It’s a great app, but it could still use some improving. 1) While ordering cookies, there should be a way where you can choose more than one type of cookie at a time. Also on the “my order screen” afterwards, the list of cookies you chose should be listed to confirm it was picked correctly should be shown instead of just “cookies” 2) I tried to order and customize a personal pizza and realized there’s no option to add ANY type of vegetables! It also only gives you three meat options, so I had to login and use the web version to complete that half of my order instead 3) there also should be a way to incorporate coupons before you pay. 

I hope to see these issues implemented in the future upcoming updates",It’s ALMOST superb,4,False,,Subway
64,2020-07-13 17:36:14,njd1234567890,"I love when food places have an app that you can order and customize your food ahead of time and just walk in to pick it up. I’ve used the subway app many times and found somethings that I don’t understand...

1st is why all locations don’t have the same options on their app as every location has the same ingredients. For example, when I go inside, I order turkey & ham sandwich, but very few locations offer a turkey AND ham sandwich on the app when it’s doable in the store.

2nd and most frustrating is that every time I order a sandwich, something is wrong. Forgotten lettuce, forgot the cheese, forgot to toast it, forgot bacon, forgot ham, wrong bread (one shop did call me to tell me they were out of the bread I choose, which I liked), forgot the sauces, etc. I think by now I’ve experienced each ingredient missing at least once (minus bread - that’s a little hard to forget). It’s not just one location either so I assume something with how the order is sent to the sandwich makers that it may need to be formatted differently so they can see it better.

Don’t get me wrong, I love subway and their app has AMAZING deals. I just wish that either the sandwiches would be made accurately or there’s a way to give feedback on each order that can be sent to the shop so they can improve or simply use in-app deals when ordering in person.","Great idea, poor execution",3,False,,Subway
65,2020-06-05 03:51:41,Courtney Keifer10,Worked great the first couple times then I had an issue where it defaulted to a previous pickup time hours later than I wanted it. The people in the store said there was a 1800 number on the app because it isn’t actually subway’s app it is ran by a 3rd party so after scouring the app I see it says call the store to cancel. Seeing as how I had already tried this I decided to just go to the store where they advise me to just not pick up my order later and the order and pay then and there and that worked. NOW a couple days ago I get an email saying thanks for updating your app your order will be ready soon. SOMEONE HACKED MY ACCOUNT changed my name to their name and paid for their order in Chicago with my credit card. I live in Indiana. I call the number the email provided for if I didn’t make that order only for it to tell me they went all digital and to send an email complaint. Bottom line the app is INSECURE AND TO GET HELP ON OR WITH! Just order in store save yourself the headache. Shame on you subway for launching such a spotty app!,Beware,1,False,,Subway
66,2020-09-28 16:37:11,IPhoneUserTLH,"Some apps you try to order through just are not user friendly. You try to edit the order to your liking and it doesn’t allow it, or the app says you have coupons you can add, but when you try to it doesn’t apply to the order. I’ve never had any of those problems with the subway app! I love using it. I order my sub, select the time I want to get it, I go right to the location of my choose, and it’s there, exactly how I ordered it and for the price I asked for. I honestly have not found an issue yet with it. I have had the occasional occurrence where I go to order something, and the screen does not load, but that’s simply due to spotty service! If I ever find something I don’t love, I definitely will edit my review to include it! But so far, everything is good!",Love this app!,5,False,,Subway
67,2020-08-26 16:58:13,Madavis4688,"I use this app constantly. If you like subway, then you NEED this app. It keeps track of your orders, lets you create a sub and then save it as a ‘favorite’, so next time you just click on the ‘favorites’ button and choose it. You also earn coins. Collect enough (easy to do) and you can get $2 off your next purchase (or save them up until you have $4, or more). Different deals going on through the app, too, such as free cookies, drinks, or chips, or even great deals like 2 foot long subs for $5 each. The app will also email you other promotions going on. Finally (the best thing) is that you do not have to stand in line. Place your order through the app, wait 10 minutes or so, then simply walk in and get your sub. If you are not using this app, you are missing out!",Great app!,5,False,,Subway
68,2017-11-03 20:17:38,Goran.Trpchevski,"This app never works. I can’t pay with it, and I put funds of 50$ on previous version that had been working great. After I put funds sometimes at the beginning of 2017, somebody at Subway decided that they need to change the working app, with this one that don’t. After that for almost 3-4 months, my funds were stuck with no option in the app, to pay with it. After that this app came along and I tried to pay at least 30 time with it, and I did only few times. Sometimes the app is not working, sometimes the employees doesn’t know what to press to charge me. So today was the best: On international Sandwich Day you can’t use the app, because there is ad over the app when you open it, and it doesn’t go away no matter what you do. I still have some 4-5$ stacked in this app, and I wanted to use it, but I can’t. So Subway, would you do something about it? You are losing business because of this app. Happy International Sandwich Day to all Sandwich lovers out there","I would give this app 0 stars but the app, doesn’t allow u to that, like everything else in it",1,False,"{'id': 1676874, 'body': 'We are working on ways to improve the app experience - we would love your feedback to understand how to make the process easier for you. Please reach out to us at 1-800-888-4848 or via email at appfeedback@subway.com.', 'modified': '2017-11-06T15:35:39Z'}",Subway
69,2021-05-13 20:38:22,Maritello1399,"Subway is the closest place to my office, so I go there all the time. The app usually is very convenient, but lately I’ve had an experience that is just frustrating and it’s been going on for about a month now. For starters, I am unable to apply the $2 off any of my orders. Errors have been occurring every time I’ve tried to use it.

The errors have come up EVERY TIME I use the app now. It takes 2 or 3 tries for me to get a confirmation of an order. 
However I just found out a few days ago that even though the error occurs, the order still gets sent to the restaurant without me knowing, and I get double or triple charged for my orders, and I still only get the one confirmation. Y’all need to really try to work on the commutation between the guest and the restaurant and the app, because it’s ridiculous to get errors every time I try to put a order in and then get charged for a sandwich order I didn’t even know went through.",This App Has Gone Downhill,2,False,,Subway
70,2021-04-17 00:51:23,Kaybrown01,"I have used the Subway app 2 times and both have been HORRIBLE! First use I made an order from the app and went to pick my order up and the location advised, they were closed and no longer making orders. Which I had to wait 2 days and go back there to be refunded. The second time has turned me off completely! I placed an order, only to arrive to the location and it was closed! Also, was told by the station it was attached too that it has been closed for 2 days with no word on reopening. I tried calling the 800 number and was told everything is now by email, so I sent in a message advising of the situation and that now I was out of money for subs that I could not get and would like a refund. I received a message back advising “ Thank you for your feedback, our apologies on not updating our app, I have forwarded your reply to our management team. However, no info on my refund or anything!  I would have given no stars if I could. I will never use this app to order food again!!",Update Stores on App,1,False,,Subway
71,2019-08-16 17:18:13,M Liz Whit,"I love the Subway app and use it often. I visit many locations and have found the app to be very useful. I mostly visit two different Subways near me, but especially the one closest to home. The Subway location on the app close to my home does not reflect certain information correctly. They offer breakfast all day, which is something I order often, but the app says they do not. Therefore, I’m unable to order breakfast at any point of the day on the app. They also have pepper relish at this location, but it’s not a selection on the app. I have reached out to Corporate about updating the selection criteria for this particular location a while back, and haven’t seen any changes. I hope one day they make these changes so I can properly use the app for my favorite Subway location.","Great app, but could use work!",5,False,"{'id': 10265192, 'body': 'Hey, there! If you could give us a call at (833)-778-2929, or send us a message at appfeedback@subway.com, with the missing items, and restaurant address or store number- we can contact that local restaurant team and make sure they update their menu. Thanks!\r\n', 'modified': '2019-08-20T19:54:58Z'}",Subway
72,2018-06-07 22:20:47,Dmarkusss,"I will neverrrrrr order from a mobile app again . I trusted subways app because I had been using it for the longest, and I can link my PayPal account to it.... however, SUBWAY in Fayette, MS on the other hand, has workers there who are not concerned about helping customers. I made a mistake and ordered two of the same wraps on the mobile app. I called in to the store to cancel one and the girls giggled and said No they couldn’t do anything. I then called customer service, they said they couldn’t do anything either all they could do is reach out to the franchise owner. How do you not have an OPTION TO CANCEL an order you just submitted not even minutes ago!!! No one wants to cancel my order and refund me my money.  I never want to go into this store again. Hours later the girls call my phone laughing and saying these exact words “you need to come pick up your order” I said “I told you hours ago I did not want the order” she says “so, you already paid for it come and get it” and hung the phone up in my face!",No way to cancel order or stop order immediately!  Bad experience,1,False,"{'id': 3826417, 'body': 'We apologize for any inconvenience this caused. Please contact us at (833)-778-2929 or appfeedback@subway.com. so that we can make this right! Please mention your concerns, the restaurant location, and your user name while contacting us. We look forward to hearing from you.', 'modified': '2018-06-13T14:15:14Z'}",Subway
73,2018-11-26 14:40:43,angelcolumbia,The app used to be intuitive. Now it’s cumbersome and won’t let you choose options. Favorites are no longer easy to use either. So I have to rely on going to my history. Problem is they don’t give you any information on the summary screen about the details of the orders are so you constantly have to close and open each one to see if that’s the one that you would like to re-order. It also will not let you use your rewards and less you start from scratch on the order. So it takes away the convenience. And when I tried to place my order from scratch for a breakfast sandwich it will not let me choose a white eggs or mozzarella cheese I am stuck with the standard items and then I have to make all kinds of notes in the comments so they will even know what to make. It went from a nice app to a nightmare. I also find that text I get on deals I cannot use through the app so I have no way of applying the deal to my order.  I am treated better as a customer that signed up for text than a repeat customer.,Update is awful,1,False,"{'id': 6241833, 'body': ""Your feedback is really important to us and we're always looking for ways to improve your experience! Feel free to reach out to us at (833)-778-2929 or via email at appfeedback@subway.com."", 'modified': '2018-12-04T18:42:10Z'}",Subway
74,2022-01-12 22:49:39,Annoyed over incompetence,"The subway I typically go to is good and has good staff, however it doesn’t seem like subway pays attention to who the delivery drivers they hire are. When my order arrived, half of one of the footlongs was missing and the remaining 6 inch had been crudely rewrapped. I’ve never had an issue with the store and it genuinely appears that the delivery driver just chose to take half of a foot long and attempted to badly rewrap the rest. When I called the store, they said there was nothing they could do other than remake the order and have me go to the store to pick it up since they can’t put in complains about the delivery drivers either or do anything else about it. If delivery is going to continue to be an option through the app, there also needs to be a way to rate and place complaints about the delivery drivers. I will no longer be using the app for deliveries and will instead use Ubereats or any other delivery service when I find myself wanting to order subway again.",Do NOT order delivery using the app,1,False,,Subway
75,2018-01-31 20:54:46,Slim463,"I love the app. unlike other reviewers, the swiping left on items to customize or remove is a breeze.  My only criticism is the dressings selection.  If you order a salad. there is no where to add a salad dressing, such as fat free Italian. I am only left with the comments area to ask for a Italian dressing.  And most of the time the people at the subway location don't even read them.  I always get asked at the window or register, “Did you want any dressing?  I tell them,”I wrote it in the comment area!” Their response,” Oh we never see or read that area.”.   OH BOY... sad.

I think all dressings should be listed for selection. Yea you get the normal selections mayo, mustard, red wine vinegar..etc... but not any of the other choices. I hope the developer reads this comment / review.  And seriously takes this request enhancement under consideration. 

Otherwise great app.  No waiting, just stop pickup and go!",Works great!  But....,4,False,,Subway
76,2021-10-09 14:49:47,RDU06,"Look, I understand that you want customers on the latest version of your app, but this isn’t a banking or financial services app, and even many of those allow you to use the app, even when an update is available. 

Not that it isn’t already extremely frustrating to be forced to update when all you wanted to do was scan for points or scan to pay, but to make matters worse, every time you force an update you also log us out. 

most of us not are app experts, but all of us have enough apps to have an opinion regarding the difference between good app practices, critical app practices and annoying app practices. Subway continues to fall into the latter - you are not a banking app and if you have to force updates to patch critical errors (at every update) then perhaps you need new developers who don’t leave our data at risk every time a new version becomes available. And if that’s not what’s happening, then STOP WITH THE FORCED UPDATES & ACCOUNT LOGOUTS FOR A FRICKIN SANDWICH!",This isn’t a critical or financial app,1,False,,Subway
77,2021-02-03 03:24:08,bb1769,"I’ve used this app for several dozen orders in the last couple of years. Overall it works, but I’ve had numerous problems including:

1) orders are rarely ready by the time estimated. Usually it’s another 5 to 10 minutes or more. Staff do not appear concerned about this. Of course they can be busy, but what good is a time statement if it’s consistently missed?

2) app does not refund missing items. I added avocado today, but the store was out. The store and app have no way to remove that charge. They offered to give me cookies or a bottle of water, but I didn’t want any of those. 

3) ingredients are often omitted. We ordered a tuna sandwich a few months back. Picked it up, drove to a picnic spot, and discovered the sandwich had no tuna. Today a BMT was missing the pepperoni. No indication the staff realized the omission. There’s no way to report problems or request a refund. 

4) favorites are often useless. If you try to order a favorite, but that store doesn’t have a particular ingredient in the favorite, it won’t let you add it. It won’t tell you what is unavailable. Only choices are “Find another location” and “Continue”—which skips adding the sandwich and returns you to the main menu. It should show you what is unavailable, and then let you add the sandwich anyway and customize as normal.",Ready time is rarely correct,3,False,,Subway
