,title,isEdited,rating,review,date,userName,Company_name
51,Cannot transfer $ into KK card,False,2,"KK IT says that they have never seen this before. Have you?   I am using an iPhone SE with current iOS, have tried an American express, and two different visa cards.  I get an ""error - try again"" dialogue box almost every time I try to use ""Transfer ."" Occasionally, randomly, it will transfer. 
 I have tried my wi-fi,  LTE, and KK's guest wi-fi, all with bad results. I dumped and reloaded the app. I also restarted my iPhone. 
Also the ""replace saved card"" switch does not work. I had to go into my profile to remove the saved credit card. 8/4/17.",2017-08-04 21:03:35,Avsafety,Krispy Kreme
52,"Used to be great, but new rewards program no good",False,2,"I used to be able to buy doughnuts and get rewards based on my spend, but now KK has revamped the rewards so all purchases are “categorized” into donuts less than a dozen, doughnut dozens, coffees, and specialty coffees. I now have to buy a dozen orders of a dozen doughnuts before I get a free dozen. It is *much* harder to get rewards now, and frankly, not worth it anymore. Best thing about this app is the hot light feature, but I’ve discovered it isn’t as accurate as one would hope. This app has gone from essential to a waste of time. Deleting.",2018-09-24 01:29:15,charcoalgriller,Krispy Kreme
53,"Doughnuts good, app annoying",False,3,"Ok so I have no problems actually using the app, and enjoy the doughnuts. But my complaint is that every time the “hot and now” light apparently comes on I get a notification on my phone. No matter where I am or how far away. No biggie, I can go into the app and turn off notifications right?  Well, I did that... turned off notifications in two separate places within the app. Couple of days later and it’s back on, and I certainly didn’t activate it. STOP MESSING WITH ME KRISPY KREME!",2019-01-19 01:06:00,UNCTEP,Krispy Kreme
54,Where are the points?,False,1,"Did KK recently change their rewards program so you can’t choose your rewards?  I liked that I could accumulate points, and then use them as I choose.  Sometimes I get a donut.  Once, I saved up for K-cups.  
Now I’m seeing that there is no rewards point tally, but that I have a free dozen.  What am I going to do with a dozen?? AND it expires in December!  Points down the drain?  I used to be motivated to earn points, but no longer.  The fun is gone!
And if I’m wrong, and everything’s the same, and I just haven’t figured out the app enough to know that nothing has changed?:  Lousy version!",2018-09-22 18:09:18,ShellsBells66,Krispy Kreme
55,Disappointing,False,2,"The app with its rewards system was one of my favorites. However, after redesign and reward system change - it’s completely useless. Take this for example, before if you buy a couple of dozen donuts you could score a free donut or coffee. Now if you buy 11 coffees, plus 11 donuts, plus 11 dozen - you will have nothing, like literally, with new rewards system you can spend more than a hundred dollars and not score a single free item. The design of the app is also bad and there is no way to link gift card to the account.",2018-09-17 17:04:05,IvansBet,Krispy Kreme
56,Remind customers to use it,False,3,"I love the app, but the employees rush check out and NEVER ask if you have the rewards program. I spent over $100 once and they said, “Oh, sorry, we’ll catch it next time. Ummmm no, you need to fix it now. That’s 2 dozen free donuts I would be giving up. Look KK already closed once in Billings, let’s not make it twice over crappy service. Finally a manager said, “Mam,
I will fix it for you this time, but it’s not
our job to ask. Well gee wiz gomer pike even Starbucks and JCP ask you if your a reward member. Hello, it keeps people
coming back. Remember KK donuts
aren’t a necessity. If I get that service again I will go to my local bakery, they sell bread, croissants, rolls, oh and donuts!!!
Please be kind, and rewind the attitudes!
Take a lesson from Starbucks,
I waste $17 a day there, and I don’t care because they respect me.",2018-06-05 06:30:28,GroceryGitter,Krispy Kreme
57,Every week a new defect,False,2,"First time I used this app it was great, was able to pick the drinks I wanted and customize a dozen with all the current flavors. Since then it’s hit or miss. Last week, the option to customize a dozen was missing and only box of joe coffee available. Yesterday I could customize my dozen, and no speciality coffee, and today no donuts at all show but there are pages of coffee options on the donut tab. If you need a complimentary UAT tester, let me know, just do something to stabilize the experience.",2020-10-17 13:44:13,Jespaz,Krispy Kreme
58,Needs Improvement,False,2,Placed an order for pick-up yet the app shows no order history & also didn’t give an option to save my card info when placing the order. I was not given a receipt so I couldn’t even get credit towards my rewards. It makes no sense to have to still scan in to get rewards when placing an online order. This should be like any other app such as Dunkin’ or Starbucks where the rewards points are automatically added.,2020-10-01 01:19:08,P.F.,Krispy Kreme
59,Can’t select donuts,False,2,"You’re app and website are useless. If I push to start an order it goes to doughnuts but shows nothing to select, Same for coffee etc. there is simply nothing there to select. I got it to work one time! But then had trouble me with something else so had to start over and again doughnuts are missing to order. I give up. I’ve tried both your website and app with the same problem. I will just order treats from somewhere else.",2021-12-18 18:18:09,Kazber,Krispy Kreme
60,Makes my life worth living,False,5,Before the Krispy Kreme app I was lonely and depressed but since I have started using this app to find hot and fresh doughnuts my life has been completely transformed.  Just this week I have found over 4 dozen hot doughnuts every day with the app and I am so thankful for whomever created this app. I could not imagine my life now without doughnuts for breakfast lunch and dinner.,2018-06-25 21:49:56,Russr727,Krispy Kreme
61,New program!  Exciting?  No...,False,1,"The old Krispy Kreme app was great. Then I started getting emails about the new Krispy Kreme app and the new program. I was excited at first, but then I realized that instead of receiving a dozen free donuts after buying five or six dozen donuts, I now had to purchase 12 dozen donuts. They essentially doubled the amount of donuts that you have to buy in order to get a free dozen. We almost always eat our donuts at the store as well, but the app doesn’t take into account me purchasing drinks or milk, only donuts.  I don’t believe this was a good move for them at all and I will probably stop going there.",2018-10-19 17:40:59,rfcviper,Krispy Kreme
62,This app does not let you custom order,False,1,"I think this app is horrible. I have tried to use this multiple times, but it does not let you create a custom order. Each time I check my store it will only let me order a dozen glazed donuts only. 

Occasionally it will show a potential order for a mixed box that is pre selected, but again not let you create your own box even if you set it up for the next day. I have also noticed I will get an email for a special, but that is not available to order either.",2021-04-02 12:01:09,Person123456789101112;13141516,Krispy Kreme
63,Glazed Donuts,False,5,"I love Krispy Kreme glazed donuts. They remind me of the glazed donuts I grew up on. The only difference is in upstate NY we had bakeries on just about every corner. Jewish, Italian, etc. and the glazed donuts were not hot out of the oven. We liked them just the way they were. That is the way I like them still. They have plenty of glaze on them like when I was growing up and I prefer them not to be heated.",2018-06-08 19:42:06,qualneta,Krispy Kreme
64,Yummy donuts,False,3,"It’s august 8th and I wanted Oreo donuts. Unfortunately, when I tried to check out with a few in the dozen I picked out, it said that they were available until 7/29 and to redo my order. It’s also frustrating when I go to pick up my order 10 minutes after it’s supposed to be ready and I take them by surprise. And then my order is wrong. It was a frustrating experience today.",2021-08-08 15:29:42,MyReview867,Krispy Kreme
65,"App won’t find our Springfield, MO location",False,1,"We are unable to add purchases to our account through the app. When entering Springfield, MO as the shop location, we receive 11 stores to choose from, none of them in town.
The assistant manager was unable to override a reward on my app and since I paid for everything, she suggested I add the purchase through the app. Another employee said our location hasn’t shown up on the app for a “long time.”
I was jazzed about points and rewards and supporting a fun shop in town. This app has made our Krispy Kreme experience LESS enjoyable.",2020-03-13 02:48:57,sjnance,Krispy Kreme
66,Not worth the trouble.,False,2,"The main reason for the app is rewards and offers. In the new rewards system it’s broken into four categories and you have to buy 12 items within a category to get 1 free of that type of item. Also, quite often the purchases don’t even register. I’ve contacted customer service twice and both times they claim it will hit the account but it never does.
Now, for the offers, half of them only hit my email and don’t even show up on the app...",2019-01-02 19:50:28,jjtenbensel,Krispy Kreme
67,Don’t bother,False,1,"I have yet to find a store that 1) has a scanner to scan the app, 2) has a WORKING scanner, 3) knows how the program/scanner works or 4) participates in the rewards programs.  Employees seem untrained or uninterested in the program. Last two trips I was told the scanner didn’t work but give us your phone number and we will credit your act. I did....they didn’t. 13 trips to Krispy Kreme and have yet to get a single reward point. Zero! Rewards hotline said get a receipt and call us every time and we will credit your act. Sorry but I’m not going to work that hard for a free donut.",2018-06-22 20:29:41,Chappy675,Krispy Kreme
68,Can’t use in store,False,2,"What is the point of loading money onto this app if they can’t process it in store? 
This is the third time I’ve gone in store with my phone and they couldn’t process payment. I had to go back out and get my credit card, when I had over 12 dollars loaded on this useless app.
Starbucks makes it easy, I can even order before I get to the drivethru and pay with my phone without ever having to interact with a single person!
Get it together Krispy. Your coffees not that amazing.",2017-10-12 13:53:37,ambriasornia,Krispy Kreme
69,"Usually good, few hiccups",False,4,"Usually love the app, and it’s convenient to order online and pick up, as well as submit missed transactions towards my rewards progress. I haven’t been able to access the app for the past two days and get a message saying unable to securely attach to the server whether I’m at home on WiFi or out on LTE.",2021-09-14 21:34:36,Mes21329,Krispy Kreme
70,Terrible,False,1,"Be careful with this app.  I ordered a dozen donuts handed the cashier a coupon for $3 off one dozen and my gift card that had a remaining balance of about $2.50.  As I waited for her to tell her how much more I owed her she said, “ you had enough credit for a free dozen so AFTER  I scanned your coupon and took the balance of your gift card, you don’t owe anything.”  I told her that’s not right, I just gave you  almost $5.50 towards my donuts which means I’m not getting it free.”  Her response was, “ I’m sorry but that’s the way the new app works.”  I would give the app less than one star if I could.",2018-09-14 20:51:44,Blaneyelemteacher,Krispy Kreme
71,"Can’t Redeem, Store Not Found",False,1,"I went for St Patrick’s Day for the double dozen donuts to bring to work and share. I saw there was an app and have been a regular. Decided to download and put to use to get some rewards for being loyal. As I open the app to input this transaction it shows that my Krispy Kreme is not on the list, and therefore I can’t redeem the transaction/points. Yet when I use “Find A Shop” it’s there; WHY!? There is only one in town and the next is 11 miles away, this needs to be fixed in the app or I will just use another donut franchise that can reward my loyalty.",2020-03-18 14:09:40,Le me casual player,Krispy Kreme
72,Worth it...when it works,False,3,"The last 3 times I’ve tried to use the app it refused to log me in. Even when I reset my password and tried to log in 2 minutes later I got an error message that my login info was incorrect (I wrote it down and saved it on my phone so it couldn’t have been wrong.) 

When the app works I love it. Maybe to combat this issue there should be a way to scan got receipt so you can still earn points.",2018-11-22 15:45:37,knchilds,Krispy Kreme
73,App doesn’t work very well,False,3,On ios and it’s kinda difficult to order for pickup. There aren’t a lot of doughnut options.  If you wanted only half dozen of assorted not all the doughnuts would be on the doughnuts selection side same as for assorted half dozen. Always want to order ahead but it’s so difficult. It’s just better to to walk in. App works fine for just a reward scan or redeem.,2021-02-13 11:52:55,JayJ3395,Krispy Kreme
74,Unstable App,False,1,"I have apps for nearly every restaurant and fast food place available, and this is by far the worst. Frequently, the app won’t let me log in. I just got an alert from the app, and I connected directly to see what the alert was - couldn’t get logged on after repeated tries. It would take my fingerprint, and then the little donut would spin and spin until it timed out. It’s almost like they have 24,789,623 people trying to use an app designed to be used by 125 people. Just awful app. The developers should never be hired to make another app for anyone.",2019-01-18 15:10:42,Jairrhsjsdiehsjsj,Krispy Kreme
75,"Always down, doesn’t give points",False,1,"I used to love this app but now it can’t seem to keep track of points (I’m still at 4 credits after buying three or four dozen), always seems to be down and though employees always take my phone number to supposedly put in points, my balance never changes. All my old points (I had several hundred) are gone. Haven’t had a reward since the update even though I go twice a week; it’s starting to feel like a scam. So sad, I always looked forward to going and seeing my points rack up",2018-10-20 17:42:35,klackalacka,Krispy Kreme
76,Horrible App,False,1,"Horrible App. I was able to use it once when I first downloaded it but now it won’t let me checkout or it doesn’t even recognize the location which I’m trying to get from. I don’t need to go inside, I have a pet and need to get it from the window but the fact I have deleted the app and download it not for it to work is frustrating. I love the donuts and I love the service team and I love the company but too bad the tech side is nowhere near as good as Krispy Kreme. This app does not do this amazing company justice.",2020-10-09 01:44:16,NYCjjgirl,Krispy Kreme
77,Need back-up sign in,False,3,"I like the app and chose to sign-in via Facebook. Never had an issue until now. I keep getting “ App Not Setup: This app is still in development mode, and you don't have access to it. Switch to a registered test user or ask an app admin for permissions.” Tried going on their website to see if I can change to an alternate sign-on, no option to.",2021-10-29 13:57:18,SignOnFB,Krispy Kreme
78,"Placed an order, app crashed but still charged my card.",False,1,My first time ordering through the rewards app and it charged my card. The app gave me an error about my rewards and the order never went through on the store’s end but still charged my card. I  Contacted both the store and the customer support number and neither were able to assist me. I was told that by customer service they are unable to help me with online orders.  Now I have to dispute with my bank! fix your app!! 🤬 This ruined my morning because this was for my job!,2020-02-03 15:40:02,RaeRaey,Krispy Kreme
79,Needs work,False,2,"Definitely not a high quality or highly dependable app for that matter that one would expect from a corporation to release. Very difficult to navigate, logs you out at nearly every page change, and no real way of saving your favorite store? Mine keep defaulting back to Jacksonville Fl and I live in Virginia? Anyway, I digress, it needs desperate attention perhaps even they should look at a different developer to take over the project to make it more user friendly and streamlined.",2019-02-02 03:35:06,Mav-72,Krispy Kreme
80,Love ...but,False,5,I love Krispy Kreme App...points are added fairly quickly. My problem or pet peeve is why cant we erase our messages after they have been opened/read/received. They are not necessarily taking up memory on my phone but it irritates me that I cant delete messages from February 2017 and it is April 2018. Other than this...love it!,2018-04-22 11:14:21,57NE24,Krispy Kreme
81,Yum,False,4,I like the app for the rewards. Has been very beneficial until today. I tried to check my app for my points. I wanted to redeem them before I go out of town tomorrow. But the app is telling me “something went wrong while trying to open app”. Everything is updated they had an update last week to fix bugs... but def still has one right now.,2018-05-17 11:31:46,Lalalaurencampbell,Krispy Kreme
82,Problem with app,False,2,Tried to put in a missed transaction on app to get rewards. You have to pick your location first and my location was not on the drop down menu. Emailed using the email provided in the app. Response to email was “send us all the info and we will put it in and you’ll see the results in 7-14 days.” Great - but you didn’t address the problem of my store not being in the list of local stores!,2020-06-16 16:39:00,jkhxcy,Krispy Kreme
83,Doesn’t even work. Crashes immediately after opening,False,1,"I would give this 0 stars if possible. They changed the rewards system with 0 notice a couple years back and you lost all rewards you had. Now, the app won’t even work at all. Open it and it either crashes immediately or I get a pop up that says “uh oh! The data couldn’t be read because it isn’t in the correct format” Just horrible customer service to have a garbage app for such a big company. Pathetic would give 0 stars if possible.",2019-09-29 14:31:38,Jmitch83,Krispy Kreme
84,Payment Method,False,2,"This app works fine on a very basic level. My one major complaint is the payment method. Right now it only allows people to add a credit card but I have gift cards that I use, but every time I get to the cashier, they have to manually type in the barcode number, since the barcode itself won’t scan properly. If I can add the gift card to my app and pay straight from there, that would make my transactions so much smoother and faster.",2019-12-18 03:50:14,Actuary44,Krispy Kreme
85,Please fix the app,False,4,"This app is amazing, and yes I come to my local store weekly. 
But recently the app either doesn’t recognize My email or it will close the app. This needs some bug fixes because I know each visit rewards you with points, and yes I can still give my number at the cashier, but when will I redeem any of my points if the app is not working?",2018-10-25 13:50:24,elizlolo,Krispy Kreme
86,"Can’t use coupons, small selection, can’t buy a dozen",False,1,"I bought a fundraiser card. I can’t use it on the app.
I tried to order a dozen assorted donuts. The app tries to charge them individually instead of buy the dozen.
I told the store employee that the app was only letting me select a few donuts, not the entire menu. He said the store manager sets it up that way.
Everything I would use the app for (to order a customized dozen, to use a coupon) I can’t do on the app. So the app is almost entirely useless to me.",2020-09-19 23:49:16,joe hungry pizza man,Krispy Kreme
87,Doesn’t load.,False,4,"Since the update, app doesn’t load. Only shows the icon but doesn’t do anything after that. Luckily my KK allows the phone number for points. But can’t see what I have for rewards. This is why I wait to update until forced because there’s always bugs in new updates.",2020-05-18 18:14:37,polishmiss,Krispy Kreme
88,Need a scanner at drive thru,False,2,"This app is just ok. One thing is that they don’t have a scanner at the Akron location so they have to take your phone(unlocked) into the store. Where the register is located I can’t see them. Also, my birthday rewards don’t show up. I received the email and followed the instructions but once I got there the cashier said it wouldn’t work and acted like I had already used it and was trying to get free food. It’s only a doughnut and small coffee. Get over yourself lol",2018-06-17 06:24:21,cece2651,Krispy Kreme
89,Repeated Network Failure,False,2,"Today is only the first of many times I’ve tried to log into the app to take advantage of a special offer, use my credits, or register a purchase, only to get the message “Network Unavailable.”  It’s NOT referring to my own network capabilities because I can use other apps at the same time I get this message from Krispy Kreme. 

When I can log in, the app is fine, but so often, I can’t log in to use it.",2020-09-29 19:24:15,Sheltie Mom AW,Krispy Kreme
90,Login issues and no Apple Pay,False,2,"I have to log in every time I open this app. It never remembers my account information, and I’ve had to reset my password many times because the app doesn’t trigger my phone to recognize it as a user name and password to save. Also, why does this app not take Apple Pay? You lost my order to Dunkin’ today, because I could Apple Pay in their app without having a card with me.",2020-07-18 16:19:33,Böhme417,Krispy Kreme
91,New Update Dissappointing!!,False,1,"Sorry, but I think the New Update of this app is worse. It takes too much longer to get rewarded. Can't get rid of messages- old messages- not sure why there isn't a delete ability especially after the message is old or expired. I LOVED THE OLD APP because it seemed you got a free donut or free drink much quicker and it made me go back to Krispy Kreme more. I MISS THE POINT SYSTEM too! Now it takes so much longer and I feel I will not go back as much as I use too. PLEASE CONDSIDER revamping your app rewards- not much of a rewards program anymore.",2018-10-28 22:31:51,sandy2122,Krispy Kreme
92,Store great. Apppppp.........,False,4,"I always know when it's hot now it pops up on my phone yay. But when I go to my local Krispy Kreme and I want to turn on my app 

The appIt made this up. I’m adding in my part. Sometimes works.  But took all my points at end of March. This years too. The last 2 visits it’s made me religious in and won’t take my password. The folks at the window are very helpful and always understanding no matter what time. 
 

it never does I have to sign in with my phone number which frustrates me and the people at the window I never know what the points are actually going to get on there or if I have to keep my last receipt so that's a bummer all the way around.",2018-05-06 17:30:10,Mag 007,Krispy Kreme
93,Error when I try to load money to use,False,1,"I like the concept of this app because it is nice to have been a pinch when you don’t have your wallet on you like I tend to do sometimes but if I can’t load money onto it using my card then what’s the point of having the availability to pay with the app, every time I try to do it I keep getting an error message or being timed out is really something that needs to be fixed in order for the app to be effective, if that’s the case I’ll just pay with my card",2018-12-23 13:48:41,Chris42485,Krispy Kreme
94,Missing rewards,False,1,I had 5 dozen free donuts. Just went into MV location and It showed no rewards. Several months ago I purchased 12 dz for work. They automatically used 4 of my rewards. I was saving them for another time. They cancel out the transaction. But I never received my rewards my rewards back or for the current purchased. Staff said I needed to call corporate office. I emailed with no response. Frustrating Staff has no idea how to check app or anything about the app. Or give rewards. Of course no manager was “there” to help either.,2018-12-09 18:49:59,dhaubner,Krispy Kreme
95,Points disappear after every update!!!,False,1,"I downloaded this app because I buy donuts for my coworkers a couple times a month. Every time the app has updated, all my points have disappeared when I log back in. I had enough points for a free dozen donuts twice and when I updated the app all the points disappeared both times after logging back in. This is very frustrating. What’s the point of having a rewards system if your points get reset after every update? Please fix and give me back my points",2018-09-02 21:31:39,BlueDevil33,Krispy Kreme
96,Can't log into site nor my rewards,False,2,When my phone updated it's made my app not work it says that I'm not even in the system and when I try to get in the system it say not valid email account I'm disappointed cause I was very close in point to get a free dozen but can't login with my email and I made an account when the shop opened up in my home town wish I could get help with login account and I also can't even reset password or nothing ....,2017-08-07 04:55:32,Ravenshadowqueen21,Krispy Kreme
97,Garbage right off the bat.,False,1,Somehow I created my account via the app but other than that; this app offers NO advantages over simply using a web browser. Any time I try to order it redirects to Safari and after enough attempts at hitting the “order now” button it logs me out and displays an error message stating “The info seems to be in the incorrect format”. Only when closing the app and restarting my phone does it allow me to log in. I cant stress enough how pointless this app is for me in its current state. Please do something.,2019-08-23 00:00:38,Gazorpini,Krispy Kreme
98,Rewards Points Gone,False,1,"Ever since the app went down for maintenance my app isn’t functioning correctly. I’ve updated it to see if that would help but it didn’t. I lost ALL of my reward pints, the app is constantly force closing, or not opening at all. I wish you could enter your phone number or add your barcode to Apple Pay to earn and redeem points. I no longer feel the need to have my app nor go 45 minutes out of my way to go to this chain. Really dissatisfied because i was just about to redeem my points😩🙁🙄",2018-09-24 06:37:52,Kimeee😁,Krispy Kreme
99,Rewards earned then disappeared,False,1,"Was happy to finally getting my first reward. But today went to buy two dozens and decided to not use the reward (i had a coupon from a local fundraiser instead), and marked on the app to not use it when scanning. Reward now completely disappeared from my account. Double checked my receipt and got charged for one, and shwos fundraiser promo for second, no mention of the reward. Just gone. What is the point of the rewards then?",2022-03-24 03:33:23,scuac,Krispy Kreme
100,Best Donuts in town !!,False,5,"We all love your donuts 
We get them every Saturday for our Salon not too far from
Your beechmont location , the clients just love love them so much , that's one thing they look forward to now along with a cup of hot coffee amd of course there hair for the day !! 
Keep up the good work ... We will continue to be a good customer !! 
Carla",2018-06-29 23:42:54,Attitude By Dzin ...,Krispy Kreme
101,Solid app but needs a tweak,False,4,"In the app you should have the ability to type in a tip amount for your driver for delivery/no contact delivery. Even selecting the max (20%) feels too small if you’re only ordering 1 dozen. Makes me feel cheap, and I don’t always have extra cash around to leave for the driver.",2020-11-21 17:00:06,KPraz,Krispy Kreme
102,Krispy Kreme App is Horrible,False,1,"On the app it says I have only bought one dozen of donuts and zero coffees!!! I have bought at least 20 dozens of doughnuts since downloading the app and becoming a rewards member. And I always purchase at least 2 drinks each time I go. AND they can never scan my phone with the barcode, they always ask to TAKE my phone and type it in manually EVERY single time. That’s not sanitary and they haven’t even been giving me my points! Waste of my time.",2021-10-28 01:21:03,ADHINMELOSSA,Krispy Kreme
103,Good app but...,False,4,"I love Krispy Kreme and love their rewards program but when you want to customize you can’t seem to choose one flavor more than once. For example, I ordered a 3 pack custom and wanted 2 cake batter and one raspberry filled. You don’t have the option of adding 2 of the same flavor. You get an error message.",2021-01-13 01:07:16,El Gordo de Oro,Krispy Kreme
104,Missed rewards,False,2,I’m convinced this app doesn’t accurately reflect my purchases. It needs a history option like Starbucks app. I just bought 3 dozen and 2 coffees 2 days ago but have no coffees on my app and only 3 dozen on my dozen rewards. I should have more dozens plus the 2 coffees. Keep and check your receipts! I give two stars because I’ve had the app a long time and I have earned a free dozen but it took way longer than expected. I should have earned a free coffee by now!,2020-01-05 20:13:47,hoskihouse,Krispy Kreme
105,Ok,False,5,Ok thanks for the email and the phone 📲 is ok with me and the phone and I am not sure if you have to go to the phone or if you want me to call you or text him and see if you have the information ℹ️ thanks for coming in and thanks 😊,2021-12-10 22:17:44,dudeusername,Krispy Kreme
106,Employees don’t know how to use it,False,1,I have been to 3 different locations in San Antonio and have witnessed employees literally arguing over the app. I tell them “I need to pay with my app” and they always say “you can’t do that.” Really?!?! Then why does it give me the option? Why can I load funds? I utilize KK a lot for work purchased $130 worth this Saturday did I get any of my points? Nope. Did I get to use my app to pay? Nope. Why? Because your own employees have no idea how to use it. Why have an app if you’re not going to train employees how to use it?,2017-10-09 23:17:13,Vcasanova,Krispy Kreme
107,App doesn’t work!,False,1,"You would think with all the negative reviews they would fix their app! Downloaded app and try signing in, and it said I already have an account. Try signing in with forgot password and the app shut down. Now can’t even open app, it keeps shutting down! You would  think that whoever is in charge would have the app fixed! I guess when you get to be a big corporation you forget the people who help get you there! SHAME ON YOU!!!",2020-09-28 16:32:04,Odessa54,Krispy Kreme
108,Disappointed,False,3,"I love being able to place an online order, cruise into the donut shop and smoothly glide out with my order already boxed and bagged. The true disappointment comes when you realize after ordering 4 dozen specialty donuts online you reap none of the rewards. Very, very discouraging and depressing. I will no longer order online",2021-05-21 10:52:16,nowaynohownever,Krispy Kreme
109,No Customer Service,False,1,"I have been trying to get my profile information changed. I have been calling Krispy Kreme for over three years. I have talked to several people. They keep saying, they are going to pass the information to the guy that update this information. I heard that three times. Now when you call it doesn’t have an option for customer service. I think I will go with Dunkin’s Donuts they work with their customers.",2020-12-02 16:58:00,Karynna42,Krispy Kreme
110,Good app but...,False,3,"I am having difficulty finding a location I went to. I am trying to enter a receipt from when I went to a Krispy Kreme yesterday and the location isn’t showing up on the app under the rewards section. But, when I search for locations near me it pops up. It makes no sense. In addition, I have no one to contact as far as helping me with this issue.",2020-01-30 19:35:37,alyssamorris99,Krispy Kreme
111,Ehhh,False,3,I’ve had this app for a little while now and always thought it was a little faulty. I’ve always been able to use it in store fine though. But I just checked my app and now all of my points are gone. I guess they expire??? It would’ve been nice to know that just because I don’t go to KK very often. Honestly don’t know if I’ll use it just cause my points expired so quickly!,2018-07-07 12:17:19,morgloch,Krispy Kreme
112,Great!,False,5,"Krispy Kreme are definitely my favorite donut shop! Will always choose them over others! The coffee on the other hand is terrible. The girl made a fresh pot and I was unable to drink it, threw it away. I am a big coffee drinker so that is disappointing BUT I am giving the 5 stars because I go there for the donuts!",2018-07-19 05:49:17,Theforcedone,Krispy Kreme
113,"Sign up for free donut, but you won’t actually get the reward the way it’s set up",False,1,"Signed up when I got there, there is wait before you get the coupon, it showed up 2 days later. It’s been about 2 weeks since then and the welcome coupon is gone. I’m going to a local doughnut shop next time just because the app upset me and lowered my opinion of Krispy Kreme in general. Lesson is don’t tell me about a deal than fail to offer the deal after I do my part",2020-09-18 23:16:45,injusticeshouldbesued,Krispy Kreme
114,Not getting points,False,1,"Update: my local KK closed, so I didn't know about the new point system. I've now moved, updated the app, and see all the offers in a new tab. Can they delete the offers once they are expired? I'm tired of seeing these offers from months ago! 

Original:
I have had this app for a few days. I have made two purchases and none of them are showing up in the points section. There is no description of the reward system (what dollar amount equals how many many points). I'm disappointed.

I have emailed three times. The first time I was told to wait up to two weeks. At two weeks, I sent another email. No response. After three weeks I send another email. So far, no response. Also the app never asked for my birthday, which it listed incorrectly...",2018-12-02 13:08:01,FFIY,Krispy Kreme
115,App is unwilling to sign me in or let me start over,False,1,I can no longer sign in using social media. Can’t start a new account because I have already registered my email via social media sign in. Can’t reset my password because I was on a social media account and so never had a password. This app is basically telling me my business is no longer wanted at Krispy Kreme - and naturally my birthday is this weekend and I’ll miss out on a birthday treat while this incompetent app fails to work. Guess I’m no longer a customer eh?,2018-09-07 17:43:59,Evh1234,Krispy Kreme
116,Goodys Barbershop and Braiding Salon Love Krispy Kreme donuts!,False,5,"Saturday mornings I leave my house at 6:30 AM and I drive 28 miles In The opposite direction I pass one Dunkin’ Donuts, two quick trips in one race track just to get me Krispy Kreme!
I usually get a couple of dozen for my customers in employees of Goodys Barbershop!
And this past Saturday being St. Patrick’s Day LOL we REALLY enjoyed the green donuts!😎💈💈💈💈💈💈",2018-03-21 14:18:30,Goody208,Krispy Kreme
117,No credit for non-coffee beverages,False,4,"App is good. Was better before. But still use it because of the donuts. 

However, you do not receive any rewards credit for soft drink, milk, or juice purchases. My wife doesn’t drink coffee and the kids surely don’t need it. So frequently purchasing 3 beverages with no rewards. 

PLEASE FIX IT!!!",2020-03-31 11:59:23,Bcoker77,Krispy Kreme
118,Inaccurate,False,2,"The app is an inaccurate representation of what is actually available, and the inability to order what’s available is very frustrating. The app consistently says that an assorted dozen is unavailable, but it still allows for over a dozen doughnuts to be added individually. If an assorted dozen is not available, why can a customer still purchase a dozen doughnuts at a higher price? Ridiculous and worthless.",2021-11-21 15:24:17,Momma2Three09,Krispy Kreme
119,Not great,False,3,"I finally got a reward after buying 12 dozens not even 2 months later my “free dozen” offer wasn't available anymore I didn’t even know it expired, send an email to ask and I get a reply that had nothing to do with what I asked, only 2 locations near me that are about 20 mins away. So if u guys get the free one get it right away.",2020-10-10 23:15:25,hfjghjhkllah,Krispy Kreme
120,Church group meeting,False,5,"I don’t think we should have to go to another donut shop to get what we want 
Can I get some help with nonprofits organization. Last Sunday we went to Dunkin’s Donuts and purchased 4 dozens and 2 large container of coffee when wanted to purchase it from my favorite place Kreme cream",2018-04-11 13:35:01,fargo 61,Krispy Kreme
121,I’m disappointed,False,2,"You can only order online which the app sends you too. The hotsign times are never correct, multiple times it tells me it’s on at 1 am. But they close 11 the latest.  You can’t insert points after the transaction, but they don’t ask if you have the app at the window.  They use to give you a donut when you came in and I feel like a lot has changed and it’s not for the better.",2019-12-08 20:02:13,Madcat206,Krispy Kreme
122,What gives,False,2,"Ok guys, what’s going on?  Your recent update is a dud. My app was working perfectly. Now, I can’t even order doughnuts on the app. All that’s available are the drinks and coffee. Even when I select the doughnut option it just shows the drinks. This has to be fixed!!! I love Krispy Kreme doughnuts and the app is the most convenient way for me to order on my way to work. I need this to work. PLEASE FIX ASAP!",2021-03-23 13:30:32,Flyngtiger79,Krispy Kreme
123,Developers need to make this useful,False,2,"This app is this worst compared to other reward apps. There are never coupons for you to use. You always have to get them from emails. 

Also, the restaurant scanner never works!!!! I put money on the app to use and can’t because their scanner doesn’t work. 

I’m collecting some of my purchases. I can’t add my receipt purchase to collect my reward because THE STORE I GO TO IS NOT LISTED!!!!

I work retail and we have an app to use. Coupons should be added to use from there. We even have coupons for only those who have the app so I know it can be done!!

I’ve called several times and asked to be contacted and have NEVER been contacted.",2020-06-28 00:43:03,Mar!pos@,Krispy Kreme
