,title,developerResponse,rating,userName,isEdited,review,date,Company_name
37,Bring back the customizable option!,"{'id': 28769092, 'body': 'We want to take a closer look at this for you. Please send a note to DigitalSupport@TacoBell.com so we can connect.', 'modified': '2022-03-24T22:25:35Z'}",3,Csw1891,False,"I have been using the app for a while now and never had any real issues until I went to place an order tonight. I went to add a taco party pack to my cart but wanted to change it from mixed (crunchy and soft) to just soft..no problem there, but I also wanted to remove the lettuce from my order, but there was no option to do so this time! I went to past orders and saw where I had done this in the past. I tried to just add my past order to my cart and it was all added but wasn’t added how I had ordered them in the past with no lettuce, it just put a taco party pack in my cart with no modifications. My daughters were waiting (impatiently) for me to place the order so they could leave and pick it up so I just went ahead and ordered the tacos with the lettuce on them. Once they got back to the house with the order I spent forever having to pick a half head of lettuce off of each taco. 🙄🤦🏻‍♀️ If we can’t modify or customize our order at least chill with the lettuce! 1/8 of a cup of meat, 3 sprinkles of cheese, and half a head of lettuce…come on 🙄🙄",2022-03-23 03:19:50,Taco Bell
38,Great app but need some bug fixes,"{'id': 24203239, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at DigitalSupport@TacoBell.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2021-07-29T16:48:13Z'}",4,shelliebell12,False,"Overall, I LOVE the Taco Bell app. I much prefer ordering on the app than I do at the drive thru. I love the easy customization options and that you can save your favorites.

The issues I have - it is constantly logging me out. I’m someone who never can keep track of passwords, so being logged out all the time is frustrating. Also, when you get an error during checkout because an item is sold out, or no longer being sold at that particular location, it doesn’t tell you what the issue is. So, you click “check out” and have a gigantic order for multiple people ready to go…and there’s an error. You can’t narrow it down to what item is causing the issue. In those cases I just order at the drive thru so they can tell me what’s missing, but then I lose out on the rewards points. They have added a “receipt scan” feature, but it’s not available for all locations yet. 

I have also had issues redeeming rewards, and it expires before it ever works. Frustrating as well!",2021-07-28 00:23:26,Taco Bell
39,Do you really want Taco Bell?!,"{'id': 17762860, 'body': 'Please accept our sincere apologies. Can the you please share details at tbmobileappteam@yum.com? We want to look into this right away.', 'modified': '2020-09-08T16:36:40Z'}",1,EddieSD,False,"If you love Taco Bell the you probably won’t care what I have to say. But if you don’t love Taco Bell let me say something quick about the app. You can’t cancel the order. This created a problem for me when I realized I placed it at the wrong location. The app was of no help nor does it allow you to reach anyone. I called the store I placed the order at and they were of no help and lied about refunding my order which was approximately $33 for a mini group. I looked on the Taco Bell website and there wasn’t a number to speak to anyone. I sent an email and found a corporate number on the internet and no one ever returned my communication. This app is not worth it.

But if you love Taco Bell just go in or drive through. I’ll take this opportunity to give my own personal thought. Taco Bell is cheap so I get it. Sometimes times are tough and you have to eat what you can afford. But the quality of food is horrible. Obviously some people are going to love it so I’m not talking to you. But for the rest of you thinking of getting this app or visiting Taco Bell I ask you again, do you really want Taco Bell? My answer is not only no, but never again. There’s definitely something better waiting for you.",2020-09-04 16:37:04,Taco Bell
40,Don’t waste your time on this app.,"{'id': 16178536, 'body': ""This doesn't seem right. We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect."", 'modified': '2020-06-23T22:13:43Z'}",5,Saucy Boss $$,False,"I used this app once and it was awesome. The next time I used it, I submitted my order and picked my normal location that I go to. It showed that they received my order, when I showed up they claimed that they never received the order and that I had to wait for them to receive the order. I waited 5 minutes and checked again because I didn’t want to just order it again and get charged twice in my credit card. After 10
minuted they still didn’t receive my order and I decided to just cancel the order. I showed the workers my phone so that they new it was the right location and even the order number and they couldn’t figure out why it wasn’t showing up on their end. I guess the app is made by a 3 party company and had some flaws in their programming. Just don’t waste your time on the app and order the normal way so you don’t end up mad like me.",2020-06-23 18:14:56,Taco Bell
41,Locked out of my account,"{'id': 7862020, 'body': 'We are very sorry to hear this and we want to make this right! Can you please email us at tbmobileappteam@yum.com so we can take a look? Thank you!', 'modified': '2019-06-16T20:13:17Z'}",1,Mike Matts,True,"My account was made using my Facebook account. The app has since logged me out and when I try to Log In With Facebook, I get an error message. I also can’t make a new account because itms already using that email address. As far as I can tell there is no service email or number to call. There is only an FAQ that does not cover this. Also why is it when you tap the Sign Up/ Log in button, it goes to a sign up page by default and you need to tap another link to log in? It should be the other way around. You only need to sign up once, but may have to log in multiple times. That’s just a bad UI choice. Also whenever I have made an order through the app, the food is never ready on time. They usually don’t even get my order until after I have shown up. Overall this app is poorly made and not worth the time or effort

Update: it’s been months and even after an update stating Facebook login issues were resolved, I still get an error saying “Log in failed. Please try again.” after pressing the Log in with Facebook button. I sent an email to their support but never got a response either. This app is just not worth anyone’s time. Will be deleting unless something changes soon.",2019-06-16 20:13:17,Taco Bell
42,"Great store, terrible app","{'id': 27636240, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at DigitalSupport@TacoBell.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2022-01-24T18:59:33Z'}",1,ZayyuhB,False,"Idk if its just me, but i been trying to give the app a few chances, on account of the rewards they have. Yet i dont find it worth it in the slightest due in part to the fact the app has, undoubtedly everytime, messed up one or more items on my order.
The process is on infuriating because i am aware of it happening before that i try to stop it by checking the summary and everything of my order before i order. For example i love to customie items on the app and after i do and submit they will have no customized options added into it. Also when choosing the cravings box i would pick my favorite items and this last order which sadly made me write this review and decide to no longer use the app and just go inside. This moment it gave me all 3 completely different options and took away my customized large drink and it didnt say anything until after i paid and the order was placed then the item like reverted back to the original or idk but it’s annoying and i really hope nobody else has this struggle
I mean whats the point of customizing if i cant get extra queso! I get if the employee is negligent but the app doing me dirty hurts like adulting :(",2022-01-22 19:41:59,Taco Bell
43,Garbage,,1,Kit03,False,"I’ve had this app since the beginning and when it works it’s great but it rarely ever works and I am done waiting for them to figure it out. It crashes all the time or empties my cart randomly while I’m working on my order. It takes forever to load screens and often crashes on the payment step. Half the time whatever I’m adding to my cart it tells me I can’t, it literally says access denied. Sometimes I can try something different and get it to add but then it automatically deletes itself from my cart saying it’s not available at my store right now which would be annoying, but more acceptable, except when I finally give up on the app and just go to the drive through like normal they suddenly have whatever it was I was trying to order on the app in stock so I’m really not sure why it doesn’t work on the app. It constantly logs me out and keeps telling me my log in info isn’t right when I know it is and right when I’m about to give up it just works. It never saves my favorites so I have to re-put them in every time in hopes they’ve figured out how to stop deleting it. Honestly I’m not sure why I’ve given it so many chances over the year but it’s ridiculous that it still doesn’t work.",2019-09-09 17:01:17,Taco Bell
44,"Rewards don’t work, app goes down often","{'id': 22494522, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at tbmobileappteam@yum.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2021-04-27T21:56:11Z'}",1,TBlove/hate,False,"I use this app a couple times a week at least, have been for a couple years, the app is a constant nightmare. It will consistently go down for a day at a time, saying “there are no time slots available for this restaurant. Please choose another location” and then it says it again for every location you try. The rewards just flat out don’t work anymore, I should have a year’s supply of food rewards by now, and it won’t let you access your points. The App acts like it’s loading your points, then it just stops and it just says “0” at all times. Even when they make sure to tell you every time you order how many points you’ve earned. Periodically, the app will just sign you out and lose your saved items until you sign back in, and the “my orders” function just doesn’t work at any time.

I’ve seen a couple bad reviews such as mine that somehow are still showing a 5* rating, so I’d like to also state here for all to see, THIS IS A 1* RATING

Please fix the app, Taco Bell. Spend money fixing these bugs before you spend money printing any more signs for your windows asking customers to “SKIP THE LINE, ORDER AHEAD ON THE APP”",2021-04-22 17:24:34,Taco Bell
45,"Order deleted, money still gone from my account","{'id': 4655514, 'body': 'Hi Riley, we want to make this right. Can you please email us at tbmobileappteam@yum.com? Thank you!', 'modified': '2018-08-14T18:38:53Z'}",1,Riley JW,False,"I downloaded this app and placed an order as a guest user. I chose the Apple Pay option and was immediately charged. Right after I placed the order, I was greeted with a screen giving me the option to track my order or continue with registering an account. I decided to go ahead and register for an account. Go back into my orders and it’s gone! So I go to Taco Bell and they have no record of my order and told me I have to “check in” on the app. Well I can’t really do that if my order has just vanished. I also got no confirmation email at all. What was the point of having to enter my email address (prior to creating the account) and charging me right then and there if I was going to get no receipt whatsoever? And no option to contact them in-app should something go wrong. Just some “don’t call us, we’ll call you” form you have to find online and a phone number I found after further internet searching that you sit on hold for over 30 minutes before getting frustrated and hanging up. So now I’m out $22 AND I have to go home and tell the family I didn’t get dinner because I’ll be damned if I pay 2x for the same meal. Shame on you, Taco Bell.",2018-08-13 19:55:08,Taco Bell
46,Used to be Amazing,"{'id': 11003721, 'body': 'We apologize for the difficulties you experienced while using our app. If you would like some assistance or additional information, please contact us via tbmobileappteam@yum.com and we will be happy to help you further.', 'modified': '2019-10-01T17:40:56Z'}",5,A(lex)DH,False,"This used to be one of my favorite fast food apps. 
In fact, next to Chick-Fil-A, it used to sit on the throne of what I considered to be one of the very best food apps on the App Store.
I don’t know what happened, but it seems to be less and less stable with every update.
Most infuriating, the favorites section that should allow you to save items with customizations will only sometimes remember those customizations. More often then not, you’ll add an item to your order from the favorites menu and have to go through the whole customization process all over again to make the item how you want it.
Then, if you manage to get the app to open and load the menu (which is very difficult and usually takes several tries even on a gigabit-class internet connection), get your items in the cart, customize them how many ever times it takes to get the options to stick, and get to the checkout, you’ll be lucky to be able to select whether you’re eating in or going through the drive thru. 
Oh, and heaven help you if you need to order your food for a little later because it causes the whole checkout screen to refresh if you select any other time then right now. At some point you might be able to reselect your Dine In or Drive Thru option and check out, but at this point I’m sometimes so frustrated I just don’t bother. 

At least the app has Apple Pay. They still have that right.",2019-10-01 01:09:53,Taco Bell
47,Will not return until I can use the app,"{'id': 10672233, 'body': ""We're here if you still need assistance. Shoot us an email again at tbmobileappteam@yum.com."", 'modified': '2019-09-13T19:10:15Z'}",5,LoveBrownies&IceCream,False,"Update: upped star rating from 1 to 2 because tech support WAS working with me to get the app to allow me to login. As of now, the app still will not allow me to login and I’ve not hear from tech support for weeks.
In the last month I’ve tried to order through the app 3 times. Each time I was soooo mad after sitting in the parking lot trying to get my password to reset (I’ve even tried to reset it before I go there) that I left in a huff! I’ve even tried to order through their website over the last year, it worked approximately 10% of the time. I think it’s been a year since I actually bought anything from Taco Bell. Don’t get me wrong. I love Taco Bell, but it pisses me off when I can order my husband’s fast food “curbside” at McDonald’s in less than 5 minutes (and it works every time) and Taco Bell’s app does work. That means I have to have McDonald’s food! Please fix the app for everyone.",2019-09-11 18:09:55,Taco Bell
48,No root beer option.,,3,lilith nightriver,False,"The app has is issues like other apps. Like the other day it didn’t put my order threw then told me I had to change my password and then would not let me log in. Items not adding. And then sometimes there’s suddenly like 10 of that item added on. Or it keeping your last order in the cart even tho you already ordered, so now you have to manually remove everything and if your not paying attention you will end up ordering it all again. Glitches saying that item isn’t available when it is. I’m hoping this most recent update has fixed all that. But they have not fixed the issue of being able to order root beer. Before this update you could at lest click the option fountain drink. And then tell them when you get there. But now you have to pick the drink. Even tho Taco Bell sales root beer it will not let you pick it. Some time it will only allow you to pick between a few select drinks like just Pepsi and mtn dew. That’s the biggest thing that bothers me about the app.",2021-06-21 23:44:13,Taco Bell
49,"Great for ordering, not so great for paying","{'id': 20198615, 'body': 'We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-01-05T17:54:09Z'}",4,+jetthehawk+,False,"I’ve made quite a few orders on the app and I can say that it’s been really easy to navigate the menu and make my orders. It’s nice that I can schedule a time to get my food too. I only have one gripe, though, and it’s kinda major. It’s paying for the food.

For some reason, for every order I’ve done, I’ve tried paying with my debit card but the app won’t let the payment go through. I triple-checked my card info and it was all correct, so I don’t know why I couldn’t pay. When I tried my credit card, it went through first time. Why does only that one work? I just don’t get it. And I’d much rather pay with my own money rather than with credit. I know I could just pay with debit card at the store, but that just defeats the purpose of the app in getting points and rewards, and I’d really like to get rewarded for my orders. I hope this issue can be fixed soon, but other than that, the app is great. I recommend it.",2021-01-04 03:11:27,Taco Bell
50,Won’t be using again,"{'id': 8613613, 'body': 'Apologies for the miscommunication with your order. We would like to look into this.  Please reach out to us on Twitter at @Tacobellcare or at 1 (800) TACOBELL. Thank you!', 'modified': '2019-05-10T18:00:13Z'}",1,kace92119,False,"I tried using the Taco Bell app last night. I definitely won’t be doing that again. Although it may have been user error, I could’ve sworn I selected the correct Taco Bell location. Once I got to the store I realized this was not true. I asked the person at the counter if there was any way that I could switch my order to this Taco Bell, and she told me there is no way to reimburse me and she’d have to charge me again for the same order. I had ordered a few party packs of tacos so I really didn’t want to spend that money twice. I had to go 15 minutes out of my way to the correct Taco Bell. Once I was there, I figured they would at least have my tacos ready, but that was not the case either. I ended up having to wait for 25 minutes for the tacos to be ready and there were only 3 other customers in that location. They gave me a coupon for one free taco for my inconvenience. When I got home over half of the tacos had no lettuce in them. Many of them had clearly been carelessly smashed. I just don’t think this app (or Taco Bell in general) lived up to my expectation. I feel that it made the process more difficult. I will not be using this app again.",2019-05-06 23:58:37,Taco Bell
51,Great App-But No Offers Anymore,,3,SCHMEGGA,False,"The app works great. I like being able to customize my order. I always just hit the button saying ""I am at the store"" about 3-4 minutes before I pull up to the store and it is ""usually"" ready within a few minutes after I actually arrive. The downside is that I have not been using it much anymore. There used to be ""offers"" available every time u used the app. Sometimes it was 10% off your whole order or maybe a free item or upgrade. There hasn't been an offer on the app in what I would guesstimate to be about a year. When offers were available I used to stop by the one near my workplace all the time. Now there is a Taco Bueno and a Taco Casa not far from the Bell. I opt to stop at those 2 places much more frequently now, when in the past I almost never did. Maybe someday Bell will wake up and start providing ""offers"" again and then I'll go back to my routine of grabbing a bite there. Until then my very routine business will often go to other local businesses since I'm not saving anything with Bell over them.",2017-06-22 00:06:45,Taco Bell
52,Worst App Ever!,"{'id': 21994591, 'body': ""We'll look into this issue for you. Please send us a note at tbmobileappteam@yum.com so that we can follow up. "", 'modified': '2021-04-01T13:25:58Z'}",1,KTrip185,False,"Downloaded app to place an order for 20 or so items, to save time ordering at restaurant. Took like 15 minutes to place the order and I click button to order.  App gives me an error stating the payment method wasn’t valid.  I thought something must be wrong so I submitted again, still same error.  Then I decided to try another payment method, received same error yet again.  While my husband called the store, I look up my credit cards and 3 SEPARATE HOLDS for the same amount on my cards!!! The store says the order never came through.  WHAT A COMPLETE WASTE OF TIME!  Supposedly since the store didn’t create the order, my pending statement charges would be dropped, per the store.
Then I decided to go in store to order at the kiosk rather than take up time in the drive thru. That took another 15 minutes of my time attempting to duplicate my online order. On top of that, of course there’s a special box you can only order online, not available in store.  Then had to wait another 10-15 min for my large order to be made.  Again, A COMPLETE WASTE OF MY TIME AND COMPLETE INCONVENIENCE for the card holds.  Never using app again, don’t trust it!",2021-03-30 19:15:37,Taco Bell
53,Terrible App,"{'id': 17875350, 'body': ""We’re sorry to hear about the login issues you're facing. Please contact us at tbmobileappteam@yum.com, so that we can get this resolved."", 'modified': '2020-09-14T18:27:14Z'}",1,Mayhem in 561,False,"I used to eat at Taco Bell and use the Taco Bell app weekly. However, it just takes too much energy to keep up with their apps issues. I won’t fight to eat at or use their app again. Today I experienced my 3rd time of not being able to get in the app because my password doesn’t match. The 1st time I just reset my password. The 2nd time I changed my password and wrote it down  (although I have an iphone 11 which automatically stores your passwords)  and today I can not change the password or resign up. The link to “forgot my password” doesn’t work and it tells me my email is already in use. Could I resign up with an alternate email? Sure! But why? And why give my hard earned cash to a company that doesn’t hire reliable developers? I live in a beach town in Florida. There are literally so many fast food, casual dining and carry out places within 2 miles of my house I could eat at a different one every day for a month. For anyone having the same problem AND lives near a Chipotle.... Use the Chipotle app and eat there! The food is better, the restaurants are cleaner, they have more experienced help AND THEIR APP ROCKS!",2020-09-13 13:42:17,Taco Bell
54,"Could be cool, but…",,2,Ddddagggg,False,"I think it’s the dumbest thing in the world to have an app where you can order your food ahead of time, or at least select your food ahead a time, but yet you still have to go to the restaurant and wait. I’ve never heard of such a thing… Thank God pizza places don’t make you do this. McDonald’s kind of does this too, but at least their App like recognizes when you’re at the store and they start making your food so if there’s a line through the drive-through you can still skip it. Taco Bell Avenue literally saved you no time at all… And they used to have coupons and specials which made it pretty sweet but I’m pretty sure they don’t even have those anymore or at least I haven’t seen them in a long time. But with the Taco Bell app they literally don’t start making the food until you arrive and tell them at the drive-through that you’re there… So it’s “fresh “...I appreciate the desire for freshness however I would rather it be made and ready for me by the time I arrive… Sitting there for two or three minutes while I am driving to the restaurant doesn’t make it any less fresh",2018-06-15 15:11:33,Taco Bell
55,App is TERRIBLE after new update.,"{'id': 27264022, 'body': 'We apologize for the difficulties you experienced while using our app. If you would like some assistance or additional information, please contact us at DigitalSupport@tacobell.com and we will be happy to help you further.', 'modified': '2022-01-05T21:20:01Z'}",4,Johnny.J.,False,"The app is horribly slow and unoptimized. The new update destroyed the app.

Take some time to give attention to detail before rushing out a new version. 
Literally takes 4 seconds for the app to process and load that one of the categories at the top was clicked now. 4 seconds for the bottom tabs as well. 2 seconds to swipe back and forth between the food menus.

Those categories at the top doesn’t support fluent-motion movement. Instead, they move in “pages” but you can tell it was designed for fluid-motion. When you’re navigating the “pages”, it’s cutting off half the name for “Online Exclusives”, “Burritos”, “Specialties”, “Groups”, and “New Cravings Value Menu”.

You can’t swipe from the left side of the screen to go back. You can’t swipe right to open the right-side menus when they are there. (You can swipe items in the checkout, so that functionality is already used, just not integrated.)

The “home” tab at the bottom features outdated deals.

There’s a point and reward system, but you can’t look at the rewards until you unlock them or look under “how it works”. 

A positive note is that the “My Info” tab is much more handy with the option to save payment type. However, I would suggest adding a note that Apple Pay is available during the checkout process. Adding and saving a card directly into a fast food app is just a big no nowadays.",2022-01-03 21:33:21,Taco Bell
56,The app is a bit sketchy sometimes.,"{'id': 24676147, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at DigitalSupport@TacoBell.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2021-08-23T22:37:18Z'}",3,Jamesdusoleil,False,"I’m always having issues where the app will change my order or ignore my chosen payment method. Example: selecting the medium drink because of happy hour and checking out only to find it at $2 because it changed it to large. And going to go reselect medium again a few more times and each time it would change it to large at checkout. Or doing customizations in the app and get the order and the paper receipt would show no such customizations. I paid for it so it needs to go from the app to the store. Then lastly, I am always fighting the app to use my gift cards. I would have the gift card selected, but it would run my card instead. There’s a positive balance on the GC but it just never wants to run the GC. It 60% of the time would just run my debit card on file instead. The app just has me spending more money than I have been wanting to spend. I’m starting to think that all these bugs are on purpose. Because it can’t just be a coincidence.",2021-08-20 19:53:18,Taco Bell
57,Worked 1 time. Hasn't worked since.,"{'id': 10672129, 'body': 'Sounds like an account issue. Please send us your details to tbmobileappteam@yum.com, so we can get this resolved. Thanks.', 'modified': '2019-09-13T18:57:21Z'}",1,HFloral_love,False,"It worked one time when I was driving around doing errands, ad I worked an picked up my food. After that one time, an for the last 5-10 times I've gone in the past 7 months, it has NOT worked. Most of the time, it was a glitch in the system, and the screen would freeze no matter how many times I turned off my phone, and then turned it back on. The last 2 or so times, the ordering process has been good, BUT when I try to submit my order, it does NOT accept my credit card. I try 3 cards, and the order will continue to have errors and say that I need to switch payments. All of my 3 cards ARE very much valid and functional, which mean that the tech nerds that created the Taco Bell app need to use their brain and no their stomach to make a functional app. I'm not that annoyed that the only way I can get food from Taco Bell is to go in person and order it at the kiosk, but its just frusturating. If you want food from taco Bell, place the order in person, or in the drive thru because taco Bell hasn't come up with a great functioning app yet. Just pretend that there is no taco Bell app and do it normally, in person. Wow...",2019-09-12 21:48:01,Taco Bell
58,Worst app update I’ve ever witnessed,"{'id': 3674455, 'body': 'Hello, can you please email us at tbmobileappteam@yum.com? Thank you!', 'modified': '2018-05-31T20:22:47Z'}",1,Tnmd0859,False,"DO NOT DOWNLOAD THIS APP - THEY ARE ACCIDENTALLY SHARING USER INFO INCLUDING CC#, EMAIL, AND LOCATION. See edit. 

Completely unusable now. I used the previous app version to order Taco Bell for myself and coworkers at least 2x a week. We never had any problems and I really enjoyed the ability to “check in” when at the location so the food is prepared hot and fresh. I’m so sick of developers updating apps for the sake of it. You had a fully functional and aesthetically pleasing, easy to navigate product before. Now my order won’t even go through, navigation is a wreck, it’s not at all pleasing to the eye, and the one feature I valued is gone. Congrats, Taco Bell. You’ve lost another customer.

Edit: I just checked the app again and I am logged into a strangers account? It says “Welcome Charlotte!” with their email address and everything. This is a serious breach in security. If I have their info, who has mine???? Taco Bell, this is a loss. I can send screenshots of this stranger’s information to any dev that would be willing to contact me and explain this. I will be personally emailing her to let her know that Taco Bell has given her private info to me and who knows who else.",2018-05-30 23:39:05,Taco Bell
59,Frustrating,"{'id': 8434073, 'body': 'Hey there. We appreciate the thorough feedback! We want to help look into this. Would you mind sending us an email at TBmobileappteam@yum.com? Thank you!', 'modified': '2019-04-29T15:40:12Z'}",1,happy eradication!,False,"Would be a good app, much better way to order if it wasn’t for one bug that ruins it. One star because, even if the app is great otherwise, it doesn’t do much good if I can’t submit the order

So there is this glitch that has been there for a long time and I even stopped going to taco bell because I was so annoyed. When I check out it won’t let me pay. It just keeps resetting the “how will you pick this up?” question after you answer it and you can’t submit. It’s really a pain when you have got your order perfect and customized and then you can’t put it in. So you have to order it at the drive thru. And my taco bell gets orders screwed up all the time, with or without customization. But they never once got a mobile order wrong. So the thought of having to order there because the app is not working is a real downer, and at that point I just choose somewhere else. 

I ordered recently and it processed. But  now it’s doing the same thing to me again., after I put my order together I can’t submit it. And I’m so irritated I don’t want taco bell anymore. Maybe in a while when I feel like trying again they will fix it...",2019-04-29 02:26:34,Taco Bell
60,There are bugs in the coupons,"{'id': 11647461, 'body': 'We want to look into this. Please reach out to us at tbmobileappteam@yum.com.', 'modified': '2019-11-04T19:41:13Z'}",5,JCalderon2016,False,"I just downloaded the app, it’s cool to be able to customize my tacos, really see what I get and change how I want it. But it gave me two coupons and won’t allow me to use either. It even showed that I could use the coupon, it expires in 14 days. The only 2 requirements were to order online or on the app, and that the max discount is $10. When I went to check out, the coupon was there but then it kept removing it, saying that I had items that are only available during happier hour. I had no items, because I clicked “remove items”, nothing was taken off my cart. But the coupon was still on my cart, but it’s when I go to check out that it is removed from my cart. Idk what’s going on, but it made the whole night bad because I couldn’t get this great discount. I can always go and order in person, but a deal is a deal.",2019-11-03 03:04:50,Taco Bell
61,Major issues,"{'id': 27358393, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at DigitalSupport@TacoBell.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2022-01-10T22:17:31Z'}",1,Allasta,False,"When the app works, it’s good. Recently, when you select to reorder a previous order, it does not save any of the customizations when it previously did. When you make customizations, the app adds several copies of the meal to your bag. The most recent issue is all the locations nearby have been delisted from the app, however it shows an error of “this store is closing soon” despite the store not having any reduced hours and is open as normal. If the delisting is from supply issues the app should reflect that. Occasionally (about once a week sometimes multiple time a week) the app will lock you out completely. It will show “the app is busy” and a 5 minute timer starts. This usually lasts 1+ hours. This app has also double charged me and customer support is not helpful asking me for information that is all on file through the app. This app has taken a significant downturn from the update a few months ago. They should roll back the update until they figure it out. Usually companies can iron out issues like this pretty quick but it seems to keep getting worse.",2022-01-09 03:31:28,Taco Bell
62,Should be simple,"{'id': 9291591, 'body': ""We'll look into this issue for you. Please send us a note at tbmobileappteam@yum.com so that we can follow up."", 'modified': '2019-06-22T05:14:01Z'}",4,Little gardener4570,True,"I got the app because my cell carrier gave free tacos through the app. 

While the concept was good, it takes so long to load that it makes it annoying. When trying to customize an order, I’d rather see the words than the pictures if it means the app won’t crash. It shouldn’t take 15 minutes to place an order for a #8 combo with no lettuce. You have to individually click on the item you want changed for each item in the combo- which I understand the logic for, but it increases the likelihood that the app will crash each time.

Then once you finally get it placed, the restaurants don’t seem to know what to do. Many problematic experiences at every location we tried.

Also, when trying to save a customized order for a combo, it will say customized - but those edits disappear from the instructions to the restaurant it’s being sent. This mistake can only be seen when I click on the item to review it at checkout. That pretty much makes the “favorite” function useless. Not to mention that those “favorite” items disappear randomly from my account from one week to the next.

If you like all the menu items exactly the way they are normally made, then this app shouldn’t be too bad. But if you want extra sauce, or no sour cream,..., you need to have patience.

FOLLOW UP:
The app worked perfectly for the first time, even the “favorites” feature! I’m impressed by how quickly these issues were fixed. Thanks.",2019-06-22 05:14:00,Taco Bell
63,Very upset,"{'id': 5315655, 'body': 'Hello, can you please email us at tbmobileappteam@yum.com? Thank you!', 'modified': '2018-10-01T19:23:24Z'}",1,Xotaec,False,"This app doesn’t function particularly well and the main reason is that it can fail to process your order. I tried to place an order that was roughly $42 and when it came time to check out, I added my debit card and the checkout failed. The order was never placed and I kept getting an error message that said “your payment can not be processed at this time”. We tried with different debit cards but none of our payment methods worked. When we decided to give up and just drive to Taco Bell to make the order, I check my bank account and the app charged me 5 times. I was charged over $200 for an order that wasn’t received or made and when I contacted Taco Bell customer support, they gave me the runaround and told me I have to wait three business days before the correction shows in the system with no guarantee that it would. So basically, if you download this app, BE WARNED! It can and will take your money and you will be without that money for days. I’m severely disappointed that I did literally everything right and I have to front the bill for nothing. That’s what Taco Bell thinks of their customers. I am not worth their time.",2018-09-29 20:51:27,Taco Bell
64,Why doesn’t anything work??,"{'id': 21597144, 'body': 'We want to take a closer look at this for you. Please send a note to tbmobileappteam@yum.com so we can connect.', 'modified': '2021-03-11T20:19:57Z'}",1,taco bell app hates me,False,"I got this app when the build your own Box deal came around because it’s only available on the app. no big deal right? I tried 30 times to order this box one day. I would customize and hit “add to cart”. When i went to my cart it keeps saying “ready to get started whenever you are” and says i haven’t added anything to my cart? So i tried to create an account thinking “maybe it only works if you have an account”. well the app won’t let me make an account either. After I fill in all my info it keeps saying “please fix all highlighted areas above”, BUT THERE ARE NO HIGHLIGHTED AREAS. So i try to make an account with my Facebook. When i type in my email it says that it’s not in the correct format even though it definitely is! I’m a bit tired with the app and all of its problems. I’m a vegetarian and there is never a box that I can have. So the only way for me to save money and get a box is through the app that won’t work for me! I also deleted the app and redownloaded it and it continues to have the same problem. So in conclusion this app is not my friend.",2021-03-10 16:10:48,Taco Bell
65,Fix your app,"{'id': 23249352, 'body': ""We’re sorry that you're having issues with the app. Can you write to us at tbmobileappteam@yum.com? Please include a description of the issue you are facing along with any other details."", 'modified': '2021-06-07T20:51:58Z'}",1,Caliginousassassin,False,"I find it absolutely ridiculous that there are certain menu items that can only be ordered online and through the app. This bitter pill would be much easier to swallow if the app would actually work. I recently reinstalled the app so that I could build my own craving box (I had deleted the app and deactivated my account after someone 500 miles away used my account to buy $50 worth of dinner), and after going through the grueling process of getting back in (the first time I installed the app it took forever to make my account, so it wasn’t just the retrieval process) and making my box I was told that my payment method couldn’t be processed, so I tried 3 others, and all were declined. I tried again today, and still my payment info was declined. When I spoke with one of the staff at the restaurant she said this was not an uncommon problem and she apologized for the inconvenience. Taco Bell, get your affairs in order. If you aren’t going to make your full menu available to those of us that order in person, then make sure the method where it is actually works.",2021-06-05 18:12:19,Taco Bell
66,Beware!,"{'id': 22983915, 'body': 'Please send us a note at tbmobileappteam@yum.com so that we can follow up. ', 'modified': '2021-05-24T17:19:14Z'}",1,BigRx,False,"This app used to work well. Now, it is absolutely terrible. Favorited orders never work, toppings have changed and now there is always a “payment error” message even after using several different cards INCLUDING the one I originally used when signing up and always worked fine. Twice after this error message shows up my account has been charged even though it says it did not go through AND the rewards dissapeared that I earned. I asked staff at location I ordered from and no ordered ever went through. “Sorry, nothing we can help with” I’ve reached out to Taco Bell customer service as well...no response.

**Update**
TB team reached out and attempted to help. They were very apologetic and also added rewards to my account to make up for ones lost due to order errors. However, issue still occurs. I still am unable to make an order through the app  and the rewards I was given from the team have now long expired. Communication stopped and when I asked to delete / deactivate my account I was given no response. I give up and will be deleting the app from my device.",2021-05-21 00:56:53,Taco Bell
