,userName,title,rating,isEdited,review,date,Company_name
40,LULIE daddies girrl,Good job,5,False,"Every time I order from this dominos I have good customer service,,  they r very nice always polite n respectful.. my orders are always ready at the time they say it will be ready.. even there was one time that it took an extra half an hour for my food to be ready and they gave me my order for free.. soo all in all this is the onli dominos that I come to,, n I’m a repeat customer not onli me from my household but also my sister orders allot from here too.. so thank u to the whole dominos crew for making my order on point every time,, n even if they don’t they always fix it without me asking for them to fix the problem.. so again thank u for the great customer service,and making me feel comfortable they r never rude or disrespectful , and it makes me wanna join there team.. I’m actually waiting to talk to the manager now to talk bout a job.. 🤩",2021-09-30 00:12:23,Dominos
41,Hausydkrbdii,Prices aren’t showing,3,False,"This app has gotten better over the time I’ve been using it(for some years), but there is an issue I would like to bring to the light. You all have advertisements on deals for 5.99 each for medium one topping pizzas, for example, but when I go to the deals menu sometimes the prices for said deals aren’t even shown. So after I select my items and go to the checkout, it’s regular priced! Something is definitely not right about that. Please fix this problem because I don’t want to be advertised something and when I place an order I have to pay regular price. This isn’t the only time it happened. 

I was in quarantine and had to order from y’all. I mean I like your pizza...so I believe it was a deal for two large pizzas for a certain price each. I don’t remember the price but I paid the amount shown and it was the regular price. I was desperate anyway so I paid for it but I was very much frustrated with that.",2021-01-27 20:56:03,Dominos
42,Menicus7275,iPad App,4,False,"I think the app is great….however…the only reason I am giving it 4⭐️’s is because the app for the Mini IPad does not have an option to tip.  I would really like to know as to why that is. It is frustrating having I switch devices to start the order process all over so that we can provide a tip to the delivery associate. I don’t always have cash on hand…as most people don’t now a days. Sometimes I have to call the store and have them charge my card. Come-on Domino’s…..I believe the company should at least make that option available to the hard working delivery associates. I believe the associates are missing out on a lot of money because of that. With no fault of their own. I really do hope you look into  that. 

Delivery associates…keep up the good work! You have my respect for putting yourself on the line during this horrible pandemic. Wishing you many blessings! Happy Holidays to all!",2021-12-06 23:24:17,Dominos
43,cowgayzz,The Domino’s app shouldn’t take All the spotlight,5,False,"We all know that a useful, easy to navigate, seamless app isn’t the only thing we should appreciate. It also comes down to the employee on the other end of that application. The fact that every domino’s employee that has ever delivered to my house has use the location services provided is absolutely phenomenal. OTHER pizza apps have the same features but seem to fail and using them at more than half the time (my personal experience) to report anything past the cooking stage. I’m not sure why but I find it very useful to see when my pizza leaves the store and is on the way to me. The only thing I could ask for is to have one of those special delivery vehiclesI see on the internet here at my local dominos. Thanks again to everyone on board and keep being awesome.",2020-09-25 03:53:18,Dominos
44,SweetT789,"Always fast, fresh",5,False,"Working night shift I have limited choices for “lunch”.  I love that this store delivers later than most, the food and service is always great. The new drivers seem to struggle to find our unit entrances and we are a small campus so my only suggestion would be to maybe pay attention the first time and/or to the special directions provided as most of us try to spell out our location on campus, it is very inconvenient to leave our floor to meet a driver, that’s why we order delivery. There are only two places to enter after 10pm so it should be simple to figure that out. Maybe come drive around during the daylight hours and get more familiar with the situation. Like I said, the drivers and staff are always friendly and I have zero complaints, just a suggestion to improve service to our particular site. We eat a lot of pizza! Lol.",2019-10-23 03:35:29,Dominos
45,TiLiSu,Disappointed,2,False,"I ordered a large Brooklyn style pizza for delivery last week.  True, I placed the order around 10:30pm and it arrived a little past 11pm.  What bothered me was that it was delivered in “the special truck” but it was cold, and it looked like something weighted down the center of the pizza box because the cheese, peppers and onions were stuck to the top of the box.  I was able to reheat it (over reheated it a bit unfortunately) but I haven’t had pizza (cheese) in almost three years and I liked the option for 1/2 the amount of cheese, but since it’s been so long that I’ve eaten pizza I was disappointed with the quality and presentation.  Maybe because it was late?  I thought that domino’s had special pouches and warming devices on their trucks, but they didn’t even use that three legged little plastic device that protects the pizza from making contact with the pizza box cover.  It was obvious that no love was put into this pizza, and it’s always disappointing when you place a delivery order and the quality isn’t consistent.",2020-01-17 16:03:01,Dominos
46,Invictus4747,Why do I waste my time with this company?,1,False,"I tried to order something about an hour before close, and they canceled my order. I didn’t receive a call about it so I tried to call and they hung up the phone 3 times rather than answering. I was going to be polite and ask why they canceled my order. The 4th time I called, yes I was being that petty, the lady answered and I asked why my order was canceled. She said they were closing early because they ran out of food. Doubtful, but whatever. Then I said that in the future they should call when they cancel an order, because they never do (yes this has happened more than once). Then she told me they did. I never received a call and if they did call, why would they end my first 3 calls? This company clearly doesn’t take the time to train their employees on basic customer service, or common courtesy, and I’m beyond disappointed that this keeps happening. It’s obviously just about the bottom line and not the customers. I hate being this person and putting only one star, but this ridiculous and I’m done with this company’s crap.",2019-09-02 03:44:43,Dominos
47,IvyGirl6,Piece of My Heart,5,False,"Not even mad that Domino’s is the only pizza place that delivers to my house. The app makes me want to be the one to order when somebody wants pizza because I gotta get those pieces any chance I get. My friends can Venmo me the money for their pizza as long as I get my free pie reward. The access to coupons is simply amazing, there’s always a deal on something delicious that everybody wants.
My one and only problem is that there is no estimated delivery time. I only live 5 minutes from a Domino’s, and as helpful as it is to know when my driver left the store, it would be even nicer to know if it’s going to be 15 minutes between my order being completed and a hot pizza in my hand or 45 minutes because the store is slammed or my driver is making multiple stops.
As long as I get my piece of the pie rewards, Domino’s will have a piece of my heart. I 🍕 U 4ever Domino’s.",2019-03-31 01:28:40,Dominos
48,Hhcfcjycf,Worst Customer Service,1,False,"Not only do they not have a direct number to any sort of customer service line, but they also don’t say anywhere that if you pay through the app that you will have to give them your ID for payment. So, after leaving the note on the order “don’t knock, leave at door”, they cancelled my order. And I can’t answer the door because of severe anxiety. Oh, and that’s not all, because my ex used to be the one to have his phone number listed, and answer the door, due to my severe anxiety, they didn’t call me to tell me they cancelled the order. Nope. I had to call the store, another incredibly difficult thing for me to do, and find out they not only cancelled my order but called my ex as well. You’d think that’d be everything but nope. I ordered it using points so I only had to pay for the delivery charge and those weren’t reimbursed. When I called the store I got some snotty girl too who was all “you can reorder but yeah we had to cancel your original one”. The only decent pizza place that delivers, and I don’t ever want to order from them again. Thanks for nothing.",2019-04-17 22:04:50,Dominos
49,Holyfishpast,The app does not align with the actual output of my delivering store,1,False,"It seems as though The Dominos location that my order defaults to is unable to handle the orders that are placed. I’ve given the app and my local Dominos quite a few chances. Each time, the app estimates 20-30 minutes for delivery, yet my pizza takes well over an hour to arrive. The app will also “track” my order, but will tell me that my order has been delivered long before my order has even left the store. There are other locations nearby, but I have yet to locate an ability in the app to select my location of choice. I would appreciate the ability to choose my store since my “neighborhood Dominos” cannot keep up with demand. The associates are also no help and are very quick to answer a phone call with “your order has already left the store” (with no estimated time known ) after I’ve already spent 90 minutes waiting on one pie that I was quoted 30 minutes for.

Please, make your tracker accurate, and if it doesn’t already exist, add the function to choose your store location.",2019-04-02 01:41:09,Dominos
50,Qhgaikshuaj,From Irrelevant to Relevant,5,False,"I loved pizza from moment I first ate it as a kid…but then again who doesn’t like this salty pie?!! But pizza from Dominos? Nah….not for me. Pizza Hut was where it was at. The Hut was synonymous in my mind with pizza. But then things changed, well actually Dominos changed. I noticed the new logo, wasn’t impressed….still same old pizza no one goes to. But I WAS WRONG!!! My wife and I were wanting pizza one night and a Dominos was closer to the house. My wife suggested it, I gave in, and I didn’t look back. You guys not only changed your logo, but changed your whole vibe, but more importantly you changed your pizza swag. Whatever you have done to your pizza, in my humble opinion, it blows away any other pizza out of the water. You guys went from irrelevant to relevant real quick. Oh, and this app is top notch too!!! Enjoy Dominos, I’m hooked!!",2021-12-22 20:47:43,Dominos
51,Devontey Lee,AVG But time to be more inventive,4,False,Pretty good experience. Rewards is good but a modification to it like double the rewards during football Sunday would amp the sales up. Person who continue to order during Football days usually buy a decent amount of pizza. Being rewarded double or an extra for a purchase limit ie($25 or more) during Sunday should give you an extra 10points or something. To be honest if Pizza Hut delivered in my area it would be tough competition being that they have the same deal. If you want to demolish Pizza Hut into the ground then you have to adapt to the changing factors like they did. They seem that Dominoes was getting more order due to a dollar difference in their pizza deal from 6.99 for each product of select items to dominoes deal of 5.99. Hopefully some reads the review and thinks about cashing in on promotions with potential partners like NFL. Especially during breast cancer awareness month.,2018-09-30 18:51:19,Dominos
52,Olivia B. Cohen,Dominoes is AWESOME!!,5,False,"I always have an amazing experience every time I order dominoes pizza; which is every week! Not only is the food always on point and cooked exactly to perfection, but the staff and employees are always so personable and go above and beyond to make sure we get the best experience possible! I also want to commend this company on giving EVERYONE a chance to work with them; we have had the pleasure of having our pizzas delivered by a super sweet awesome deaf woman. She did her very best and is always great to see! It truly makes my heart warm when she makes our delivery. The Satellite Beach FL location has been my go-to location for 8+ years and I am so grateful for each and everyone that takes their time making our meals. Thank you dominoes for doing what you do best... making delicious pizza and hiring the BEST employees!!!! 

-Olivia Cohen",2020-02-13 00:49:59,Dominos
53,Golfey97,My night in a nutshell.,5,False,"So tonight I went to the joker. It was a pretty good movie I’ll give it a 7.5. Afterwords came back to my house with my buddies and my wife, she’s in the basement watching our TV show without me. #Bummer
So me my buddies end up sitting in the kitchen we’re drinking bourbon and we think to ourselves dang we’re hungry. So what’s the next logical step either we’re making a crème brûlée or we’re ordering a pizza. Guess what guys, we ordered a pizza on this fantastic app! 
Needless to say if your wife is ever watching the show that you’ve been wanting to watch with her without you and you end up in the kitchen hungry as could be drinking bourbon with your buddies, this is the app for you because the pizza from Domino’s pizza is the best. The best in the west or in this case the Midwest. #htown #kansas #werethethreebestfriends #pizzahutsuck #lactoseintolerance #shouldwehavetippedmore #beansfodayz",2019-10-05 04:31:38,Dominos
54,Louie Conner,The Best Pizza Lady Ever!,5,False,"Joanie is so good to my daughter! We of course are regular customers but we are because of the way she manages this store. In fact the entire staff is great but I would guess it’s because she leads by example. She always goes the extra mile and for even the simplest order there’s something extra or special put into the transaction. 

She noticed my daughter and complimented her behavior once and afterward my daughter just came to love her, we both do and live the store. We won’t get pizza anywhere else. 

An example of the extra effort she puts into things is like for my daughter’s birthday I ordered I guess around 20 pizzas. When we got to the party every single box had a special birthday wish to my daughter. All unique and all extremely thoughtful. 

I can’t say enough good things and I’d like to be clear that we only came to know her through doing business at this store so it’s not like we’re friends outside the store or neighbors.

Another example is once I made a comment that my daughter didn’t feel well and when we got home there was a special message for my daughter again from Joanie.

She’s the best and deserves far more accolades than I could ever write here.

Please treat her well and commend her and her store!

Thank you,
Louie & Irelyn Conner (daddy & daughter)",2018-12-19 22:32:08,Dominos
55,MamaGr,The food is good...but the app is awful,1,False,"This app makes no sense. They made it to be dynamic and nice to look at, but in doing so, they circumvented their primary goal of making it easy to order their food. I found many examples of this in the 10 minutes it took to order a pizza - the coupons slide across the screen with no warning, the text is far too small and has poor contrast (so you can’t read it), the lists of toppings should be visible at all times (like on a normal paper menu) without having to scroll, the sauces add-ons for the breadsticks and wings are not set against a contrasting background (so you can’t see them), the sub menus are infuriating... I could go on and on. Then when I was finally ready to check out, I entered my card info and could not click the ‘continue’ button! By the end of my app experience, I was so hungry that I just clicked cash because I honestly just wanted to be finished with this app.

Maybe the real purpose of the app is to make you so frustrated that you want to use your phone to call and talk to an actual person...",2019-08-13 02:41:47,Dominos
56,kaitlyn&sam,Always fantastic experience,5,False,"I order pretty often and I have never had a bad experience. One time they forgot my sauces which really wasn’t that big of a deal. Food is always delicious. Drivers always friendly. Almost always super quick. The app is great. Super easy to navigate and use. Never have had any network issues or anything of that sort. Love the different features that make ordering online easy and efficient. Not to mention just feeling comfortable with the fact that you know you’re getting what you paid for, having it delivered by a friendly and well kept/ clean person, it will be quick, and the most important, knowing that in the rare occasion that there is a mistake, you will be taken care of no questions asked. Oh can’t forget the tracker. Gotta love the tracker. Honestly, hands down, BEST FEATURE.",2019-03-10 06:54:32,Dominos
57,Mel Mae,Dominos Delivery,2,False,"For the last few years, on an almost weekly basis, I’ve ordered pizza delivery from Dominos for the family. Each time I pay an additional $1.50 for ranch dressing PACKETS. I buy the packets over the cups, paying the extra $1.00 fee for each, because they are Ken’s ranch dressing, which everyone prefers. This worked fine while I lived in Dallas. However, since moving to Fort Lauderdale, I’ve received the packets maybe twice. Each time the driver apologizes for the mistake, tells me the packets “are for salads,” or offers to return to the store and deliver later (once the pizza is cold and/or already eaten). Occasionally, they’ll offer to refund my money, which NEVER happens. I’ve spent several hours on the phone waiting to speak to a manager about this issue and even filed formal complaints with corporate to no avail. I estimate Dominos has stolen over $50 of my hard earned money by not delivering my order correctly or refunding my undelivered items. Thus, my two star rating for decent pizza, but horrible customer service!",2018-07-14 20:46:25,Dominos
58,lanne15,App Glitch Changed My Order Twice!!!!,1,False,"I’m upset with the app and reordering from my previous orders or “favs.” I ordered from a previous order using the app and when I went to place the order it changed my pizza’s from what I selected to two sausage and pepperoni pizza’s. Absolutely ridiculous that this is even an option when it changes it on you. Looked at my receipt and it said two sausage and pepperoni pizzas when I know for a fact I selected from my “order history” to “reorder.” Tried to use the app to see if I messed up and when I went to reorder again I watched it automatically change my pizza’s again. So I couldn’t even take the pizzas back in to tel them my order was wrong because it wasn’t according to the app and receipt. This is the second time this has happened, but the first time I didn’t notice. I just assumed they gave me the wrong pizza because I didn’t realize until I got all the way home and didn’t want to take them back. Would not recommend using the app it’s ridiculous and garbage.",2021-09-19 07:03:50,Dominos
59,Rocxime,Poor customer service,1,False,"I don’t want anyone to get me wrong I loved dominos and the food is always amazing but I have a lot against their customer services it’s pure crap I can’t stand it I’m talking about the one in Lincoln Nebraska.... at first the food was getting prepared for over 45 minutes and then I call them to ask what was going on and she picked up the phone with a rude manner and telling me that the road was bad so the drivers we’re getting late which I understand but why would you be rude and mean about it ? Like come on I’m a human being I can empathize if you explain me something but it doesn’t end there after hearing how my tone started to change she offers to give me free pizza and then hang up on me like I was a beggar. Just saying agreeing on reviewing a free pizza because they offer it doesn’t show nor mean that I’m a beggar and can’t afford a single pizza.... 
I’m really dedicated to not buy a single thing from dominos till I die. 
I never felt like a beggar my whole entire life.
Ps: not everyone who accepts free pizza are beggar nor try to gain something from a 14$ pizza.",2019-12-20 00:45:28,Dominos
60,Randall King,OK app. Please fix a couple of things.,5,False,"It accomplishes its purpose. Good app overall.

The first request I have is that you add Apple Pay support to the app. I am not going to save my credit card info with every merchant with whom I make a purchase (including Domino’s), and it’s inconvenient to have to type it every time. Plus, Apple Pay is more secure. If not this, then please add the ability to auto-fill my credit card information that’s saved in Safari (iCloud Keychain).

Next, the app should have configurable notification settings. I enabled notifications so that I can be notified about orders I place. The app subsequently sent me spam notifications about deals they have. Please add granular controls so we can disable notifications about specific things like deals. I had to disable notifications completely in the meantime.",2017-11-19 22:11:05,Dominos
61,Kaitlin_Sparks,App and the Crossroads TX store,5,False,"This app is great! If it be that I’m using it on my iPhone, iPad or getting updates via my Apple Watch. I love the flexibility and functionality of being to just reorder what I order last time and how my rewards are always suggested.

However even though you have a great app your amazing store team at the Crossroads TX location is why we keep coming back. They know my family and I by first name, they pull the pizza off the shelf and having it waiting as we walk-in the door and they always check to make sure our pizza is right. There was one time where the pizza wasn’t to par and they already had it re-made and it was coming out of the oven as we were walking in. I might have had to wait 2-3 extra minutes but getting that type of customer service is why we love Dominos.",2020-01-01 23:24:41,Dominos
62,Aulero99,"Solid UI, But Sometimes Unreliable",4,False,"I’ll get this out of the way first, it looks great and is fairly intuitive. I never felt lost in the app, even if the coupons are a bit harder to look up than they need to be. However, like everything Dominoes does, it can be a bit finicky at times when your password ceases to work (happened on computer and app login twice now) or your points magically vanish for a few minutes at a time. I will say that these issues are largely on the server side rather than the app side, and have not caused any significant problems since my points have always been logged regardless of any lookup issues. Overall I give it 4/5 because issues did happen, but I never felt like it was the apps fault. (For example my VPN was giving it problems till I switched servers so my issues may have been there)",2021-12-04 06:24:19,Dominos
63,Groovy gravy,Useless.,1,False,"The app is fine. The pizza is decent, but the service is pathetic. I will no longer order from a place that is unable to read simple instructions. They charge you for sauces that they never bring even though they should be double checking their orders before the driver takes off for delivery. I even write in the special notes section “double check the order for accuracy“. The manager says it’s the driver’s responsibility to double check the order and the driver claims it’s the cashier’s responsibility to double check the order, but all I know is that I’m the customer and it’s not my responsibility to make sure they got my order correct.  
I’m deleting the app because I’m no longer spending money with these morons that cannot follow simple instructions.
Collecting money on an order that was not for filled is basically theft. The support they give to the NFL is also another fine reason I’m looking forward to no longer spending any money with them, if you don’t like this country get the out and go wherever you think is better.",2017-11-28 23:03:02,Dominos
64,Greenvino,A few frustrating glitches,3,False,"Editing my order took me back to the ingredients list and it wasn’t possible to scroll all the way through the non-meat items. I could scroll up to see the next items in the list but as soon as I raised my finger off the screen the list scrolled back up to the top and only showed the first few items. I couldn’t make any choices from the ingredients list below the place where it was stuck. Had to delete and restart the pizza. Also, I was prompted on the order page to re-enter the payment info I had just entered on the previous screen while I looked for a place to tip the delivery person (which I never found). Also it’s just a bit too slow. The slightest tweak to a topping leads the app to spend 5 to 10 seconds recalibrating or recalculating. That adds up when you’re deciding exactly which toppings you want it’s just too slow.",2021-12-20 02:31:38,Dominos
65,Trindalas,Pretty good. Quite handy.,4,False,"Since the tip feature was put back in I added a star back since last time I rated.

The app is quite handy for ordering pizzas, however there are a couple things I would very much like to see changed. Please stop making use do captchas with gift cards. It makes no logical sense. Even if it’s a robot paying for the pizza, it’s still being PAID for. Those things are super annoying. Also it would be nice to save the gift card to the account so we don’t need to type it in each time. Lastly, please save whether I am getting delivery or pickup, or ask me each time when I choose reorder. I’ve accidentally checked out without changing it a couple times and didn’t realize it till the store called to see if I was coming. I sometimes forget it doesn’t remember my choice for that.

Other than that I like the app when I get my pizza cravings :)",2020-03-02 06:24:46,Dominos
66,LidlBob,Love it but,4,False,"I love this app, and dominos, and especially my local dominos. Easy ordering, A+. Two things would be super helpful, though. It would be nice to be able to see the price of items before you add them, and as you go, like how much am I raising the price of this pizza by adding additional toppings. The biggest problem is there doesn’t seem to be any option to add a tip when you pay with a card, not at checkout, nor on a receipt when the pizza arrives. I’m sure this issue leaves a lot of drivers tipless, and that is a massive bummer. If I didn’t think about this, and it was one of the many days I don’t have any cash on me, idk I’d feel awful and have to offer my pal some candy, a back rub, something. Y’all don’t want me down at the store trying to insist they let me help mop. Too many people don’t tip properly as it is. It’s so sad, please don’t make it easy for the non-tippers!",2019-04-27 00:01:30,Dominos
67,adog123,Hidden charges,1,False,"While this app overall works well there is one thing I take serious with.  It is the hidden surcharges for various toppings, sauces, crusts etc. When using a coupon there is no way to see what choices are causing the charge of the pizza to be more then the special price. You are surprised with the extra charges in your cart and then no way of knowing what choice caused the extra charges. I have played extensively with this, adding and removing toppings to try and discover by process of elimination which choices are causing the surcharges and have found nothing is consistent. I can have similar toppings on two different pizzas and one will have a surcharge and the other will not. It feels like to me they are hiding these extra charges as a way to unethically increase the price of their pizzas beyond the special price.   Also, they should add Apple Pay and a payment choice for convenience.  I’m not sure I’ll continue to use this app unless they decide to change their ways which means my business will be going to their competitors.",2019-12-22 01:05:27,Dominos
68,eeeeeeee-money,Was a good app until now.,3,False,"I have been using this app for years now. I tried placing an order online using a debit card with sufficient funds and when I tried to finalize everything told me that there was an error. So I was like “ok maybe I didn’t add enough money to my card” but that wasn’t the case. After it told me that there was a card error the only option to click next was “Okay”. So I tried to re-order and use my debit card once more, and it still said it failed. At this point I figured it was something to do with my bank, maybe a bill hit me at a coincidental time. But nope, I just see that I was billed twice and over $40 had been taken out of my account. 

I called my bank to try to file a dispute. When I had told her the situation she told me that she was only seeing one transaction bounce back, however she did see the one failed attempt go through. 
After she told me that and I had filed the one claim I called my local Domino’s to see if they had received the money and or my order. They told me they haven’t received either. 

This has been my only issue with this app, I have had no other complaints or disappointments up until now. I would recommend adding a feature that says “Please do not try to pay again, for it might make a duplicate charge” like I know most apps do. 

Please don’t overlook this. I am extremely upset.",2018-10-04 22:09:02,Dominos
69,3R1CN45H,Not CONTACTLESS because of his first issue I have found using iPadOS version of Domino’s app,1,False,"There’s no where to add tip at checkout when using iPadOS version when paying with card
Can it still be called “contactless” when you have to answer the door because they can’t just put whatever they want as tip and certainly wouldn’t just accept no tip. Who wouldn’t knock for that? But then they hand you your pizza. Tried calling the store to just go ahead and tell them but being on hold gets old (no pun intended) and so does having to explain every time “No, I’m not placing an order” and why there was no tip.
Obviously, I could just be seeing where to enter the tip but even then it should only be in one place at checkout.
Whichever scenario it may be, even though a small oversight, is still an issue that should be addressed.

<<<I’m done using the app until that one is fixed.>>>

Also, there’s no way to add special instructions without tricking the system with a work around.
The only way to get a well done pizza when ordering via the iPadOS version of the app is by first, using a non-iPadOS version of the app that does have special instructions to create an easy order where you had the option for well done selected and then, back on the iPadOS version, selecting your easy order.
After that, it’s there miraculously. 
But only for that pizza.

Beautiful app, but serious flaws that shouldn’t be hard to fix or even take that long to do so.",2020-07-22 03:12:13,Dominos
70,Nick Gianna,Needs a new update,5,False,"This will be the 4th time I’m trying to place an order through the app.  After adding what I wanted and I get to the checkout part, I place the order and it tells me that there was an issue with the payment.  Which there shouldn’t be because I do have the funds.  In the same message it gives me a number to call and it turns out to be one of the stores, which turned out to be ZERO help.  I try telling the guy on the phone what’s happening and he simply hangs up.  I call again about just placing my order and as soon as I mention the free pizza I earned he hangs up! Now I’m of course gonna order more than the free pizza and I love dominoes, but if this problem is going to keep happening to me well I’m sorry but you guys are going to loose a loyal customer.  Please can we rectify this issue???",2019-03-04 19:35:14,Dominos
71,dkfpl5,Gluten free for the win!,5,False,"This is the best delivery gluten free pizza! I almost like it better than the original crust. It's a real treat for my daughter and a huge convenience for us as a family to be able to order a delicious gluten free product delivered to our door.
We also love the sandwiches and of course the bread twists. I really like how easy the app makes ordering. The text alert and call reminder to let me know the driver is on their way is very helpful as our home is hard to spot from the street. This way we can know when to look for the driver in case we need to flag them down and I am not alarmed by an unexpected knock at my door, especially if I am not feeling well and a kid has to answer. The pizza points are a nice bonus to earn free pizza. We order regularly so this is a nice perk that I truly appreciate.
Thanks Domino's 😊",2018-01-02 01:57:07,Dominos
72,Miss Brazeau,Love the tracker!,1,False,"I do enjoy watching my meal’s progress! And I don’t have to worry that my order was misunderstood.

In the past month or so; however, I have had trouble logging in (it doesn’t recognize my email when I use the @ from the numbers keyboard) AND once I do get in I have only been able to order using my previous orders - the app crashes (looks like it is going to a website and hangs on a blank page) when I try to create or edit a pizza. Thankfully, I usually order the same thing. I won’t just call the store, because I want to earn rewards. Also, there are better pizza places that deliver in my area... the convenience of the app is the only reason I buy Domino’s.

January 2019 and I still cannot create a new pizza! Once this order is done I will have earned a free pizza. I will get that and quit Domino’s. There are several pizza places in the area that have much better quality, and the gas will be a lot less than a $3.99 delivery charge. It’s too bad that the company doesn’t monitor their reviews and fix the problem.",2019-01-18 00:01:54,Dominos
73,Chris Giddings,Very Convenient but App Could Be Better,4,False,"The app is decent. It's great for placing orders and I love how it let's me know through my Apple Watch that my order is being made or is on its way for delivery.

The UI could use some work though, and the app often forgets my login details after new versions get downloaded.

I think the ordering process in the app is the minimum of what I expect. I think improvements can be made which would greatly increase my satis-app-tion.

1) A visual representation of my pizza would be nice. I like how Subway's recent app update presents my subs and lets me adjust toppings and the like.

2) An AppleTV app would be awesome so I can order using my Siri Remote and get notifications on my watch, phone, tablet and laptop at the various stages of my order.

3) It would be great to see some details on my pizza delivery person, similar to how Uber gives me details I can confirm with my Uber driver.

4) Some iOS specific touches would be nice. Swipe to remove an expired card for example… 3D Touch to see ingredients on a pizza before I tap six times to order the damned thing… Even an Easy Order button in the iOS dashboard (with weather and news) to let me order my Easy Order with one touch.

All of these would be much more helpful from my pizza app than the digital assistant bot they added…",2019-01-06 22:04:06,Dominos
74,bbbkelly,Great store!,5,False,I love this store. Pizza is always ready quick and good just like I like it. I do have one problem. I actually worked in a dominos as a teenager as a customer service rep. I liked it a lot but always tried to be polite to my customers. BUT When I use the drive through at this particular dominos they literally just look at me and same “what was the name...?” In stead of “welcome to Dominos how can I help you?” This seems picky but it’s just rude for them to be so brash. I know working in fast food can be one of efficiency but you gotta have good customer service to keep your customers. Please work on this. It gets more annoying the more I go. I am a business owner myself. So I know how important this is. I fully support this store. I know this can be fixed. Please fix it from a valued customer. Thank you!,2018-10-13 21:32:23,Dominos
75,Seashellstew,Horrible app; deceptive “rewards program”,1,False,"I’ve had this app for a while and it’s not well managed or thought through by Dominoes - shame on them! They are too big a company to have issues like changing the delivery location, yet the app won’t sync or allow you to change it, and will not allow you to order from the location set by “them” in the app. Don’t bother using their chat feature. It’s a “bot” that can only take an order and is not a real person answering questions. Also, don’t bother calling to use or redeem points that you’ve spend your hard earned money to save. I was told they didn’t know what our rewards were, and to call customer service, but they can’t transfer me because it’s a different number and they don’t know it. This is the most unorganized app & company out there. I doubt they even have real “developers” working on this app much less managing it. Horrible interface and deceiving to tell you to use your points! I’m calling Pizza Hut, then after that I’m calling consumer affairs!!!",2018-12-27 02:58:56,Dominos
76,SDManthey,Saved our marriage!,5,False,"This app is very easy to use and the ability to schedule a delivery for later is genius!  With my wife hard at work in the kitchen, I can smell disaster coming.  This app allows me to schedule the pizza for 20 minutes after she says dinner will be done.  We all sit at the table and poke inquisitively at a main course that is so over-cooked that it is not recognizable anymore.  This is balanced by the still frozen in the center side dish and nearly raw vegetables.  But wait, who is that at the door?  The delivery driver!  He saves me from what is sure to be a trip to the ER and months of abuse investigations from child services for making my children eat what we lovingly call my wife’s gourmet feast.  Thank you dominos!  Saved by the app and not having to hide in the garage while I call dominos on the phone!",2018-03-11 00:58:02,Dominos
77,disappointedGreg,Not accurate with delivery,2,False,"The app claims to tell you where your pizza is, but this is not always the case.  Multiple times this has happened where the app says that my pizza has been delivered, but it is still another 30-40 minutes before my pizza arrives tasting like a cardboard box.  I have even called the store to ask where my pizza is and they simply tell me it’s on its way.  I would order from Dominos more but after the third time this has happened, it’s just not worth it.  In total, my last order took an hour to arrive even though the app said it was delivered about 40 minutes earlier.

Overall, the app is great and when the pizza tracker used to work for me, I loved the app, even telling friends to try it because it’s so cool, but if slow drivers are just going to mark my pizza delivered as soon as they leave the store, then what’s the point?  

Try the app out if you want, hopefully you have a better experience, but I’m really dissatisfied with Dominos.",2018-06-12 22:27:39,Dominos
78,mothercarey,It’s a great app except for one thing...,5,False,"... on my iPhone 7 I can’t delete things off my order. It’s a great app otherwise, but that element is so frustrating that it loses two stars in my book. I mean, I just ordered dinner and I had to close the app twice and start over because people changed there minds on what they wanted and I COULDN’T remove those items no matter how hard I tried! One other thing that frustrates me is that when you order something that comes with a dipping sauce, they only give you a few preselected options to choose from. Like I can’t order plain wings and get the garlic dipping sauce with it (so good by the way!). So I’m stuck with a random sauce I won’t use and I have to pay for a garlic dipping sauce separate. They need to make all sauces available to pick from.",2017-12-05 01:18:33,Dominos
79,jessijenkins,Terrible time estimates and tracking,1,False,"We ordered our pizza and wings at 6:20 pm and the time estimate said it would be a 89 to 99 minute wait which I was ok with. Fast forward 150 minutes and the tracker says it has been out of the oven for an hour. At this point I’m thinking I don’t want to eat a pizza that has been sitting and waiting to be delivered for an hour. We decided to call and see where our pizza actually was, like was it on its way and the tracker just doesn’t say delivery until it’s delivered? When talking to an employee though, he informed us that it would be another hour to an hour and a half until our order would be delivered. Had we been informed from the beginning it would have been a 4 hour wait we would have not ordered and then waited 2 hours. While talking to the employee on the phone he said that the tracker was extremely inaccurate and they hadn’t even prepped our pizza. 

To sum it up, fix the tracker and give accurate time estimates.",2020-12-13 04:28:30,Dominos
80,WLMSx4,"Easy, User-Friendly, No Hassle",5,False,"This is the best app. It’s completely user-friendly, it saves your ‘easy order’ and with a few simple steps you’ll have fresh, hot pizza at your doorstep. I think the app has nailed it with its ability to choose from so many options, from sauces, to cheeses, to topping all with the option to divide pizza with one side with certain toppings and the other side with other toppings. You get a great selection without the hassle of not being to make the choices you want or the app not letting you do something, etc. This is my family’s go-to dinner when practices run long, or homework piles up and there’s nothing to eat. The best part is that they support St. Jude Children’s Research Hospital and with one more step you can (if you wish) donate money to this amazing charity!",2018-03-15 23:23:28,Dominos
