,userName,rating,review,title,isEdited,date,developerResponse,Company_name
77,Fl813,1,I’m sitting in a parking lot at KFC and the app is telling me that no KFC’s are in my area. So I click on just show me the menu and I cannot get connected to the app. At the same time I can connect to the Internet through other apps and websites without issues.,Poor location services and does not load,False,2021-12-05 21:47:34,"{'id': 26718654, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:12:10Z'}",KFC
78,ericaboboerica,1,"I get nonstop ads about this app and the holidays despite the fact the christmas was days ago. the little jingle pisses me off to no end. listen, people who want to buy your food will download the app regardless, theres no need to force it down the publics throat constantly",a lot of ads for a lukewarm product,False,2021-12-28 15:59:13,,KFC
79,Uaeddy,1,"Ordered through the app tonight. App took order and updated me that I should go inside when I get to the restaurant to pick up my order. Except the restaurant was CLOSED. Lights off, doors locked, no one inside or answering the drive thru. Not sure if they stole my money but I sure didn’t get my order. DONT USE THIS APP",Horrible Experience,False,2021-09-20 00:10:11,,KFC
80,Mimi5775,5,"I have tried to order green beans on here, but it isn’t on the app!! Other than that, I love the app!!",KFC online orders,False,2022-02-09 21:37:52,,KFC
81,BerizonWireless,2,Their famous bowl shows chicken in their bowl on the app but automatically selects the bowl with no chicken and it doesn’t even tell you when you go to check out. They don’t even lower the price of the bowl when you take out the entire protein.,Shady Practices,False,2021-06-29 02:09:55,,KFC
82,RMJL,2,"Was excited to order on this app, however there are only a few things listed.  Nothing that we usually order. Please update.  Could not use.",Where’s the rest of the menu?,False,2021-06-25 22:12:02,"{'id': 23686336, 'body': 'We understand this can be frustrating. We are working towards making this better. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com.\r\n\r\n', 'modified': '2021-07-01T02:06:22Z'}",KFC
83,luckydad,3,Tried to order bucket meals but you can’t change your sides.   One of the reasons I love apps is being able to customize easily.   KFC needs to work on that.,Not very customizable,False,2021-04-06 22:37:43,,KFC
84,Pgdakitty,1,"It’s worked once or twice but it took at least 10 minutes of placing my order over and over and over. Most times, I’m just stuck in endless loop of mediocrity. Actually, mediocrity would be a huge improvement.",This app just does not work,False,2021-11-30 01:29:21,"{'id': 26718868, 'body': ""We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:22:10Z'}",KFC
85,Hurricanenut,1,"Useless app which only allows online ordering…you still have to wait in the drive-thru lane 45 minutes because employees won’t let you in to the store despite what the app says, “come on in!” Nope, food was very cold after waiting forever in the drive thru.",Online Order,False,2021-08-31 01:37:44,"{'id': 25261872, 'body': 'Thank you for letting us know about your experience at KFC.\u202f We do sincerely apologize that you were not satisfied with your visit to our restaurant. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact.', 'modified': '2021-09-22T23:29:19Z'}",KFC
86,Gorly827,5,Totally recommend,10/10,False,2022-02-14 00:32:02,,KFC
87,ExecGlenn,1,Truly one of the lamest fast food apps out there. It’s quirky to use. It wouldn’t let me select a store to get pricing. It contains no coupons that I could find. There is virtually no advantage to using this. Just show up in the drive thru and order. The app really isn’t useful. It shows the company lacks vision.,Lame,False,2021-09-11 01:41:09,,KFC
88,Nikki42097-2015,1,I live in a large city and very close to a KFC. Would love to order for pick up but the app doesn’t recognize the store nearest me and says the closest store is over an hour away. Even after typing in the EXACT address of the KFC it still doesn’t show up.,Missing Locations,False,2021-09-20 19:27:05,,KFC
89,rojo0501,2,"No ability to use coupons, no deals, no reward program ...what’s the purpose of even using this app? There doesn’t appear to be a benefit to  the user.",Needs to Catch Up with Other Apps,False,2021-05-27 01:05:42,,KFC
90,8Ddawg,2,You are unable to specify drink size. There is no way to leave a note for the staff like “extra napkins”. The contact phone number keeps deleting itself on the checkout page.,App needs some work,False,2021-02-26 21:50:36,"{'id': 21350541, 'body': 'Thank you for the feedback and suggestion. ', 'modified': '2021-02-28T17:46:33Z'}",KFC
91,spyman32,1,Other restaurants give you more options when you order on the app so it’s convenient for ordering but with the KFC app I can’t order a chicken little with extra Mayo only a chicken little with some Mayo or no Mayo so why bother using this over the drive thru window,Useless to me,False,2021-05-08 06:11:18,,KFC
92,Buzzed Ewok,1,What we ordered the store was out of.  They called and said that I had to call and cancel the order with corporate instead of them being able to hence the low rating. This costed me time and money just to get the order cancelled.,Good app but horrible integration with store,False,2022-02-18 18:05:28,,KFC
93,adopted1962,5,Order was on time and perfect.  I don’t see the specials on the window in the app?,Perfect,False,2021-12-29 23:12:59,,KFC
94,MadiHot,1,Ordered the other night and when I showed up the restaurant was closed (closed 2 hours early for some reason and didn’t leave a sign) and I couldn’t cancel my order there’s no option in the app,No way to cancel order,False,2021-10-04 03:49:27,"{'id': 25650578, 'body': ""We sincerely apologize for the troubles you've had with the app. If you have not already you can reach out to our customer service team at 1-800-CALL-KFC or through virtual assistant at https://www.kfc.com/contact and they can assist you with this issue."", 'modified': '2021-10-13T04:16:52Z'}",KFC
95,Louirawr,2,"I’ll start using this app once it actually lets you use Apple Pay. I don’t understand why this isn’t a thing already, considering that I can use Apple Pay when I order through the Drive-Thru.",ADD APPLE PAY,False,2021-03-15 00:53:55,"{'id': 23242763, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment options if you would like to try the app again. ', 'modified': '2021-06-07T14:13:22Z'}",KFC
96,fantasic amazing,5,It’s was great we ordered and it took like 5 mins I saved my family 15 mins great app!! 😄,Good!,False,2021-08-23 19:49:19,"{'id': 24835218, 'body': 'Thank you for the review!', 'modified': '2021-08-31T21:38:29Z'}",KFC
97,benps72,3,Kids menu options not available through app.,No Kids menu,False,2021-02-26 20:20:30,"{'id': 21350544, 'body': 'Thank you for the feedback on the kids menu. ', 'modified': '2021-02-28T17:46:52Z'}",KFC
98,Hulagirl555,2,"Unlike del taco and popeyes they don’t give any perks so why even bother with this app. And it freezes .  I just went in person to try their chicken sandwich .. it’s ok.. bun was mushy and chicken soggy , best part of it was the pickles , it was nice and crisp , and of course the best part is the side of coleslaw.",No perks?!!,False,2021-06-14 05:52:52,,KFC
99,allbatros11,3,"Chicken was just OK 
I had a scrawny leg that the Colonel would refuse to eat. 
Sides were good except mashed potato container 1/2 full. 
Larger pieces this time were dry. 
Had better experience with this store in the past.",Dry chicken,False,2022-02-25 02:12:21,,KFC
100,David_S8324,5,Thank you for adding Apple Pay!,Thank you for adding Apple Pay!,True,2021-06-07 18:47:54,"{'id': 23243016, 'body': 'Thank you for providing your valuable feedback. Apple Pay has now been added as a payment option if you would like to try the app. ', 'modified': '2021-06-07T18:47:54Z'}",KFC
101,pash4hash,1,"It is 6 pm, kfc closes at 9:30. When I try to add anything to bag I just get an endless, “please wait…” it never gets added. I’m just going to eat something else now, I give. I guess they really don’t want to have to give anyone that “free” chicken sandwich.",Can’t add anything to cart,False,2022-02-03 23:49:22,,KFC
102,The Ginouous Fire Crotch,1,"I ordered food from my local KFC in Bryan, Ohio. I am so extremely disappointed. I ordered $26 worth of food and never received my food. Apparently they are closing at 7 pm because of short staffing, and the app didn’t tell me that, so I lost $26. Is there any way I could get my money back?",Very upset,False,2021-03-10 00:15:33,"{'id': 21594062, 'body': ""That doesn't sound right and we understand your frustration.  Contact us at 1-800-CALL-KFC with your order number. Thank you for your feedback."", 'modified': '2021-03-11T16:02:24Z'}",KFC
103,gtjahjadi,1,"Spent 20 minutes trying to enter my address only to be met with a pop up that says “Please provide a valid delivery address.” I’m starting to think my apartment doesn’t actually exist and I’m just imagining the past 5 years. KFC, care to comment?",Terrible app,False,2022-03-04 19:14:31,,KFC
104,123344567))((;;;:::;())7$)(;,3,"They finally have an app, but provides absolutely no deals like the others, such as… Popeyes McDonald’s etc… so what was the point?",What was the point,False,2022-02-02 00:10:28,,KFC
105,duranedragic,3,"If you had a delivery option within the app, i would fully approve.",Improvements,False,2022-01-15 17:50:50,"{'id': 27584519, 'body': 'You are in luck! The KFC Mobile app has delivery to bring your order straight to your door.  Please try it and let us know your experience. ', 'modified': '2022-01-21T14:38:58Z'}",KFC
106,what73632773,1,"How can a company like PepsiCo allow such a bad app and then location issues when you get there? Come on, PepsiCo, I switched to Pepsi when the other company when woke (Woke-a-Cola). This may not be a priority but it should at least be given some attention!",Major Company,False,2021-11-15 21:56:56,,KFC
107,bleib1dj,1,Worst experience ever. Set pickup time and order was made 20 minutes before set time. Still forced to wait in drive through after online order which added another 20 minutes. Absolutely worthless.,DO NOT USE,False,2021-10-14 22:58:38,"{'id': 25910738, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-10-26T18:14:16Z'}",KFC
108,aihpcfl,5,Thanks for addition of Apple Pay,Happy to see Apple Pay,True,2021-06-08 00:51:27,"{'id': 23242792, 'body': 'Thank you for your feedback. Apple Pay has now been added to the app.', 'modified': '2021-06-08T00:51:27Z'}",KFC
109,Matzrn,1,Will not take my payment. Tried entering my cc and it would error. Tried Apple Pay and it would error. I’m trying to give you my money and you won’t take it. This doesn’t happen to me on any other app. Massive fail.,Worst app ever,False,2021-12-21 01:24:38,,KFC
110,mpc64,1,"Created an order, but app wouldn’t let me add a credit card in order to complete it. There’s a place where it says add card but underneath it is just a big grey box which prevented me from adding any info",Doesn’t work right,False,2022-02-02 20:16:35,,KFC
111,hfchdrg,4,.,Good app but would be great if they had better promos and a rewards system for being loyal to KFC,False,2022-03-09 11:30:03,,KFC
112,Beardman1986,3,would love it if the mobile orders can be picked up at the drive thru and select cup size when ordering,Drive thru,False,2022-02-21 00:28:32,,KFC
113,smoewood,1,"They do not have any of the Monday through Thursday daily deals, only 2/3’s of the drinks, none of the specials, and their $10 buckets cost $18 on the app. They don’t have stuff like Nashville hot wings or the country fried steak.",Only has about half of what they sell and at higher prices!!!!,False,2021-05-07 14:03:40,,KFC
114,479Tucker,1,Our local KFC has been here since before I moved here (2002) and your app won’t show it.  I’m not going to drive 30 miles away to use the app. I’m dumbfounded how you have an app that DOESNT show your locations. This is a free-standing KFC. Not in a mall or university.,Won’t show local KFC,False,2021-05-02 18:18:30,,KFC
115,KPittman7258,2,"Why would they not have certain menu items available on the app?  All they have is chicken, some sides and sandwiches.  That’s basically it.  Tsk, tsk.",Disappointed,False,2022-03-23 17:11:21,,KFC
116,IndyCoolie,1,Omg this app is so ridiculous it’s not funny!!! Whenever you try to select a menu it just slides all over without stopping at your choice. You can’t even search for what you want. This App needs a serious do over.,A joke,False,2021-06-11 21:28:19,,KFC
117,Jie's review,1,The kfc we went to was bad. First there was no chicken theigh at the place we went to. Second the person talk too close to me and her name is sasha. Last she gave us the breast and charged me the same money the address for this kfc is 849  s baldwin Ave and the wait was long.,No good,False,2021-05-23 20:05:56,,KFC
118,808MaJiK,1,"We have to use the app to do carry out… BUT WE CANT ORDER IF THE APP DOESN’T WORK. I tried 3 times, gave up and left for Panda Express. I saw another couple doing the same thing, fiddle with their phone, give up and leave same time I did. Then I deleted the app.",Horrid app,False,2021-12-05 23:43:28,"{'id': 26718567, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:09:03Z'}",KFC
119,Horsehappy1,1,I’m parked in front of KFC trying to place an order and it can’t find the store.  I’m driving a one ton DUALLY that doesn’t fit thru the drive up and the front doors say drive up or mobile only.   We had to leave.,Can’t find any stores,False,2021-05-02 20:35:05,,KFC
120,cmattbishop,5,"Easy to use, easy to navigate. Great to order with.",Great app,False,2021-02-26 03:23:03,"{'id': 21338663, 'body': 'Thanks for the review! ', 'modified': '2021-02-27T17:20:06Z'}",KFC
121,jlq_iten,2,Tried to place an order for 16 pc family and it didn’t allow me choose all dark.,Didn’t allow me to choose all dark,False,2021-10-30 00:52:26,,KFC
122,Vinny B The Catalyst,2,Can’t search for items. Could not check out. The final gray button to pay would not respond to tapping.,"Great food, poor app",False,2022-01-27 17:45:50,,KFC
123,Cory and Max,1,No deals no promotions no daily discounts just full price no over priced chicken. Jack in the Bix and Burger King rule with there free food and daily low price deals. I’m going to delete. KFC must be losing so much money from people who love deals. Tbh this app is totally worthless,Worst good app ever!!!,False,2021-12-05 07:42:33,"{'id': 26718705, 'body': ""Hi, we're sorry to hear you did not have a great experience. We are always looking for ways to make the app better. We will take your comments into consideration, please reach out to our customer support team at KFCMobileTeam@yum.com if you have any more issues."", 'modified': '2021-12-08T16:14:29Z'}",KFC
124,MusicWheels,1,Ridiculously poor design. Has so few menu choices and our local KFC in Sherman TX that’s been open for years isn’t even listed. Deleted in five minutes.,Limited menu; locations missing,False,2021-06-01 04:32:10,,KFC
125,Doctormadge,1,"Two times using this app failed. No chicken dinner two times, despite order confirmation each time. Horrible experience!",App doesn’t work — cancelled my order for no apparent reason,False,2021-12-10 11:33:05,,KFC
126,LadyRatt,1,What’s the point if they don’t offer deals or coupons?  Mcdonald’s and Burger King both offer apps with deals and rewards. This is Definitely not worth the space on my Iphone.  DELETED!,Lame 😡 No deals at all on there food!,False,2021-06-30 02:28:43,,KFC
127,P Jay C,3,Could not find a way on a large order to mix Original and Extra Crispy.,Mix original and ECrispy,False,2021-05-09 17:49:40,,KFC
128,lolthisisbullshitwastaken,1,"Wow, what a huge disappointment. It’s not that much to expect to have the whole menu to choose from. And the whole point of downloading apps is for deals and coupons.","Incomplete menu, no deals",False,2021-04-28 18:29:35,,KFC
129,Godzillagamers,1,Why even offer the delivery button if I’m gonna be sent to one of those apps that overcharges by 30 dollars? It’s unfair. They should’ve kept direct delivery from the app itself rather than this.,Horrible delivery system.,False,2021-03-19 22:52:10,"{'id': 21780529, 'body': 'We are working to bring new features to the app. Thank you for your feedback. ', 'modified': '2021-03-21T17:45:33Z'}",KFC
130,Travisdrums91,4,Needs Apple Pay for check out. Please.,Needs Apple Pay,False,2021-05-10 00:03:04,"{'id': 23242999, 'body': 'Thank you for your feedback. Apple Pay has now been added as a payment option.', 'modified': '2021-06-07T14:26:09Z'}",KFC
131,WittyWoman331,1,They made the app so it’s convenient for them to make the most $$ possible. They don’t have everything on the app… might as well go to the restaurant- if you really want it.,Don’t waste your time…,False,2021-10-22 23:01:03,"{'id': 25910720, 'body': 'We are working towards making this better. Thank you for your feedback.', 'modified': '2021-10-26T18:11:10Z'}",KFC
132,greenis6,3,"It works, but it keeps freezing my Ipjone 12 mini randomly",freezing randomly,False,2021-10-12 19:34:39,,KFC
133,DocApple,1,"It was fine until the latest update (which was forced on us). Now it doesn’t work. At all!  On an iPhone, with the current iOS. It’s KFC loss. We’ll order elsewhere","If it not broke, don’t break it",False,2022-02-18 23:43:09,,KFC
134,767fr8,1,Unable to select dark meat option even though there is a button to select.,Unable to select dark meat option.,False,2021-06-27 01:01:20,"{'id': 23640017, 'body': ""We'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-06-28T22:57:52Z'}",KFC
135,Bleachrulzall,1,Kinda sad when there’s no option to order stuff that’s on the menu at the physical location from the app.,Not all menu items present,False,2021-06-15 17:32:26,"{'id': 24413627, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-10T03:15:55Z'}",KFC
136,BigDogInAZ,1,"The problem isn’t the app as much as it is the way it works with the store. 

I used the app to order and when I got home there were several substitutions. 

They did not ask or bother to inform me of what they did. 

Kids at the store said they could not refund me unless I bought through them. Not the app. 

Not worth the trouble. Just use the drive through.",No way to know if store is out of what you order,False,2021-03-15 04:51:26,"{'id': 21708336, 'body': ""Oh no! We sincerely apologize for your experience at the store. We are always working to improve our customer's experience. Thank you for your feedback. "", 'modified': '2021-03-17T13:03:29Z'}",KFC
137,BasedALC,1,"You can order maybe a total of 20 items including drinks and sides, don’t know what I expected from a fast food app just now releasing tho.",There’s like 10 items on the app’s menu,False,2021-07-28 21:08:11,,KFC
138,AtotheWol,1,"Placed an order for 4:15pm
- arrived at the restaurant and checked in
- was told to wait 15 mins 
- waited for 45 minutes until 5pm to get my order!!! 
Why offer a service that you can’t provide? Zero stars. KFC is terrible.
Not ready for production release, lack of employee training, just truly awful. A total cash grab, not a real service. Deleting app and never coming back, you lost a customer","Awful, don’t use this app!",False,2021-03-06 07:13:10,"{'id': 21497188, 'body': ""That doesn't sound right! Can you give us more information (the location, order number) at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-03-07T18:37:08Z'}",KFC
139,cinamom123,1,I removed this app 5 minutes after loading it!! Tried to set up location and get prices but all it wanted to do is have me order!!,Terrible app!!,False,2022-02-23 17:44:36,,KFC
140,kylewayne1,5,I’m happy the US finally has a KFC App.,"Quit hating, give it a chance.",False,2021-06-12 16:16:28,"{'id': 23377722, 'body': 'Glad you like it! :)\r\n\r\n', 'modified': '2021-06-14T18:13:32Z'}",KFC
141,happyintampa,1,This is the worst app I’ve ever used. Couldn’t place an order for what I wanted but was able to order what I didn’t want. No explanation why? Called CS on hold almost as long as had to wait for order.,Worst App Ever,False,2021-12-08 02:08:04,"{'id': 26742611, 'body': 'We understand this can be frustrating. The app suffered a glitch in this scenario. We would appreciate it if you could send us the details at KFCMobileTeam@yum.com so we can look into this for you.', 'modified': '2021-12-09T18:25:52Z'}",KFC
142,Pocket1478,1,Don’t use the app. The app charges you twice; one charge shows up when the transaction is made and the duplicate a couple days later.,Duplicate charges using the app,False,2021-11-26 01:15:19,,KFC
143,vito4106,1,"Havnt been to use the app at all yet as the only ones near me are kfc/Taco Bell combos, and they don’t come up as options in the app? How is that possible when it’s a kfc restaurant but the Taco Bell app works fine for the same establishments.",App issues,False,2021-07-29 12:38:11,"{'id': 24413648, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-10T03:17:11Z'}",KFC
144,DJ_Run2,1,"Downloaded the app to try and make an online order, over half of my locations menu isn’t online. Highly disappointed, why make an app if it’s halfassed",App is garbage,False,2021-05-04 01:09:08,,KFC
145,Mark The Hammer,1,"This app never works . No menus,  No ordering, it can’t even find the location 1 mile away. 
The support pages blames my internet connection. So to test my connection I’m writing this review",Worst fast food app,False,2022-01-15 22:07:03,,KFC
146,CharlieMCP,3,"Why’s took so long to get a app!? 
Should been moving faster!",I give 3 stars start with,False,2021-08-13 19:23:32,,KFC
147,nikita4511,3,Why can you not order the $10 large popcorn chicken in the app and can only get it at the store?? 🤔🤔🤔,Great! But…,False,2021-12-23 08:19:40,,KFC
148,Kaysray,5,Simple and intuitive. Love new sandwich!!,Simple and intuitive. Love new sandwich!!,False,2021-03-03 20:19:46,"{'id': 21476189, 'body': 'Thank you so much for your feedback! Happy you love the new sandwich. ', 'modified': '2021-03-05T16:26:13Z'}",KFC
149,NordicDiva,5,"I’m hungry now! Very effective design, easy to use, visually appealing (I can smell the secret spices).",Great App!,False,2021-02-28 17:14:04,"{'id': 21408371, 'body': 'Thank you for the feedback!', 'modified': '2021-03-02T22:16:11Z'}",KFC
150,Connie in Vegas,1,"I saw the order is ready to pick up, but when I arrived, I guess they didn’t even start preparing it yet. I have been waiting outside for 25 mins now, still waiting…",***Do Not Use***,False,2021-08-29 01:29:54,,KFC
151,St.Melyd,2,"I would order, but it won't let me pick a store to see prices first. 
Takes me straight to pickup times!",Won't let me pick store.,False,2021-03-21 23:14:39,,KFC
152,Giggles.Queen,3,Can you pay with cash?,Question?,False,2021-07-31 22:42:36,,KFC
153,Pko080401,1,does not improve your wait time you might as well go through the drive through,No point,False,2021-12-23 01:23:38,,KFC
154,Studmuffin71,1,"Will not allow you to pay cash, only credit card.  I’m a 100% disabled veteran, in Oklahoma by law I am sales tax exempt.  Their app doesn’t allow for this. Probably deleting the app.",Terrible app,False,2021-12-13 23:18:01,,KFC
155,bailey_21,1,"I never leave reviews,  it this app real upset me. The app is just downright terrible. Nothing works. Menu DOES NOT SHOW. I can’t order anything or even look at the menu.",Awful & terrible,False,2021-12-06 01:10:29,"{'id': 26718511, 'body': ""Bailey, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:06:37Z'}",KFC
156,Been Waiting Here,1,"I saw the release had added Apple Pay, went to place an order and it wasn’t there 😪","Was excited to see Apple Pay, but disappointed",False,2021-06-07 20:58:28,"{'id': 23377592, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-06-14T18:04:46Z'}",KFC
157,AsCCA2000,1,"Downloaded the app and whenever try to order any items, nothing actually ever gets added in to the Bag to place an order",App is useless!!!,False,2021-04-11 20:46:53,,KFC
158,PhillR8,1,It’s only 2021 KFC you finally got an app for US customers about time “slow clap”. One star because you finally just showed up to the party. Popeyes will always be better.,About time,False,2021-03-03 14:04:46,"{'id': 21476197, 'body': 'Thank you for your feedback!', 'modified': '2021-03-05T16:26:37Z'}",KFC
159,Lucky&marley,1,Can’t add payment info through the app or web on iPhone. You have to do it through a computer. Need to fix this ASAP.,Can’t add payment info,False,2022-03-04 21:54:06,,KFC
160,Hendrieth,5,Enjoyed ordering online,Excellent App,False,2022-02-27 19:25:50,,KFC
161,FredieFred,3,How come the app doesn’t supply any prices what’s with that,Where is the prices,False,2022-02-01 21:15:53,,KFC
162,silverangel83,2,Food is more expensive on the app than if you order at the restaurant.,Expensive,False,2021-12-08 02:21:26,"{'id': 26742576, 'body': ""That doesn't sound right! Can you give us more information at KFCMobileTeam@yum.com so that we can investigate."", 'modified': '2021-12-09T18:24:15Z'}",KFC
163,Col Hall,1,What good is an app that doesn’t include the menu items you want to order?,Only has a partial menu available to order.,False,2021-05-14 23:37:57,,KFC
164,gnew18,1,"I have two KFCs within three miles of me but the app won’t let me set their location to make a purchase 

Annoying is the best way to describe this ...",Won’t find my local KFC,False,2021-05-02 19:04:28,,KFC
165,me2018!,5,Finally an app that cuts to the chase! No nonsense stalling or timing out! Thanks Colonel Sanders!,Easy Peasy,False,2021-12-14 02:46:30,,KFC
166,Cam uploader,5,Is there going to be free meal for loyalty rewards,Kentucky rewards?,False,2022-02-24 22:35:23,,KFC
167,Homer2920,1,Does not load correctly on Iphone 12 or let you chose location.  Take it away!,Awful and unusable!,False,2021-08-20 19:53:05,"{'id': 24835226, 'body': ""We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-08-31T21:39:21Z'}",KFC
168,ah rates em,1,I downloaded it twice and after you enter all of your info it won’t let you make a purchase!,App doesn’t work!,False,2021-07-21 19:08:36,"{'id': 24339647, 'body': ""We apologize for the inconvenience. Can you be more specific please so that we can identify the issue? Don't hesitate to reach out to us at KFCMobileTeam@yum.com."", 'modified': '2021-08-05T16:26:35Z'}",KFC
169,Ashewyntr,1,"Forced to re-enter payment data repeatedly. After all that, still wouldn’t complete purchase. Waste of time.",Buggy. Can’t use,False,2021-03-28 21:36:45,,KFC
170,Hornetex,1,"No deals, not all menu items. They don’t even have all the beverages that they offer. What a complete waste. App is so bad it deterred me from their restaurant.",Worthless app,False,2022-02-25 21:16:34,,KFC
171,BeechJet driver,1,Can’t order a chicken tender bucket combo. It’s on the menu at my local store. I know because we get this all the time.  Uninstalled app from my phone. So much for convenience.,Chicken tenders???,False,2021-07-31 23:57:21,"{'id': 24339579, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-05T16:22:03Z'}",KFC
172,Brain Slurpy,1,"Attempted KFC because it’s been a while since I’ve had it. The app doesn’t have our local restaurant, there aren’t prices, and the navigation is confusing.",Sub-par,False,2021-03-02 23:35:03,"{'id': 21477496, 'body': ""Hi,\nWe've forwarded your feedback to our developers. Thank you for taking the time to send us your feedback. "", 'modified': '2021-03-05T17:56:55Z'}",KFC
173,Clfrankie12,1,The app took my payment and notified that my order was completed. I drove to the location and it was closed. I lost my money due to this app.,Do Not Use This App,False,2021-07-05 04:18:11,"{'id': 24049686, 'body': ""We apologize this happened and we'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-07-21T11:22:28Z'}",KFC
174,dh$$$$,1,This app is so disappointing.   It rarely works and my stores either don’t or can’t use it when it does.,Terrible app,False,2021-12-23 19:54:24,,KFC
175,Riley_King2010,1,"Ok so back in October me and my parents got KFC for there anniversary and I was not happy with the food. The chicken was cold, the biscuit was way too dry and I ordered a cookie and they forgot it. Not a great experience, do not recommend",Not happy,False,2022-02-27 14:01:39,,KFC
176,proakanoob,1,When I opened it up and typed in my address (I tried everything even the exact cords) it said wrong address,KFC is trash,False,2021-10-21 20:38:11,"{'id': 25910725, 'body': ""We'll look into this issue for you. Please send us a note at KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-10-26T18:12:06Z'}",KFC
177,Maryhad,1,Can’t add payment info without first picking a location. Can’t find a location that is 1 mile away.,Awful! Fire the programmers!,False,2021-12-05 23:46:47,"{'id': 26718558, 'body': 'Hi, we apologize for this. Our app suffered a glitch but it is now fixed. Please retry and re-rate our app and let our customer care team know at KFCMobileTeam@yum.com if you continue to face problems. Thank you', 'modified': '2021-12-08T16:08:44Z'}",KFC
178,MaxWorldHQ,1,Menu is blank. Can’t order. App is completely non-functional.,Completely Worthless,False,2021-09-06 18:10:36,,KFC
179,Baccibleu,1,You still have to go inside and wait for them to make it ..It’s a joke....useless,App is fine but why bother,False,2021-04-08 16:19:37,"{'id': 24413591, 'body': 'We understand this can be frustrating. We are working towards making this better. Thank you for your feedback.', 'modified': '2021-08-10T03:12:49Z'}",KFC
180,little red fire,3,They don’t offer mixed buckets on the app,Options needed,False,2021-09-06 22:25:24,,KFC
181,n8ivebadboy,1,I have kfc here in Durant ok didn’t show up disappointed every fast food in town has one do better kfc,No locations,False,2021-12-21 23:32:01,,KFC
182,Kovuee,1,The app doesn’t even load anything. When I try to choose a store it says no results as if I’m trippin & there’s really no KFC’s in NYC. Smttt get it together ppl !,Does not work,False,2021-08-28 23:27:27,"{'id': 25261865, 'body': ""Thank you for your feedback. We sincerely apologize for the trouble you've had with the app. Can you send us the location you were looking for and screenshots of the errors in the Account section to KFCMobileTeam@yum.com so that we can follow up."", 'modified': '2021-09-22T23:28:15Z'}",KFC
183,Doodle crap,1,The app works as logically as the store does. Perfect fit. Hard to navigate through. People should hire Chick-fil-A for everything then put their own label on it.,Disfunctional,False,2021-05-02 23:12:11,,KFC
184,Joshua1.1,1,Pay wouldn’t work,Place my order and couldn’t pay,False,2022-02-25 02:06:03,,KFC
185,Jtorres2181,1,Literally nothing in the app works. Can’t see menu. Can’t order. Can’t find a store. Terrible.,Nothing works,False,2021-08-14 23:25:25,,KFC
186,JBoogieman81,1,App doesn’t work but neither does the KFC website ordering. It’s like they don’t want you to order food.,Doesn’t work,False,2021-12-05 23:05:20,"{'id': 26718634, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com so we can resolve this problem. Thank you."", 'modified': '2021-12-08T16:11:26Z'}",KFC
187,Amoprincipal,1,"Website is slower than using old school dial up, may still be using dial up servers. App was worse!",Dial up servers?,False,2021-12-05 23:29:56,"{'id': 26718613, 'body': ""Hi, we're sorry to hear that and we would love to take a look at the issue. Please reach out to our customer support team at KFCMobileTeam@yum.com."", 'modified': '2021-12-08T16:10:42Z'}",KFC
188,noneys123,1,"Been there five times, messed up on my order four times but the food is good",Whiteburg customer,False,2021-08-31 16:58:14,,KFC
189,MoneyJay1,1,"If you get to the store and they say they’re not accepting online orders, good luck getting a refund. Customer service is horrible!",It’s a gamble!,False,2022-01-07 01:12:40,,KFC
