,date,isEdited,review,userName,developerResponse,rating,title,Company_name
34,2021-07-12 17:26:13,False,"I REALLY want to like this app. The deals that are offered are great and I love the ease of being able to order and pay ahead, but often this app just falls way too short. For instance, the app is very bad about refreshing. There have been many times where I have wanted to get on the app to make an order and it is still trying to get me to pick up a completed order from weeks before. Even after closing the app entirely and logging back in it still will give me the prompt. 

It will also get stuck when it is tracking your location. I have had instances where it will not let me select that I am at the restaurant because the location tracking hasn’t refreshed and the override button wouldn’t work.

Today, I arrived at a McDonalds with an order and a number, and despite saying on my phone that it was received the restaurant couldn’t find it anywhere. They stated that they had not received any training on the updated rewards app and that it could be glitchy sometimes. While annoying, it is understandable, but I figured I would report the problem to the app developers. I get entirely through writing up the problem and try to submit and it wouldn’t go through. Turns out, there is an empty drop down box that is required to fill out of the form, so there is no way to submit the problem. Figures.",Kate13448262584,,1,Very disappointing,McDonalds
35,2019-06-09 02:31:10,False,"A very bad experience...
I ordered my food with the app, which is supposed to make it easy, but instead it was a pain! We made the order on the app and then chose curbside pick up. They don’t charge your card until you check in. So instead of saying, hey don’t charge the card because where the only McDonald’s in the world right now with NO ICE CREAM! They ran the card,  made the food, and assumed having no ice cream was okay because our order was large. No it’s not and they should have came to our car before charging the card to inform us that our order would not be able to be completed as ordered. Instead they brought all the food out and asked if we wanted a shake or something instead. We asked for a refund instead and were told that since we did not pay at the store they could not refund us and we would have to call online to request a refund. We called online to request a refund and were told they they could not refund us our money and that we would have to call our bank and tell them the charge was not authorized. 
This was a horrible experience that will not be forgotten. This whole process was supposed to be easy and it was not. To top it all off they think a coupon for a $.50 ice cream was going to suffice when we called. How can you offer a shake but not have ice cream? Aren’t shakes made out of ice cream?",gabdul713,"{'id': 9158539, 'body': 'Hi there! While we understand your experience should be a flawless one, we appreciate you bringing this to our attention. We will make sure to forward your feedback on to the appropriate team. Thanks!', 'modified': '2019-06-13T21:22:28Z'}",1,Good luck getting a refund. A flaw with the app!!!!,McDonalds
36,2020-07-24 17:15:40,False,"I like the app features. Especially now with COVID it is nice to be able to pay thru the app and not exchange cash or cards with an employee, one less point of contact. Being able to select food items at home I am able to casually get everyone’s order exactly as desired without feeling rushed at the drivethru speaker or deal with bad speaker communication. The app special deals are also nice. 

The problem I’ve experienced every time so far, about 10 visits using the app, every time I try to pickup my app order in the drive thru my local restaurant is unable to complete my order. They always tell me to pull in to curbside and change my pickup option in the app to curbside. I don’t know if this is an issue with employee training or if there is a problem with the app. I have not tried the drive thru pickup option at any location other than my local restaurant so I can’t say if the result would be different. The app is still great to have, just a minor annoyance to have this option not work. There are times when drive thru is empty but I still am not able to use that pickup option.",cflor69,,4,"App is great, store service is not the best",McDonalds
37,2018-09-10 20:08:12,False,"The app works great for finding deals and using coupons but mobile ordering needs work. I first tried it in May. Submitted my order, opened the app and indicated that I was at the restaurant and waited for my order. After some time I checked with staff and they didn’t receive the order. They were great and rushed to make my order for me, but the technology was an issue. I complained to McD just so they would know they had something to fix, and they acknowledged the problem and sent me free coupons.
So I decided to try again, it’s gotta work great by now (Sep). Well, I was at a different location then my local one so I tried to set it to the restaurant I was at. It didn’t seem to want to, but eventually did. I placed the order and it charged my card, but said my order was being sent to the wrong restaurant. There was no way to cancel the order that I could find. I thought i could just order again but at this point it wouldn’t let me pick the restaurant and indicated the restaurant was not open even though I was standing in it :/ Well, there is a charge for the order, but if I go to my history of orders there is only the one from May and actually shows my items in the shopping cart!
Ugh, I want this to work because some deals are only for mobile orders, but they really need to find these bugs in the system.",Sir Rammy,"{'id': 5548678, 'body': ""We're sorry to hear about this! We’d love to help you with a solution. Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2018-10-17T22:41:05Z'}",1,There are serious problems ordering from the app,McDonalds
38,2020-07-03 08:08:20,False,"Used it for a couple months. Always had problems here and there but not too much trouble until tonight. Placed an order and noticed it auto selected the closest McDonald’s. Not terrible but I wanted to pick one a little further away because I knew the closest one was closed. Changed the location and it popped a warning that they ran out of milk for the Happymeal and I need to select another option. I thought that was great, it instantly told me what wasn’t available at the new location. Edited my more order and completed it. My wife thought it was weird that it didn’t give the drive thru option so she reviewed the order. Problem #1 apparently the app override my selected location and revert it back to the closest location. Problem #2 I went back to the app and there is no way to cancel the order. Problem #3 I noticed that it says they were preparing the order which confused me since it specifically doesn’t let the order through unless you were at the location. This threw me because previously I have been closer and it still wouldn’t let me place the order until I was right outside the store. I had been right across the street and it wouldn’t let me say I was there. My only course of action is to let the order sit and wait 3-5 days till the charge post to my card then dispute it.",Sednary,"{'id': 16439530, 'body': ""\rWe're sorry about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so they can assist you with this issue."", 'modified': '2020-07-06T16:00:55Z'}",1,Too smart for its own good,McDonalds
39,2018-12-01 18:21:34,False,"I wanted to use this app every time I went to Mickey D’s but I won’t and can’t. I won’t because it does it save any time. There have been times that I’ve sat in the numbered parking space and watched people I would have been behind in the drive thru line exit the parking lot. Same when I’ve dined in. Are the people in the restaurant sandbagging because they don’t want to lose their job to a smart phone?  Maybe but all I know is that it hasn’t saved me any time and usually cost me time. 

I won’t because my daughter is at the age where a 6 piece nugget happy meal is just right. Unfortunately, the app only has a 4 piece. I’ve sent feedback that the 6 piece is missing and was promised a response but it’s still not there a month later. I’m not sure why this is so difficult. Another reason is that I haven’t found a way to edit my cart or cancel my order. If I order something by accident, there’s no way to remove it. If I end up not completing my order one time and come back for a new order later, all the stuff I put in earlier is still there. 

In all, it’s a good concept but poorly executed. I’d love to use this app all the time but it’s relegated to a back folder on my phone. Hopefully, someone at McDonald’s will notice eventually.",loudpedal,"{'id': 6276623, 'body': ""We're sorry about your experience with Mobile Order & Pay, friend! Please give our McDonald's Mobile App team a call at 877-334-4332, so they can look into this further."", 'modified': '2018-12-06T19:12:49Z'}",3,Good try but some fatal flaws,McDonalds
40,2018-07-19 04:19:34,False,"Just tried the app for the first time. I downloaded it earlier today to check out the deals I saw advertised on Facebook. It seemed awesome and looked simple. We had just eaten dinner so I didn’t plan to use it. 11:30 comes around and I’m craving something sweet and my husband wanted actual food. We got a Big Mac for $1.00 (it was an offer in the deals section)! That was amazing. Normally he just gets two McDoubles. I love the ability to customize without feeling like a burden. Checkout was easy. On the drive over I was looking to see how pickup worked. I saw that you could pick it up through the drive thru instead of making a worker walk out to you. It’s late the line wasn’t too bad. The window girl was nice. It was all around a surprisingly good experience. We go for late night apple pies quite often and are normally turned away due to it being late (meaning they aren’t making more), or we get them and they’re dried out and sticky. Tonight they were warm and presumably fresh and it was great. We will definitely use this again! It gives you the price as you go too. No surprises!",Heathiieee,"{'id': 4340263, 'body': ""Hey! We're diggin’ your enthusiasm for our app! Swing by for your faves anytime the craving hits!"", 'modified': '2018-07-21T21:00:20Z'}",5,Highly recommended if you’re indecisive like me!,McDonalds
41,2021-11-17 23:39:17,False,"The app seems to have no flaws or failings. Unfortunately, given its stated purpose (my reading: save time; order ahead; pay without having to make contact with other humans and save your frequently-ordered items to favorites for even greater time-savings all while earning free food with rewards) it isn’t going to blow the doors off for any end user with average expectations. You will wait. You won’t feel at all like you’re saving time and when you edit, “customize,” your items and the edits go unread, having no contact payment makes right human errors pretty much not worth correcting but then you e paid for something you’re not going to eat or drink. Anyway, the app can’t save you time when the restaurants are mostly under mediocre management and employees appearing like they would give anything to sit down on a lazy boy or text someone who is not a customer or employee of McDonald’s. With all that in mind, its world away from the catastrophe that is the Chic-fil-a and Wendy’s apps.  It functions better than Dunkin’ or the chain restaurant apps, too.",AELShopGirl,"{'id': 26390363, 'body': 'We aim to be as quick as we can with your order. Get back to us with more details on this here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html', 'modified': '2021-11-21T19:55:50Z'}",5,Great app but,McDonalds
42,2019-07-21 20:15:01,False,"I’ve used the app successfully for months, but a few days ago they ripped me off. The store I chose had decided to close early that night, without apparently notifying the company or whoever controls whether a store is closed on the app. I ordered before I got there, and when I arrived all the lights were on and there were cars in the parking lot- nothing to suggest from a distance that they were closed. So I notified the app I was there, which it acknowledged, and parked curbside. The app even notified me that they “saw” I was there and would be right out. We waited. After ten minutes we drove through the drive through, and only then saw the closed notice. When I complained to customer service, they didn’t respond for four days, and when they did respond, suggested it was my fault and that  if I wanted to dispute the charge I could take it up with my bank. It didn’t seem to matter that they had emailed me a receipt for my money and that I never got any food. I’m still waiting for my money back. And now it looks like I’m going to have to either call or visit or something to resolve this- any convenience the app might provide has been eliminated. It’s just ridiculous considering they have records of all of this- they know they took my money, and they know the order wasn’t filled because the store was closed. Unbelievable.",Pattipenni,,1,They steal your money,McDonalds
43,2018-09-18 18:42:50,False,"My kids LOVE McDonald’s and, like it or not, we are there at least once a week for one meal or another. It’s fast, convenient, clean, close to home, and all the employees are great. Plus the menu is consistent so we always know when traveling that everyone will be happy if we stop there. That being said, the app is AWESOME! There are always coupons and deals that change daily and weekly plus loyalty rewards for their McCafe beverages, which my husband and I order often. We have used the mobile ordering option a few times, mainly when traveling to locate the closest restaurant or when already at a busy resto to save time in line- either way, it’s efficient & nice that it offers 3 dif ways to pick up your order (drive-thru, inside counter, OR curbside delivery at designated parking spot). I check the app every time we order because even if we aren’t ordering a particular item that has a coupon, there is almost always a “dollar-off” coupon if your order is over a certain amount and as a family of 4, it’s usually a minimum of $20. Bottom line: get the app, it’s well worth it!",Melliebeee,,5,Use it every visit!,McDonalds
44,2021-10-03 18:30:02,False,"If I could give zero stars or even negative stars I would. Tell me why I wasted nearly $20 and sat in my car for an hour waiting for food that never came to me because the app changed the location of my pickup to a place in WISCONSIN? I live in MISSOURI. The maps literally said 7 HOURS AWAY. I couldn’t even cancel my order either, because up until I had checked the app after waiting for an hour, I had CONFIRMED I WAS AT THE LOCATION THAT I WAS ORIGINALLY SUPPOSED TO PICK UP AT. Therefore, it would not let me cancel my order afterwards. I have tried the ‘contact us’ to leave an official review twice now, only to finally receive an email. I’m still waiting on an actual response from a ‘team member’. I have even tried contacting someone through the direct messages of Twitter only to be told again to send the official review through the website. To be very clear, I have previous receipts in email form of past times I’ve ordered through the app in surrounding Missouri locations. I also have the receipt that was sent to the Wisconsin location, as well as the idiotic screenshot of the location my maps had shown up as 7 hours away. This review will not be changed until I get a refund. AND I WOULD LIKE TO NOT OPEN A DISPUTE WITH MY BANK. PLEASE TALK TO ME LIKE PROFESSIONALS SO WE CAN GET THIS SORTED OUT.",ErikaRene,"{'id': 25555789, 'body': ""That's definitely not cool at all, Erika. Let us look into that for ya. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html.\r\n"", 'modified': '2021-10-07T19:57:29Z'}",1,Sending my meal to a restaurant 7 hours away from me?,McDonalds
45,2020-10-04 13:41:38,False,"I gave this 2 stars only because the app was easy to use, but if the app isn’t in synch with your chosen store, it’s a waste of time. I had ordered and paid on the app and noted I was picking up via drive thru. I do the same with another fast food app with ZERO issues. I pulled through and like the screen said, told them on the speaker I was there to pick up (and I gave the order number as the screen instructed). The cashier was like, “oh you’re an Uber driver, pull up to the 2nd window”. Well, I’m not Uber but I pulled up to the 2nd window getting wild eyes from the car ahead and behind me in line. At the window I tell the worker my order number and show her the screen and she did not have a clue what I meant or what to do. Obviously McDonalds doesn’t train employees on this app and how to work with it - at least not system wide.  She asked me to pull forward at which time I sat waiting for them to prepare my order as 5 cars behind me in line passed through with their orders. It would have been faster if I had NOT used this app. Moral of this review? Just because there’s an app doesn’t mean your location will know how to work with it. Mine wasn’t rural either. It’s faster to just go through the drive through normal. I’ve deleted the app. 👎🏼👎🏼",Gfyhvd,"{'id': 18332132, 'body': 'Hi there. We always expect your service to be stellar. Having our staff trained and knowledgeable about our Mobile App is important to us. Please provide some more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can address this.', 'modified': '2020-10-07T17:49:09Z'}",2,Used once and done,McDonalds
46,2018-08-21 06:54:09,False,"I’ve had this app for about 3 years and it been helpful. There were some bugs at the beginning but that’s been fixed about about a year ago. This app does the things I need to do just fine. I always use the scannable coupons whenever I arrive at the restaurant they really help me out. Now the negative side of the app. I’m NOT a fan of mobile ordering, from my recent experience. When I tried it out, it worked just fine, the directions were easy to follow and payed for my food. But when I arrived at the restaurant my order didn’t exist. I showed them the order, location, online receipt, confirmation number, everything. The manager didn’t believe me that I can order on my phone and called it a scam. I couldn’t get my money back and just went home. I didn’t want to start a fight at a fast food restaurant for $7.41 (that embarrassing). I never used it again after that (mobile ordering). If you teach your employees the correct procedures and actually care how my money disappeared. I might give it a second try. But for now, I’ll stick with scanning barcodes.",Hot and spicy fan,"{'id': 4891256, 'body': 'Hi there! We always expect your service to be stellar. Having our staff trained and knowledgeable about Mobile Order & Pay is important to us. Please provide some more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can address this.', 'modified': '2018-08-31T15:58:38Z'}",5,Very useful and well maintained except...,McDonalds
47,2018-05-18 18:47:47,False,"I have used the McDonald’s app sence it first came out, I have loved it and would even drive out of my way some times to get to it even if I was not planning on going just to get something they had on the app for a really good deal but in the last several weeks they have changed things on the app to having a lot more Mobil pay coupons and a lot less good at restaurant coupons. And even the at restaurant coupons have not been real good ones, used to have ones like buy one any size frappe got one any size frappe free, and you could buy a small one and get a large one for free and now the new coupons are get a dollar off of a large frappe, wow that is a big difference in coupons! Also they are only offering 3 dollars off so much of a order on the mobile pay, I have used that coupon several times when they had it as a at restaurant coupon but they took it away. Don’t know if they were loosing money by having all those good coupons but I would look at my at restaurant coupons about every day and was eating a lot of McDonald’s but now that it has changed it don’t go near as often. Please add all the good at restaurant coupons back!!!!",Monster high jj,,4,Use to be better!,McDonalds
48,2020-03-15 14:29:51,False,"This is unfortunate bc overall the app is so useful. I really want to take advantage of the deals - but this is the second time using it and the second time it said there was an issue with my payment method (nothing wrong with my card) so I had to pay at the register (with that card). I even tried adding another payment option on the fly at the store and the app said it couldn’t add my other card. (Visa and master card so shouldn’t be an issue) when I asked the manager if she ran into other customers who had the same issue she just shrugged her shoulders dismissively. I asked if she was familiar with the app and maybe knew of a solution I got same response.
Add to this that a few months ago I had so much trouble just being able to use it bc it took ages for the app to send a confirmation email - I deleted the app twice bc of that. So I was excited this 3rd time when I was finally able to use it and now run into these types of issues. I would give a pass for a mom and pop store that had app issues but this is McDonald’s...awful..",discouraged mcD app user,"{'id': 14098770, 'body': ""Hey there! We're sorry you're having difficulties with your payment. Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further.\r\n"", 'modified': '2020-03-18T18:18:52Z'}",5,Payment issues,McDonalds
49,2021-07-15 06:07:02,False,"It’s really annoying that you can’t be logged in to your account on multiple devices. I know I’m in the minority, but I have two mobile phones. One is a personal phone and the other is my work line. Every time you log in to your account on one phone, it automatically logs you out of the other phone. Every time you log back in, you have to verify your identity with a link McDonalds sends to your registered email address. I understand the security but I don’t understand not being able to use multiple devices.  

My wife wanted to order something when she was out the other day but she couldn’t use our account because the email verification was sent to my email address and she couldn’t get the link on her phone. I seriously don’t understand the point of having an account that is tied to a single device.   

The biggest issue is that you can’t order ahead. You can’t place an order until you are physically near the McDonalds location. They won’t start making your food until you arrive and let them know you are there. At this point, it’s just as easy to go into the store or just do drive-thru. Outside of the deals, it really isn’t a useful app.",RandomEarthling,,2,Nightmare if using multiple devices and no ordering ahead.,McDonalds
50,2020-10-11 23:17:43,False,"I downloaded this app because I was tired of the drive-thru getting my order wrong. I figured, if the order was written down and there to read the order would be difficult to mess up. This was not the case. My first order on the app was a customized quarter pounder meal in which every bit of the customization was exactly opposite. I figured first time hiccups. Next go, I placed my order arrived at the store and selected curbside on the app, parked in the #4 spot, and entered my parking spot number in the app. Up popped and acknowledgement that the info had been received and my order was being made. App notifies you that it usually takes five minutes to get your order. 20 minutes later I decided to go back through the drive-thru line (dining room closed) where I learn they never bothered to make my order. 5 minutes later I have my order minus drink and fries. Two minutes later I have everything but my last large fry and a milk for my happy meal. I got the fry and decided to cut my losses without the milk. If the training isn’t sufficient to employ the technology at a specific outlet; please don’t roll it out. I’ll take my chances with the drive-thru until I can ween my children of of McDonald’s and over to the chicken place. They’ll be going cold turkey soon.",jrmatthews1908,"{'id': 18527801, 'body': ""We're really sorry you were disappointed, Matthew. Can you provide some more info in this link https://www.mcdonalds.com/us/en-us/contact-us/restaurant-feedback.html/ so we can look into this further?"", 'modified': '2020-10-16T15:42:16Z'}",1,Service has to be part of the app functionality,McDonalds
51,2020-09-18 00:32:32,True,"Waited 20 minutes. 4 other people ordered and got served before me. Ask and still didn’t get order. Ine more people served and I asked to get my money back then I was given order.

I ordered on the app in my car then walked in to pickup order. Went into bathroom first then came out to the pickup order counter. My order was not there. Three people were waiting in line to place their order. All three ordered and started to wait for their orders along with me. First one of them got their order, then the second. After that I asked the counter person about my order. I showed him my order number on my phone. He then walked and looked up at what I guess was a screen showing orders. He then left and went to take a order from another person that came in. After taking this person order he walked over and picked up the third persons order. This left me and the last person that came in waiting for our orders. After a few minutes he handed the order to the last person that came it. At this point I said can I at least get my money back! He then walked over pickup up my chicken sandwich and apple pie, put them in a bag and handed it to me and walked away. Never said a word to me. I just left and as I was getting back into my car the review screen popped up and I entered my first bad review.",tonzing,"{'id': 17937308, 'body': 'Hi there. It sounds like this visit wasn’t quite up to speed. Please provide some more info in this link https://www.mcdonalds.com/us/en-us/contact-us/restaurant-feedback.html/ so we can address this. Thanks!', 'modified': '2020-09-18T00:32:32Z'}",1,Bad service,McDonalds
52,2022-03-17 02:02:20,False,"While the convenience of mobile ordering and the consistent deals are amazing. There is much to be desired when it comes to point redemption and the app connecting with the store. There has been at least 3 times where I have ordered something on the app and when I arrive to the restaurant they simply state we don’t have that item right now. They don’t offer any refund or substitution that’s simply all they say. Then I have to reach out to customer service myself to get a refund (the one time I did it) the other two times the order was less than 5 dollars so I just let it be. 

Also how limited the options are for redeeming points is ridiculous! It is simple to give every item on the menu a point value and also I should be able to use as many of the points that I have earned from spending money as I want in one order. I should NOT be limited to only one. That makes no sense once so ever when I spent the money to earn the points! If I have saved 20,000 points that’s my prerogative I shouldn’t be penalized for being a frequent customer I should be able to create and use those points on whatever I please off the menu.",lmnopasif,"{'id': 28656412, 'body': 'we aim to make the best app we can for you. help us get there by replying here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html    \r\n', 'modified': '2022-03-18T17:45:17Z'}",3,Loyalty points are useless,McDonalds
53,2019-01-12 02:44:39,False,"If I go out of my way to download the app, it should be more convenient and saves time, but instead is a bigger hassle than ordering with the cashier. However, there are a couple of refinements that'll bring this up to 5 stars:

1: If I star a location, please use that as a default; the location chooser should have it as a drop-down menu of nearest store, starred store, and perhaps a ""other"" option at the bottom instead of showing the closest location and bringing up the map when you click on it... I get that you choose the geographically closer store, but it's out of my way, but I want the store that is 0.1 miles further but en route of my commute. In its current state, it's actually more tedious to select your starred restaurant.

2. I've emailed about it before; if I've gone through the hassle of mobile order, one perk should be that the food is ready by the time I walk in, especially if my end goal is to not have to wait. However, if I have to order ahead, then check in and wait (I can't check in from home a mile down the street), there is no incentive for me to actually order with the app since it's actually faster to place the order with the cashier.",EdWaRdW818,"{'id': 6909231, 'body': ""Hello, Edward! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2019-01-19T00:08:24Z'}",3,Changing restaurant locations + advance order,McDonalds
54,2021-12-20 05:48:55,False,"Came here last night as well and everything went wrong. First of all they forgot half of the order, so I had to go into the restaurant (AND without a mask as I did not plan on going in) because I walked up to drive through and they told me to come in. So I go inside meanwhile carrying my son’s ice cream cone that was melting all over and garbage at that point pretty much… So she said she’ll get me a new one and throws the ice cream cone away and gets me my fries and the right sauce since I got that wrong to you for the nuggets….And I also ordered extra salt on every item that I ordered so they would hopefully remember to put salt packets in with the order so when I was inside having to get my order I asked them specifically if they remembered and put the salt in the first bag of food and they reassured me yes they did. So I leave, and of course they did not put salt in, and all the first food was of course COLD by then… but the worst part! I ordered 2 large fries and they barely out any in! Which happens ALL the time. And as expensive as the fries are… I expect them to at LEAST BE FULL ☹️ I was able to literally dump the two larges together and it made ONE large fry. Not two. So disappointing. Hopefully today is better. Otherwise it’s not worth the money that we don’t have. We rarely are able to even eat out.",Ashleigh J Cody,"{'id': 26974353, 'body': ""That's definitely not the type of experience we want for you, Ashleigh! Let's talk here: https://www.mcdonalds.com/us/en-us/contact-us/restaurant-feedback.html/"", 'modified': '2021-12-21T15:20:09Z'}",1,Unfortunate.,McDonalds
55,2021-09-18 20:37:06,False,Was not very happy with service. This store always has issues today I tried curbside. All my food was not there the large fries were only half full and there was no straws for our drinks. Young man who brought it out said he would get someone out to help me  it took them 20 minutes to bring the rest of my food to me and the rest of our food was cold. What happened to your drive thru service whenever you go there they almost always want you to pull front and the people behind you in line gets their food first cause they give it out as they come out instead first in first out then they have to snoop in each bag to see which order is which then if things aren’t right you have to wait again. When they finally bring my food out and it is still not right. Really frustrating visit. I totally understand being short staff but when all you had to deal with is “drive thru” and online orders it has got to get better. Lines are horrible one day at 2:00 in the after there was 5 cars that pulled to the side most had 1 sack and a drink they said their timers keeps running if we set at window I don’t care about a timer if they would do service right there shouldn’t have to worry about timer and give better service and hotter food. Thanks for your time.,GMA1957,"{'id': 25213114, 'body': ""We want better for our customers! Let's discuss this further at: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html"", 'modified': '2021-09-20T17:03:44Z'}",1,Curbside pickup,McDonalds
56,2020-11-15 12:47:11,True,"Update: Stay away from this app and McDonald’s customer service! I’m done! They reach out to you like they want to help and make things right. So you click the link they send and it takes you right back to where you first made your complaint or to call the customer service hotline where no one can help you. They send you in circles and don’t care. They’ve lost me as a customer. 

I was never a huge fan of the McDonald’s app because you can’t pay with gift cards for mobile orders, but I did use it for deals sometimes when I went through the drive thru. I can no longer use the app on my phone as it seems it is no longer compatible. I get an “application initialization critical error occurred.” All customer service could tell me to do was to ensure my phone was up-to-date and I was using the latest version of the app. I told them the first time I called that I did all of that, even deleting the app and re-installing it. It has now been a week, and I still can’t log in. The last customer service email just repeated the same thing they already told me. Unfortunately it doesn’t seem like anyone is able to figure out this issue, and now I have to take my business elsewhere where I can mobile order and pay with gift cards.",Theatre39,"{'id': 18902933, 'body': ""That's not great to hear at all. Please provide our Mobile App team with more info at https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html, so we can look into this further.\r\n"", 'modified': '2020-11-15T12:47:11Z'}",1,Application Initialization critical error,McDonalds
57,2018-05-24 05:04:27,False,"I’ve had nothing but issues with mobile ordering using the McDonald’s app. First of all it randomly keeps telling me I have internet connection issues when I don’t. Although I don’t know if that is an iOS issue or an app issue. Then it loves taking my money without me getting my food 😠 It’s done this around 3 times now and I’m told by McDonald’s employees to wait for the money to automatically return to my bank account which it never does. The latest time it took my money, I was at the “we see you’re here” alert and it had the normal option to select a pickup. I had to open another app real quick and when I went back to the McDonald’s app, the screen quickly changed to “Thanks for visiting! We hope you enjoyed your experience”. I never got to choose a pickup option and I was charged for the food that I never received. There was no order number either. That is not acceptable! The app should NOT automatically complete transactions for users and it should save the last position it was at and always allow pickup options. Horrible app programming/user experience. The app and systems need a major overhaul. I complained on the McDonald’s website and was asked to help troubleshoot the issue. I shouldn’t need to do that and I’m very tired of always having to help companies troubleshoot their issues.",lopemac,"{'id': 3587125, 'body': ""We're sorry to hear about your experience with Mobile Order & Pay! Please give our McDonald's Mobile App team a call at 877-334-4332, so we can look into this further."", 'modified': '2018-05-24T21:30:55Z'}",1,Mobile ordering stole my money!,McDonalds
58,2020-01-30 19:27:39,False,"I ordered 3 McChicken sandwiches with the mobile app, 2 original, 1 plain. After paying, I went to pick up my order and I was given 3 original sandwiches. I told the person at the counter that one should have been plain, however they said it came through the mobile app as 3 regular sandwiches. I know I ordered the correct items that I wanted. There should be a way to able to check before paying, what you actually ordered instead of being forced to get what is given to you without the option of being able to check first. When I went to contact McDonald’s using the app, during this process it required that I give them the location of the restaurant. As I tried to enter the location of the restaurant, I had to go back and finish putting in my contact information. By going back, the screen was cleared of all my typing and I was forced to start all over again! The anger grew! The app was really screwed up and I swore off McDonald’s because I always order from the mobile app. The mobile app gives deals, price discounts, and other specials which you don’t get when you walk into the restaurant. I am done with McDonald’s! There are too many other fast food places that serve excellent food. I have always given McDonald’s and the McDonald’s app 5 stars. Those days are now over.",sjheyde,"{'id': 13226388, 'body': 'Sorry about your order! To help us improve, please provide the location here: https://www.mcdonalds.com/us/en-us/contact-us/restaurant-feedback.html/', 'modified': '2020-01-31T16:16:55Z'}",1,I Always Loved it until Today!,McDonalds
59,2022-02-28 19:13:39,True,"At the drive-thru, they ask you if you’re using the app, but then they never hear you say “Yes,” so then you sit there awkwardly for several minutes until they say “Please order or leave.” As soon as I tell them I have a mobile order, they panic and tell me they can’t find the order, and offer to take my order again…however I’ve already paid using the app. If they take the order again, they have to charge you a second time. You can’t cancel the order on the mobile app once you’ve told it you’re at the McDonald’s location to pick it up. Since the app shows your order was picked up, you can’t get a refund for your non-existent order. Before they offer the mobile app and start insisting customers use it, they need to make sure their locations’ systems are compatible with it, and TRAIN YOUR EMPLOYEES on it! 
I have reported problems multiple times, and all that ever happens is that I receive a voicemail from a manager, but have never received even an offer of a refund for the multiple orders I’ve had to pay for two or three times. I can’t continue to keep having these problems and reporting them. McDonalds needs to have this figured out by now.

I no longer visit McDonald’s and never will again.",stevbrei,"{'id': 28296511, 'body': ""we don't want to lose you! help us get this addressed here: https://www.mcdonalds.com/us/en-us/contact-us/mobile-app-questions.html"", 'modified': '2022-02-28T19:13:39Z'}",1,McDonald’s locations do not understand how the app works,McDonalds
60,2019-01-11 16:46:04,False,"I am not going to take blows at an app I have only used a small handful of times, so I don’t really have much feedback good or bad. I would, however, like to make a suggestion based on a recent experience I have had. I know most apps are location based, and it makes a lot of sense as to why. With how far along technology is coming, I feel like it would be an absolutely wonderful idea to incorporate the possibility of someone trying to purchase a meal for someone in an entirely different state. Especially with the new online dating world growing to be as popular as it is. I know there is risk to this, as there is risk that someone will order something ridiculous and just drive off. Perhaps offer a pre-paid reservation of some sort, allowing the app holder to pay on the spot and not block access based on location. I’m sure I am not the only person that would appreciate a feature like this. Anyways, thank you for taking the time to read this. I know it may sound a bit redundant or even mundane. It is just something I look forward to in the future.",Nostalgic_Winter,"{'id': 6909162, 'body': ""Hello! Our goal is to make sure our customers enjoy using our app and your feedback will help us understand how we can improve it for our customers. We are continuously working to improve our McDonald's Global Mobile App."", 'modified': '2019-01-18T23:41:44Z'}",5,Food for Thought,McDonalds
61,2021-08-07 20:45:30,True,"Update again: yep, scroll through 5 pages of “isn’t our update app great” only to get stuck on the last page of that with no way to actually access anything within the app. No menu, no orders, nothing! You would think that a company that WANTS YOU TO BUY FROM THEM WOUOD MAKE AN APP RHAT ALLOWS YOU TO BUY FROM THEM—but you would be wrong…so very wrong. 

Update: when it works, it works well. It’s very buggy though, and there are 3 main problems that I can see right now. - Doesn’t always restart after an order is complete. Sometimes I have to manually delete every individual item in order to place a new order because the previous order (which was completed) is still there - Coupons don’t always work. I just tried to use a coupon for the drink that I usually get, and have used successfully in the past, but right now it doesn’t work. Usually the drink comes up in the list for the coupon but for some reason it’s. It listed this time, although it has before and it fits the criteria - Contact Us isn’t working. That’s why I’m posting my complaints here There is no point in having an app that takes up space but doesn’t work. I wrote in about it, for the message that my complaint was received, and nothing after that",Amathamac,"{'id': 3803947, 'body': ""We're sorry about the issues you're experiencing with the app! We’d love to help you with a solution. Please give our McDonald's Mobile App team a call at 877-334-4332, so we can assist you further."", 'modified': '2021-08-07T20:45:30Z'}",1,Downgrading my review from “Meh” to “Completely unusable”,McDonalds
